genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,comp_1,comp_2
Dock11,2.8115831989289626e-39,-0.4679269675182071,0.647,0.789,4.461420220060478e-35,IL6-pool,p129
Hmgb2,3.376858688385641e-39,-0.3239624675721551,0.978,0.989,5.358399366730335e-35,IL6-pool,p129
Nfkb2,6.789908670447488e-39,-0.6064930374919782,0.594,0.726,1.0774227078266075e-34,IL6-pool,p129
Camk2d,1.3383203660026386e-38,0.5377055832257528,0.709,0.628,2.1236467567729867e-34,IL6-pool,p129
4930523C07Rik,1.5506025754799838e-38,-0.6804270667524448,0.361,0.545,2.4604961667716385e-34,IL6-pool,p129
Ctla4,2.2588531126264476e-38,-0.6808003270566365,0.487,0.645,3.584348119115647e-34,IL6-pool,p129
Ppa1,2.455489329795456e-38,0.3165148929523889,0.942,0.909,3.89637046851943e-34,IL6-pool,p129
Cd83,2.9896914848211384e-38,-1.50418976671369,0.107,0.247,4.744042448114182e-34,IL6-pool,p129
Ppp3cc,3.601930781183548e-38,0.8363467547288022,0.433,0.306,5.7155437635820545e-34,IL6-pool,p129
Btg1,4.2817615400265943e-38,-0.4154083525167237,0.728,0.853,6.7942992117142e-34,IL6-pool,p129
Kctd14,6.112481677982319e-38,2.80585697198245,0.077,0.015,9.699285926622344e-34,IL6-pool,p129
Ptges3,6.718757605036297e-38,0.21742253664177147,0.987,0.986,1.0661324567671595e-33,IL6-pool,p129
Hivep1,6.898830020087532e-38,-0.8121588384409009,0.281,0.459,1.0947063475874895e-33,IL6-pool,p129
Setbp1,8.189711271741858e-38,2.4867543898844375,0.086,0.019,1.2995433845999981e-33,IL6-pool,p129
Twsg1,8.929146632992173e-38,1.0238994635511445,0.316,0.185,1.416876987723198e-33,IL6-pool,p129
Mbp,9.287736139658346e-38,-0.656692059728294,0.496,0.633,1.4737779706409862e-33,IL6-pool,p129
Pla2g12a,9.904133302543774e-38,0.6473618734000416,0.577,0.474,1.571587872447646e-33,IL6-pool,p129
Arhgap15,1.534927457453936e-37,-0.379727348644753,0.833,0.915,2.4356228894879054e-33,IL6-pool,p129
Pde4b,2.159703226260394e-37,-0.8043707622787885,0.318,0.481,3.427017079429993e-33,IL6-pool,p129
Slco3a1,2.5629652492719807e-37,0.6961333103209082,0.472,0.389,4.066913257544779e-33,IL6-pool,p129
Ccr6,4.112391853232198e-37,-1.8910375432070685,0.055,0.17,6.525543392708852e-33,IL6-pool,p129
Chm,4.1375318367126225e-37,0.6846935919972224,0.441,0.335,6.56543551849559e-33,IL6-pool,p129
Tnni1,7.943218447650848e-37,-2.1627442654905416,0.034,0.135,1.2604299032732365e-32,IL6-pool,p129
Il12rb2,8.044322152366703e-37,2.2323190492254787,0.091,0.026,1.2764730391375485e-32,IL6-pool,p129
Ptpn6,9.638840433361596e-37,-0.3552102445491243,0.847,0.913,1.529491199965818e-32,IL6-pool,p129
Tnfaip3,1.4336942240688086e-36,-1.0556911262015747,0.148,0.304,2.2749859947523856e-32,IL6-pool,p129
Fam117b,1.4648152087422239e-36,-0.8947300500211839,0.237,0.402,2.3243687732321608e-32,IL6-pool,p129
Rap1a,1.6983238892592267e-36,0.289316572594831,0.965,0.952,2.694900347476541e-32,IL6-pool,p129
Irag2,4.349568751010076e-36,-0.3627173424995904,0.833,0.899,6.901895694102789e-32,IL6-pool,p129
Ptk2b,4.89525816135348e-36,0.5380697086529413,0.688,0.607,7.767795650435702e-32,IL6-pool,p129
Agpat4,5.56010613181272e-36,0.9521915380334791,0.342,0.225,8.822776409960424e-32,IL6-pool,p129
Egr1,6.560126792564508e-36,0.8563742260710492,0.369,0.236,1.040960919444136e-31,IL6-pool,p129
Klf6,8.011668586852353e-36,0.8157144072856416,0.422,0.317,1.2712915713617314e-31,IL6-pool,p129
Pfkp,8.11703396730872e-36,0.5695919643797357,0.653,0.556,1.2880109499325477e-31,IL6-pool,p129
Hdac7,1.8482486289724566e-35,-0.36177822842810425,0.835,0.91,2.932800924453494e-31,IL6-pool,p129
Rpl34,3.8210844058488786e-35,-0.10092761305947473,1,1,6.063296735201001e-31,IL6-pool,p129
Plp2,3.9179198599579e-35,0.35670993023604203,0.855,0.828,6.216955233781196e-31,IL6-pool,p129
Cnbp,4.507250446307321e-35,0.1966288523172528,0.997,0.994,7.152105008200457e-31,IL6-pool,p129
Oxsr1,8.180939439491644e-35,0.5158453390935465,0.588,0.52,1.298151470258534e-30,IL6-pool,p129
Tpi1,8.504163994257065e-35,0.33321283189733175,0.961,0.956,1.3494407426087111e-30,IL6-pool,p129
Swap70,2.881172052335484e-34,-1.0258100233541905,0.162,0.314,4.571843812645946e-30,IL6-pool,p129
Flot1,6.085133813999253e-34,1.3971060588355284,0.165,0.073,9.655890336054015e-30,IL6-pool,p129
Nr4a1,6.240001603367604e-34,-0.49213670285746636,0.379,0.547,9.901634544223714e-30,IL6-pool,p129
Armcx6,6.867533833397742e-34,1.8754375533711598,0.11,0.037,1.0897402686835537e-29,IL6-pool,p129
Tmsb4x,9.219186982768887e-34,-0.17785964548670474,1,1,1.462900590425767e-29,IL6-pool,p129
Ube2b,1.92937374816191e-33,-0.3570986841128462,0.803,0.877,3.0615302635833187e-29,IL6-pool,p129
Lrrc8c,2.040533486004827e-33,0.548559101690101,0.577,0.499,3.237918535592459e-29,IL6-pool,p129
Ccl4,2.4403823819348728e-33,-0.8677259060902607,0.445,0.596,3.872398763654256e-29,IL6-pool,p129
Brd2,2.85151663258118e-33,0.3477497758202759,0.846,0.817,4.524786592579817e-29,IL6-pool,p129
Lamp2,7.579141318827853e-33,0.7506037523086169,0.364,0.261,1.2026581444716037e-28,IL6-pool,p129
Zap70,8.630022413423359e-33,-0.3577540264891431,0.808,0.893,1.3694119565620187e-28,IL6-pool,p129
Ms4a6c,8.750802073323126e-33,-1.4668436523019421,0.074,0.187,1.3885772729949136e-28,IL6-pool,p129
Rcsd1,1.588398022187029e-32,-0.7465261360940345,0.292,0.449,2.520469981606378e-28,IL6-pool,p129
Fosl2,1.6179207317539086e-32,1.5941717814887566,0.155,0.069,2.567316617147102e-28,IL6-pool,p129
Ergic1,1.886505518371772e-32,-0.4568917487962404,0.674,0.783,2.9935069565523277e-28,IL6-pool,p129
Kdm6b,3.506608407197828e-32,0.8853414728852607,0.349,0.251,5.564286220541513e-28,IL6-pool,p129
Bcl2l11,5.582793910233555e-32,-1.037038830661856,0.179,0.322,8.858777376758605e-28,IL6-pool,p129
Cetn4,5.947658228900223e-32,1.7731118040356524,0.115,0.039,9.437744077618874e-28,IL6-pool,p129
Ehd1,8.405492492026771e-32,-0.7910560481940083,0.331,0.496,1.333783548634808e-27,IL6-pool,p129
Tmem109,8.921131917706794e-32,0.440464651679891,0.683,0.617,1.4156052127017141e-27,IL6-pool,p129
Emp3,1.153223236206215e-31,-0.6502198797120341,0.418,0.576,1.829934631212022e-27,IL6-pool,p129
Asap1,1.3163229866296574e-31,-0.6259662526962941,0.391,0.545,2.0887413151839405e-27,IL6-pool,p129
Grap2,1.3759510586882298e-31,-0.7504001850749413,0.318,0.481,2.183359139926483e-27,IL6-pool,p129
Fosl1,1.544750673723673e-31,0.915962425879443,0.275,0.169,2.4512103690647245e-27,IL6-pool,p129
Trat1,1.6494088684065819e-31,-1.180839949691982,0.131,0.259,2.617281992387564e-27,IL6-pool,p129
Desi2,2.04511485391996e-31,0.5328602895240968,0.601,0.511,3.245188250200193e-27,IL6-pool,p129
Slamf6,2.216126966596415e-31,-0.49959300839374354,0.499,0.653,3.5165502705951915e-27,IL6-pool,p129
Slamf1,2.34544046891274e-31,0.600179186729056,0.627,0.55,3.721744936070736e-27,IL6-pool,p129
Slc39a10,2.7847074500637576e-31,-0.5196520479068518,0.519,0.677,4.4187737817611704e-27,IL6-pool,p129
Srsf2,5.104799240030869e-31,0.20207244892098242,0.992,0.991,8.100295434080982e-27,IL6-pool,p129
Thy1,1.0715763966607762e-30,-0.5765726275446774,0.552,0.665,1.7003774262213195e-26,IL6-pool,p129
Ssh2,1.412350701777527e-30,-0.45748077353656086,0.625,0.764,2.24111809358058e-26,IL6-pool,p129
2610204G07Rik,1.434903991271593e-30,-1.1174907356414625,0.114,0.227,2.2769056533497638e-26,IL6-pool,p129
H1f5,1.9028391077469312e-30,-0.48390757389657213,0.732,0.838,3.0194250961728306e-26,IL6-pool,p129
Ube2c,2.4810593366303374e-30,-0.6819371362828304,0.632,0.761,3.9369449553650194e-26,IL6-pool,p129
Tigit,2.5377232144906977e-30,1.103289200287402,0.235,0.145,4.026859196753839e-26,IL6-pool,p129
Abtb2,2.664417766000917e-30,0.6598204695126431,0.423,0.33,4.227898111090255e-26,IL6-pool,p129
Nfkbid,2.719386433791674e-30,-0.5157435530472294,0.629,0.738,4.315122393140628e-26,IL6-pool,p129
Gimap8,3.1097710870679554e-30,0.9844897993351949,0.291,0.175,4.9345847609594317e-26,IL6-pool,p129
Samhd1,3.439751506148811e-30,0.5695934604220094,0.697,0.601,5.458197689956933e-26,IL6-pool,p129
Zfp91,4.22246816582354e-30,0.37864310087878394,0.76,0.72,6.700212485528794e-26,IL6-pool,p129
Cdc20,4.5309160246502336e-30,-0.8009730525256094,0.391,0.551,7.18965754791499e-26,IL6-pool,p129
Cd3d,7.281273198590185e-30,-0.23967422635289704,0.971,0.986,1.1553924311522907e-25,IL6-pool,p129
Skap2,7.357752887419952e-30,1.077236130176436,0.211,0.112,1.1675282281757978e-25,IL6-pool,p129
Glipr2,7.72102541853212e-30,0.6963104072570441,0.437,0.314,1.2251723134126768e-25,IL6-pool,p129
Etfb,9.053117525455813e-30,-0.3287121826088869,0.82,0.884,1.4365486889393284e-25,IL6-pool,p129
Ddr1,9.151355628580464e-30,1.5008225291875306,0.127,0.049,1.452137111143148e-25,IL6-pool,p129
Satb1,9.732733109380803e-30,0.43416963180391477,0.818,0.798,1.5443900897965458e-25,IL6-pool,p129
Ago2,1.0454630732022093e-29,0.36160530399887497,0.756,0.717,1.6589408045572657e-25,IL6-pool,p129
Sema4c,1.420753761771955e-29,-1.296183940732794,0.054,0.15,2.254452069179738e-25,IL6-pool,p129
Fam169b,1.4902433936327318e-29,-0.6987148978433273,0.291,0.454,2.364718217016419e-25,IL6-pool,p129
Gimap1,1.5416421077085567e-29,0.36187590868044783,0.813,0.753,2.4462776965119376e-25,IL6-pool,p129
Nfkbiz,1.8078108524637631e-29,-0.7669817510350265,0.211,0.361,2.8686342606894992e-25,IL6-pool,p129
Prickle1,1.8200982786853628e-29,-1.1565429213739238,0.132,0.258,2.8881319486179335e-25,IL6-pool,p129
Smc4,2.4025548620448456e-29,-0.272412106403606,0.945,0.98,3.812374055092761e-25,IL6-pool,p129
Lif,2.485827171478663e-29,1.155469810241403,0.173,0.101,3.9445105557023425e-25,IL6-pool,p129
A430093F15Rik,3.4332583743712015e-29,0.3539904054187012,0.845,0.801,5.447894388452223e-25,IL6-pool,p129
Celf2,4.533515052200462e-29,-0.3383666569564352,0.827,0.893,7.193781684831693e-25,IL6-pool,p129
Lag3,6.411837509505842e-29,0.5789848858414223,0.601,0.495,1.017430376008387e-24,IL6-pool,p129
Cab39,7.191567853467576e-29,-0.41039151962335835,0.731,0.834,1.1411579869882349e-24,IL6-pool,p129
Izumo1r,9.291628485719398e-29,0.6538775705784562,0.613,0.501,1.474395608113954e-24,IL6-pool,p129
Itga3,1.5286006291919604e-28,2.071961407170241,0.087,0.026,2.425583478401803e-24,IL6-pool,p129
Farp1,2.238831405332522e-28,0.6799945035384145,0.356,0.295,3.552577673981646e-24,IL6-pool,p129
Hk1,3.02043082119406e-28,0.638057717111344,0.507,0.396,4.792819627070734e-24,IL6-pool,p129
Mrpl52,3.2323740942317778e-28,0.27445897262723484,0.942,0.92,5.129131212726985e-24,IL6-pool,p129
Il4ra,3.338046370846899e-28,0.862334862140806,0.335,0.245,5.296811981259859e-24,IL6-pool,p129
H2-T23,3.4332240476955954e-28,0.4256821983183252,0.738,0.669,5.4478399188833706e-24,IL6-pool,p129
Ptpn2,3.589516987009481e-28,0.3765464816227151,0.794,0.745,5.6958455549866445e-24,IL6-pool,p129
Tal2,3.653578311153701e-28,-1.8705118752698882,0.039,0.129,5.7974980641386925e-24,IL6-pool,p129
H1f4,3.6695584431407734e-28,-0.4049443710077547,0.801,0.892,5.822855337575779e-24,IL6-pool,p129
Pten,4.380893861727337e-28,-0.6481278482830944,0.354,0.513,6.95160237978894e-24,IL6-pool,p129
Cd247,4.785790950538345e-28,0.3849810241331474,0.833,0.802,7.594093080314246e-24,IL6-pool,p129
Ifi203,5.1710906084606196e-28,-0.9408942868865082,0.159,0.287,8.205486577505312e-24,IL6-pool,p129
Spata5,5.577898926346706e-28,0.41990918065276095,0.734,0.678,8.851010016326952e-24,IL6-pool,p129
Selenow,7.235933833828483e-28,0.36279346934355905,0.856,0.81,1.1481979807519036e-23,IL6-pool,p129
Lancl3,8.09598067825183e-28,1.8909585448906001,0.094,0.038,1.2846702140250005e-23,IL6-pool,p129
Irak2,8.76528173747834e-28,-0.7032576119042193,0.291,0.443,1.390874906103063e-23,IL6-pool,p129
Hspa5,1.098749483111583e-27,0.23894099000695368,0.984,0.982,1.74349567980146e-23,IL6-pool,p129
Zfc3h1,1.1656914625381737e-27,-0.5816475473045621,0.475,0.59,1.849719212755574e-23,IL6-pool,p129
Foxo1,1.2815570257434505e-27,0.6319300317713045,0.493,0.401,2.0335746884497072e-23,IL6-pool,p129
Stk4,1.3612366511120982e-27,-0.3527036114387974,0.781,0.853,2.1600103179846772e-23,IL6-pool,p129
H2az2,1.3845900164687839e-27,-0.41664911257773896,0.764,0.857,2.1970674381326662e-23,IL6-pool,p129
Midn,2.4990531028162533e-27,0.729306373497419,0.355,0.265,3.9654974635488307e-23,IL6-pool,p129
Serbp1,2.671233002914073e-27,0.13430125182720198,1,0.999,4.238712529024051e-23,IL6-pool,p129
p139-T7oBC5p-MS2,3.0525537905422543e-27,-2.385793799442751,0.16,0.353,4.843792354832449e-23,IL6-pool,p129
Ms4a4c,4.662418025764133e-27,-1.785980641451557,0.038,0.125,7.398324923282526e-23,IL6-pool,p129
Csrp1,4.78702414116052e-27,-0.4788908297479076,0.591,0.696,7.596049907193513e-23,IL6-pool,p129
Bcl6,5.4504225246417256e-27,1.2248701892602472,0.186,0.098,8.64873046210149e-23,IL6-pool,p129
Ccnb1ip1,5.733510427110336e-27,-0.36006402945297467,0.619,0.682,9.097934345738681e-23,IL6-pool,p129
Sat1,5.808537137356114e-27,0.35463685844306736,0.845,0.803,9.216986729556681e-23,IL6-pool,p129
Nsg2,6.896139940683079e-27,-0.8680154311141202,0.15,0.279,1.094279485787591e-22,IL6-pool,p129
Sco1,7.083799175559465e-27,0.740390002661232,0.298,0.22,1.124057253177776e-22,IL6-pool,p129
Wipf1,7.259134002560529e-27,-0.3826202571609137,0.665,0.774,1.1518793835263047e-22,IL6-pool,p129
Qser1,1.312859409952912e-26,-0.8519195104740507,0.184,0.316,2.083245311713281e-22,IL6-pool,p129
Ccni,1.7653262034890635e-26,-0.43410368353127043,0.581,0.714,2.801219619696446e-22,IL6-pool,p129
Slc4a11,3.229252592278696e-26,1.5013652906839705,0.129,0.053,5.124178013427835e-22,IL6-pool,p129
Shisa5,4.054305621854326e-26,-0.27526741371508745,0.866,0.921,6.433372160758445e-22,IL6-pool,p129
Ccr4,4.079839365945528e-26,1.070932858331299,0.221,0.136,6.473889105882363e-22,IL6-pool,p129
Hnrnpll,4.7528604885892184e-26,-0.4311791956145418,0.67,0.77,7.541839023293372e-22,IL6-pool,p129
Fasl,6.084217112525764e-26,-1.2738284417667605,0.078,0.177,9.654435714155883e-22,IL6-pool,p129
Idi1,9.479601017475743e-26,-0.40567046850209043,0.759,0.837,1.5042230894530508e-21,IL6-pool,p129
Tnrc6b,9.932343211942096e-26,-0.5183975699583558,0.424,0.574,1.5760642208709717e-21,IL6-pool,p129
Gm57034,1.0942696052868773e-25,2.599394029549692,0.051,0.008,1.736387009669217e-21,IL6-pool,p129
Rpl10a,1.320991565528838e-25,-0.11042990693503985,1,1,2.09614941618116e-21,IL6-pool,p129
Clic4,1.6510887107501097e-25,0.5927623173338072,0.481,0.377,2.619947566218274e-21,IL6-pool,p129
Gm15987,1.694612301550612e-25,1.480233655902032,0.134,0.059,2.689010800100511e-21,IL6-pool,p129
Gm14718,1.8627769942309247e-25,0.9103107194721616,0.273,0.203,2.9558545344456312e-21,IL6-pool,p129
Zfp36,1.8811303901010954e-25,0.7613317876620689,0.378,0.263,2.9849777030124182e-21,IL6-pool,p129
Kif11,2.095798488648191e-25,-0.42668569156097036,0.692,0.808,3.3256130417869495e-21,IL6-pool,p129
Tap1,2.399034096301795e-25,0.49710644390253966,0.575,0.508,3.806787304011688e-21,IL6-pool,p129
Krtcap2,2.676050657948808e-25,0.24444213435571438,0.934,0.926,4.246357184033168e-21,IL6-pool,p129
Sertad1,2.8539409851303453e-25,0.8582992734523018,0.306,0.206,4.528633555204832e-21,IL6-pool,p129
Cdv3,3.2672109332964674e-25,0.21489482722208986,0.95,0.932,5.1844103089548344e-21,IL6-pool,p129
Map2k3,8.476313033653905e-25,0.39260884263645346,0.706,0.639,1.3450213521802017e-20,IL6-pool,p129
Jak3,1.0153684769146002e-24,0.61942050257867165,0.458,0.37,1.6111866991680876e-20,IL6-pool,p129
Sntb1,1.1813446133359616e-24,-0.8884042470809477,0.188,0.308,1.874557632441504e-20,IL6-pool,p129
Sh2d1a,1.3422432266126788e-24,-0.6345906811509577,0.387,0.542,2.129871551988999e-20,IL6-pool,p129
Ly6e,1.3938088575325258e-24,-0.49011697483892425,0.612,0.717,2.211695895132612e-20,IL6-pool,p129
Ikbke,1.5974312481551915e-24,-0.8946530024711947,0.159,0.282,2.534803904572658e-20,IL6-pool,p129
Dnaja1,1.6394463024904807e-24,0.2341086508827266,0.956,0.948,2.6014733927918948e-20,IL6-pool,p129
Ighm,1.861199519389038e-24,-0.534061584684161,0.398,0.542,2.953351397366526e-20,IL6-pool,p129
Cdk6,1.9057163951977072e-24,0.45027663674160284,0.639,0.565,3.023990775899722e-20,IL6-pool,p129
Cdh23,1.917336565795326e-24,1.4115639821326456,0.138,0.071,3.0424296626040235e-20,IL6-pool,p129
Traf1,1.9313384139543284e-24,-0.48898738498849736,0.49,0.634,3.0646477952627283e-20,IL6-pool,p129
Psmd7,3.2805420277392564e-24,0.20415381436126867,0.966,0.958,5.205564089616652e-20,IL6-pool,p129
Tomm5,3.679669680338013e-24,0.21530700050945129,0.972,0.966,5.838899848760358e-20,IL6-pool,p129
Itga4,3.707900974030789e-24,-0.8915509154654917,0.152,0.264,5.883697265592056e-20,IL6-pool,p129
Rxra,3.728807246354279e-24,-0.9918974488032917,0.124,0.243,5.91687133851497e-20,IL6-pool,p129
Map3k14,4.562701855476236e-24,0.8348102210013515,0.275,0.19,7.240095304269691e-20,IL6-pool,p129
Atf6,5.176378920444585e-24,0.5290776989000221,0.441,0.368,8.213878070961467e-20,IL6-pool,p129
Stat5a,5.290177814266645e-24,0.5268823061080481,0.523,0.452,8.394454155678313e-20,IL6-pool,p129
Ifi27,5.997600241499324e-24,1.2515294393476446,0.153,0.073,9.516992063211126e-20,IL6-pool,p129
Zyx,1.0831686490847255e-23,0.6734405837747066,0.431,0.347,1.7187720123676424e-19,IL6-pool,p129
Pkp4,1.2081948402824793e-23,-0.6435876465136187,0.359,0.491,1.917163572560238e-19,IL6-pool,p129
Tagap,1.4498505903238084e-23,0.6409170175305082,0.456,0.361,2.300622916725819e-19,IL6-pool,p129
Gsr,1.560641219078513e-23,0.4949837668996441,0.562,0.474,2.4764254864337847e-19,IL6-pool,p129
Pomp,1.6663340824503217e-23,0.20074735277655176,0.965,0.969,2.6441389220321706e-19,IL6-pool,p129
Ripor2,2.0484029757061928e-23,-0.5045070664659541,0.406,0.549,3.2504058418505866e-19,IL6-pool,p129
Ptpn4,2.1985440747677034e-23,0.5820802555219198,0.435,0.36,3.4886497378413916e-19,IL6-pool,p129
Smad3,2.2055012705381958e-23,1.341327392728334,0.131,0.059,3.499689416090009e-19,IL6-pool,p129
Srsf7,2.223165493284414e-23,0.19633388325168966,0.992,0.986,3.5277190047437082e-19,IL6-pool,p129
Srsf3,2.81089050044129e-23,0.1730914558782679,0.991,0.992,4.460321046100239e-19,IL6-pool,p129
Ankrd55,2.903884008896282e-23,1.8518966150318512,0.058,0.016,4.607883145316621e-19,IL6-pool,p129
Gpr174,2.9046919074174625e-23,-0.4019638268651272,0.531,0.661,4.609165118690029e-19,IL6-pool,p129
Tmem38b,3.8101840631996674e-23,-0.6533505122125493,0.333,0.467,6.046000071485232e-19,IL6-pool,p129
Zfp395,4.21777124926344e-23,-0.8378633686230108,0.131,0.239,6.692759418331226e-19,IL6-pool,p129
Hnrnpdl,5.304748056967294e-23,0.19588847470169757,0.99,0.984,8.417574216795702e-19,IL6-pool,p129
Ankrd44,5.43937359452565e-23,-0.4251557632464926,0.584,0.696,8.631198019793302e-19,IL6-pool,p129
Evl,6.93030200735015e-23,-0.3626558904786832,0.58,0.693,1.0997003225263217e-18,IL6-pool,p129
Cltb,8.39576361127129e-23,0.6129311277299065,0.455,0.356,1.3322397698365284e-18,IL6-pool,p129
Arl6ip1,1.0126098726943236e-22,-0.42661525184021487,0.863,0.908,1.6068093459913526e-18,IL6-pool,p129
Dnmt3a,1.176830471942823e-22,-0.41589037085045966,0.625,0.74,1.8673945928788715e-18,IL6-pool,p129
Ebi3,1.2149231576294985e-22,-1.8412429394080259,0.04,0.121,1.9278400665264882e-18,IL6-pool,p129
Dapl1,1.3184351574936856e-22,-0.645751671212923,0.521,0.619,2.0920929079109804e-18,IL6-pool,p129
Nek6,1.5315037145532196e-22,1.7411949061996852,0.09,0.032,2.430190094253049e-18,IL6-pool,p129
Prag1,1.8319371356310945e-22,1.1511760746569752,0.141,0.074,2.906917846819421e-18,IL6-pool,p129
Nusap1,2.131639963276902e-22,-0.5444208288914172,0.511,0.649,3.382486293727788e-18,IL6-pool,p129
Rab8b,2.9457018856203573e-22,-0.32043700071251663,0.722,0.825,4.674239752102383e-18,IL6-pool,p129
Ltb,2.9983991135845117e-22,-0.5854454159292279,0.417,0.536,4.757859713435903e-18,IL6-pool,p129
Eif1,3.885689219533279e-22,0.1263035689452532,1,0.999,6.165811653555407e-18,IL6-pool,p129
H2ax,5.818830354248725e-22,-0.3794862629835257,0.715,0.817,9.233320006121878e-18,IL6-pool,p129
Sptbn1,6.067994852723222e-22,-0.3657399759218667,0.64,0.76,9.628694232301208e-18,IL6-pool,p129
Mapk6,6.278724019072097e-22,0.47646054391440196,0.524,0.442,9.963079273463603e-18,IL6-pool,p129
Adprm,6.553109038135439e-22,0.737406050492192,0.297,0.211,1.0398473421713315e-17,IL6-pool,p129
Gm41386,7.557300687106187e-22,-2.017762614707463,0.019,0.077,1.1991924730300099e-17,IL6-pool,p129
Sdhaf1,7.87940578908269e-22,-0.3366092594111388,0.614,0.724,1.2503041106116412e-17,IL6-pool,p129
Mif,8.198382950190965e-22,0.11446637964694073,0.999,0.999,1.3009194065363024e-17,IL6-pool,p129
Nsmce1,8.438058278878209e-22,0.2829739071560108,0.782,0.762,1.3389510876923942e-17,IL6-pool,p129
Adam10,9.284348963249186e-22,-0.33161173843290637,0.631,0.731,1.473240493488381e-17,IL6-pool,p129
Picalm,9.464776633915619e-22,0.43673530786909165,0.503,0.465,1.5018707562697303e-17,IL6-pool,p129
Tmem19,9.717404837759443e-22,-0.6398312443378562,0.29,0.421,1.5419577996556683e-17,IL6-pool,p129
Vmp1,1.1763233292449379e-21,0.37807552954823176,0.671,0.607,1.8665898588458674e-17,IL6-pool,p129
Hmgcs1,1.4452432152778291e-21,-0.5994416032879746,0.411,0.546,2.293311934002859e-17,IL6-pool,p129
Ddx21,1.4610716317112919e-21,0.22440891999495682,0.966,0.948,2.318428465199478e-17,IL6-pool,p129
Tnfrsf13c,1.5886560833965349e-21,-1.47867489373325,0.048,0.128,2.5208794731336217e-17,IL6-pool,p129
P4hb,1.7891829367859766e-21,0.287818952220685,0.878,0.856,2.839075484091988e-17,IL6-pool,p129
Hivep3,1.8066950956982262e-21,0.34867869654814987,0.876,0.849,2.8668637778539456e-17,IL6-pool,p129
St8sia6,2.053307639622168e-21,-0.8733516393667635,0.155,0.262,3.258188562552456e-17,IL6-pool,p129
Rrp12,2.2026338222136728e-21,0.429968217580337,0.529,0.461,3.495139349088656e-17,IL6-pool,p129
Atf4,2.5865753608806444e-21,0.2704100734490871,0.855,0.824,4.1043777826454063e-17,IL6-pool,p129
Rnf19a,2.7354485888544613e-21,0.43811554640917116,0.573,0.516,4.340609820794259e-17,IL6-pool,p129
Lrrfip1,3.359025830471935e-21,0.3291474913854856,0.816,0.766,5.330102187792867e-17,IL6-pool,p129
Cd40lg,3.58327657968432e-21,0.4731995671035587,0.757,0.723,5.685943276643079e-17,IL6-pool,p129
Emb,4.00345466103626e-21,0.2636791548913875,0.836,0.802,6.352681856132338e-17,IL6-pool,p129
Fndc3a,4.985502909564529e-21,0.6044832694709705,0.384,0.299,7.910996016896995e-17,IL6-pool,p129
Tiparp,5.52191873609606e-21,1.1504730109998595,0.152,0.089,8.762180650437228e-17,IL6-pool,p129
Stambpl1,6.00869595865498e-21,-0.512920480650589,0.417,0.555,9.534598747193723e-17,IL6-pool,p129
Hsp90aa1,6.337481893325837e-21,0.10638096952768228,0.998,0.998,1.0056316268329438e-16,IL6-pool,p129
Myb,6.4371495946853e-21,-0.9783795971604259,0.122,0.217,1.0214468976846634e-16,IL6-pool,p129
Hemk1,7.273669353088921e-21,0.8917429357016484,0.223,0.145,1.15418585294815e-16,IL6-pool,p129
Hacd1,7.389338538771128e-21,0.7616833260449822,0.295,0.21,1.1725402393322026e-16,IL6-pool,p129
Fam53b,7.608005022234424e-21,-0.6097829837741318,0.289,0.411,1.2072382369281584e-16,IL6-pool,p129
Pla2g4f,8.291012802365867e-21,-2.1477567667100743,0.017,0.068,1.3156179114794157e-16,IL6-pool,p129
Tmtc4,9.992946234098989e-21,0.8505110849021777,0.208,0.138,1.5856807084268275e-16,IL6-pool,p129
Tmem154,1.0620076390745533e-20,-0.5883042056997931,0.26,0.386,1.6851937216835012e-16,IL6-pool,p129
Cenpf,1.0876727704609348e-20,-0.5469801674381265,0.533,0.661,1.7259191521674112e-16,IL6-pool,p129
Tespa1,1.0878298313783321e-20,-0.4570278521255656,0.495,0.628,1.7261683764311375e-16,IL6-pool,p129
Slc3a2,1.1994575935243694e-20,0.29934669490591115,0.742,0.721,1.9032993094044693e-16,IL6-pool,p129
Mllt6,1.3058367088094674e-20,0.7033427793071436,0.309,0.209,2.072101689538863e-16,IL6-pool,p129
Ccnb2,2.266615713058714e-20,-0.6601349520614386,0.308,0.453,3.5966658134815674e-16,IL6-pool,p129
Tpx2,2.3164117270842973e-20,-0.45168936385913394,0.689,0.792,3.675682128537363e-16,IL6-pool,p129
Ncf1,2.811360387204265e-20,-1.2688423372963968,0.061,0.138,4.461066662415728e-16,IL6-pool,p129
Bzw2,3.9112266414363445e-20,-0.2345555268077355,0.932,0.957,6.206334434631192e-16,IL6-pool,p129
Phactr2,4.782972691690913e-20,0.5872910647794336,0.395,0.315,7.589621067175141e-16,IL6-pool,p129
Eeig1,6.164939867609833e-20,0.9152952815164732,0.206,0.127,9.782526581923282e-16,IL6-pool,p129
Noc4l,6.580942209360415e-20,0.3089368254063873,0.77,0.721,1.0442639097813106e-15,IL6-pool,p129
Cnot11,7.103341875359645e-20,0.4505073833735377,0.558,0.487,1.1271582887820684e-15,IL6-pool,p129
Stmn1,7.289694555241942e-20,-0.21140296736979858,0.946,0.975,1.1567287320257914e-15,IL6-pool,p129
