genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,comp_1,comp_2,n_ligand,class
Ccl5,5.5323886645252826e-11,-1.6396582821460457,0.031,0.096,8.77879433286872e-7,IL6,p129,2,moderate (1-5)
Etfb,5.5423961270851024e-11,-0.2786315657504871,0.85,0.884,8.794674174458641e-7,IL6,p129,3,moderate (1-5)
Ppp2cb,5.668161240016744e-11,0.33725628606105973,0.787,0.712,8.994238255658569e-7,IL6,p129,1,unique
Mfsd2a,5.787787462372744e-11,0.8540954997300965,0.235,0.15,9.18406114529307e-7,IL6,p129,1,unique
Wdr75,6.370204430833972e-11,0.2467507568547601,0.888,0.85,1.0108240390847346e-6,IL6,p129,1,unique
Hnrnpab,6.985207463360384e-11,0.13253814937015385,0.998,0.998,1.1084127202860257e-6,IL6,p129,4,moderate (1-5)
Dock2,7.19429545819063e-11,-0.23133888357012464,0.96,0.975,1.141590803305689e-6,IL6,p129,1,unique
Hpcal1,7.215864360784545e-11,-0.43176772938591534,0.407,0.537,1.1450133567692918e-6,IL6,p129,1,unique
Ak4,7.221850614168533e-11,0.9810899053102689,0.183,0.104,1.145963255456263e-6,IL6,p129,1,unique
Ikzf1,8.274338093234651e-11,-0.2481974217255245,0.933,0.944,1.3129719686344746e-6,IL6,p129,3,moderate (1-5)
Ncoa1,8.335749425855863e-11,0.5180772772453561,0.476,0.377,1.3227167188948085e-6,IL6,p129,1,unique
Fdx2,8.681516264654239e-11,0.30855528232518753,0.77,0.723,1.3775830008753348e-6,IL6,p129,1,unique
Gm47015,9.677179146487048e-11,-0.9756625677118248,0.116,0.212,1.5355747869645649e-6,IL6,p129,1,unique
Dot1l,9.93153999728514e-11,0.33028336326752666,0.757,0.668,1.5759367667692058e-6,IL6,p129,1,unique
Traf1,1.0356228033710519e-10,-0.4174902257931261,0.516,0.634,1.6433262643891854e-6,IL6,p129,2,moderate (1-5)
Kdm6b,1.1359407032777395e-10,0.6998222300972585,0.34,0.251,1.8025107079611176e-6,IL6,p129,4,moderate (1-5)
Ube2d3,1.1408544747606355e-10,0.17146243254898752,0.983,0.982,1.8103078805501768e-6,IL6,p129,1,unique
Runx3,1.1523982192157304e-10,0.5684360929225869,0.41,0.306,1.8286254942515212e-6,IL6,p129,2,moderate (1-5)
Aig1,1.1636047137673028e-10,0.5920329108130948,0.422,0.331,1.846407959805956e-6,IL6,p129,1,unique
Mapk1ip1l,1.2446045199518894e-10,0.3548549335486383,0.638,0.591,1.974938452259658e-6,IL6,p129,2,moderate (1-5)
Atp2a2,1.2498114593988064e-10,0.32772910837437536,0.771,0.704,1.983200823774026e-6,IL6,p129,1,unique
AI504432,1.3036922841786808e-10,0.6146712803320913,0.345,0.272,2.0686989165347307e-6,IL6,p129,1,unique
Fpgs,1.3075431380695198e-10,0.6159354111455528,0.369,0.265,2.074809451488714e-6,IL6,p129,1,unique
H1f1,1.3098380986469356e-10,-0.4971969099191562,0.375,0.49,2.078451094932957e-6,IL6,p129,2,moderate (1-5)
Fos,1.3651678105399156e-10,1.262423544969307,0.133,0.065,2.166248281764738e-6,IL6,p129,1,unique
Samd1,1.4117609250278487e-10,0.8348466829172225,0.241,0.154,2.2401822358341904e-6,IL6,p129,1,unique
Fut8,1.4270478273592914e-10,-0.7651898237973751,0.189,0.293,2.264439492453724e-6,IL6,p129,1,unique
Itgb3bp,1.4596749842653667e-10,-0.525923057317402,0.377,0.49,2.3162122650322837e-6,IL6,p129,1,unique
Tmem71,1.5273068462528822e-10,-1.5720341944781926,0.042,0.108,2.4235305036340736e-6,IL6,p129,1,unique
Thy1,1.6975762058158354e-10,-0.4116170250706179,0.57,0.665,2.693713923388568e-6,IL6,p129,2,moderate (1-5)
Ctla4,1.7254901002188335e-10,-0.36330437962468987,0.524,0.645,2.738007691027245e-6,IL6,p129,6,high (5-10)
Ski,1.7614292334012187e-10,0.6788909571318009,0.29,0.195,2.7950359075610537e-6,IL6,p129,1,unique
Aim2,1.7944079428433096e-10,-0.7927562846339862,0.17,0.273,2.8473665237037635e-6,IL6,p129,2,moderate (1-5)
Anxa7,1.808458073428286e-10,0.4825583862443923,0.498,0.409,2.869661270916004e-6,IL6,p129,1,unique
Nifk,1.840384117991116e-10,0.297635275537372,0.843,0.788,2.9203215184283028e-6,IL6,p129,1,unique
Slc2a1,1.8685089116866583e-10,0.4789191169206092,0.495,0.414,2.9649499410643897e-6,IL6,p129,1,unique
Cd70,1.8910750695084019e-10,-3.0550873349744903,0.01,0.052,3.0007579202959325e-6,IL6,p129,2,moderate (1-5)
H1f5,1.9394170142273088e-10,-0.300286624624325,0.764,0.838,3.077466918175894e-6,IL6,p129,4,moderate (1-5)
Ms4a6b,2.1217938287395778e-10,0.3350061093633888,0.873,0.826,3.3668624474439623e-6,IL6,p129,5,moderate (1-5)
Gemin8,2.1373959506687544e-10,0.7449055647087537,0.285,0.202,3.3916198945211796e-6,IL6,p129,1,unique
Hmga1,2.14405435633812e-10,0.35764178640748556,0.698,0.628,3.402185452637329e-6,IL6,p129,1,unique
Lef1,2.2064464526093432e-10,0.217312578815392,0.963,0.943,3.5011892310005057e-6,IL6,p129,2,moderate (1-5)
Apobec3,2.2199234307648535e-10,0.2953267913653921,0.797,0.737,3.52257449993767e-6,IL6,p129,2,moderate (1-5)
Gm41386,2.3256386859279486e-10,-1.8773003442793137,0.022,0.077,3.690323466830469e-6,IL6,p129,2,moderate (1-5)
Armc6,2.344352976014944e-10,0.6285654249225983,0.335,0.232,3.720019302340513e-6,IL6,p129,1,unique
Ifitm2,2.4643579671980125e-10,-0.3947194826278543,0.597,0.696,3.910443222349807e-6,IL6,p129,1,unique
Hmgn5,2.7809051214433004e-10,-0.4455866852933128,0.462,0.556,4.412740246706228e-6,IL6,p129,2,moderate (1-5)
Brca2,2.9493672367567346e-10,-0.41668522522582974,0.547,0.645,4.680055931285587e-6,IL6,p129,1,unique
Mrps18b,3.0310459902287665e-10,0.3076678935557587,0.793,0.731,4.809663777295007e-6,IL6,p129,1,unique
Tecr,3.1561176620061535e-10,-0.2921629088563798,0.744,0.823,5.008127506071364e-6,IL6,p129,1,unique
Atxn1,3.242468219747276e-10,-0.28678850042536363,0.761,0.83,5.145148571094977e-6,IL6,p129,8,high (5-10)
Tbl1xr1,3.250338705047379e-10,-0.4987942138034135,0.401,0.506,5.157637457169181e-6,IL6,p129,2,moderate (1-5)
Washc1,3.26488509563629e-10,0.6559852632299867,0.333,0.231,5.180719669755665e-6,IL6,p129,1,unique
Pde6d,3.332775120228644e-10,-0.6191220804852151,0.288,0.393,5.288447560778812e-6,IL6,p129,1,unique
Luc7l,3.339240907754823e-10,0.26072387300185884,0.888,0.823,5.2987074724253535e-6,IL6,p129,1,unique
Cdca8,3.4313870336417484e-10,-0.26161413695222724,0.782,0.845,5.444924944982727e-6,IL6,p129,3,moderate (1-5)
Slc39a1,3.4690680669258393e-10,0.6510206448419305,0.322,0.222,5.504717208597922e-6,IL6,p129,1,unique
Ptger2,3.6992165588738476e-10,0.5554202083575761,0.427,0.325,5.869916835621022e-6,IL6,p129,1,unique
Itpa,3.9034616882407663e-10,0.2784313631809332,0.833,0.779,6.194013006900448e-6,IL6,p129,1,unique
Ncaph2,4.016745884536145e-10,-0.33850431537756837,0.698,0.779,6.373772369581955e-6,IL6,p129,1,unique
Bub1,4.118038575525328e-10,-0.47501947660337573,0.44,0.545,6.534503611643591e-6,IL6,p129,1,unique
Btbd19,4.1301286907006905e-10,0.58996850088632,0.317,0.251,6.553688206403856e-6,IL6,p129,1,unique
Ube2h,4.1506526399578117e-10,-0.7080596210231693,0.235,0.341,6.586255609085056e-6,IL6,p129,1,unique
S100a11,4.3656016992807517e-10,-0.469133797366755,0.486,0.597,6.927336776418698e-6,IL6,p129,1,unique
Esyt2,4.409824313344438e-10,-0.527078661769888,0.377,0.486,6.997509220414954e-6,IL6,p129,1,unique
Zhx2,4.6290796244461925e-10,-0.6281060012799169,0.252,0.367,7.345423548071219e-6,IL6,p129,1,unique
Smyd2,4.681145600861746e-10,0.3867219306322079,0.641,0.539,7.428041839447421e-6,IL6,p129,1,unique
Cd274,4.692909023767142e-10,-0.5087214512716107,0.447,0.541,7.4467080389137e-6,IL6,p129,7,high (5-10)
Ifi47,4.845903054489007e-10,-0.4754072379021664,0.502,0.614,7.689478966863155e-6,IL6,p129,6,high (5-10)
Id3,4.953855651099124e-10,-0.3240590446460454,0.88,0.91,7.860778147164091e-6,IL6,p129,4,moderate (1-5)
Pdgfb,5.138503127273413e-10,-0.7520648789722189,0.249,0.346,8.153776762357453e-6,IL6,p129,3,moderate (1-5)
Eif2b4,5.244326652120365e-10,0.4326118992618878,0.563,0.474,8.321697531584595e-6,IL6,p129,1,unique
Ddx27,5.340643966001581e-10,0.17507943489167466,0.958,0.947,8.474533845251309e-6,IL6,p129,3,moderate (1-5)
Samsn1,5.37663484114006e-10,-0.507978705940738,0.37,0.487,8.531644165921047e-6,IL6,p129,2,moderate (1-5)
Rrp15,5.38755554276061e-10,0.31985302899735063,0.734,0.664,8.548973135252536e-6,IL6,p129,1,unique
Rer1,5.403359383223451e-10,0.2116143624504213,0.914,0.889,8.574050669298972e-6,IL6,p129,1,unique
Zfp91,5.512594719600475e-10,0.3019179504131374,0.768,0.72,8.747385301062036e-6,IL6,p129,1,unique
Zfp217,5.569260763510571e-10,-0.8999740747744323,0.114,0.205,8.837302979538575e-6,IL6,p129,1,unique
Slc39a7,5.574898284041308e-10,0.43023535281509107,0.584,0.499,8.846248597116747e-6,IL6,p129,1,unique
Baz2b,5.677603611334413e-10,-0.563971663611329,0.34,0.442,9.009221410465448e-6,IL6,p129,1,unique
Mis18bp1,6.006374289723917e-10,-0.4617432491536933,0.406,0.524,9.530914722933912e-6,IL6,p129,4,moderate (1-5)
Selenow,6.06725452878073e-10,0.2863433326602294,0.856,0.81,9.627519486269264e-6,IL6,p129,2,moderate (1-5)
Il18rap,6.18121161918189e-10,2.1341384751151464,0.05,0.013,9.808346597317822e-6,IL6,p129,1,unique
Dock9,6.278177280612222e-10,0.7907077648593099,0.2,0.117,9.962211708875473e-6,IL6,p129,1,unique
Rab43,6.284413304527786e-10,0.7365504270850027,0.255,0.166,9.972107031624691e-6,IL6,p129,1,unique
Pim3,6.390261690912082e-10,0.5194949743875517,0.463,0.374,1.0140067251139292e-5,IL6,p129,1,unique
Rapgef5,6.807387075599471e-10,1.1184868429919934,0.134,0.07,1.080196181156124e-5,IL6,p129,1,unique
Kcnk10,7.343251859492801e-10,-1.188821588380164,0.081,0.156,1.1652272050643174e-5,IL6,p129,1,unique
Ppid,7.447274928286333e-10,0.261134817766153,0.885,0.838,1.1817335856204754e-5,IL6,p129,1,unique
Man1a,7.73864531283532e-10,0.3593220292430621,0.709,0.65,1.2279682382407088e-5,IL6,p129,2,moderate (1-5)
Zbtb20,7.896471255097031e-10,-0.5936885477698239,0.29,0.396,1.253012058758797e-5,IL6,p129,1,unique
Slc29a2,8.058197063643484e-10,1.0277624656773852,0.157,0.086,1.2786747100589483e-5,IL6,p129,1,unique
Nsmce1,8.239180840443025e-10,0.26825498296013306,0.784,0.762,1.3073932157614994e-5,IL6,p129,1,unique
Snhg6,8.245932978511171e-10,0.28858905650747424,0.937,0.939,1.3084646450301528e-5,IL6,p129,6,high (5-10)
Tesk2,8.714580580934641e-10,-1.3480713441493857,0.047,0.116,1.382829646582709e-5,IL6,p129,1,unique
Cd80,8.764674185207724e-10,0.8803087263925593,0.177,0.099,1.3907784997087618e-5,IL6,p129,1,unique
Rad21,9.09998963039704e-10,-0.2840828591716254,0.769,0.836,1.443986354551402e-5,IL6,p129,1,unique
Tsr1,9.263019310218491e-10,0.30821363857181805,0.787,0.719,1.4698559041454704e-5,IL6,p129,1,unique
Msi2,9.550497452942554e-10,-0.2907832565264085,0.753,0.819,1.5154729358329243e-5,IL6,p129,1,unique
Irf2bp2,9.830874093983378e-10,-0.4861756498112142,0.369,0.483,1.5599631012332824e-5,IL6,p129,1,unique
Itm2c,1.0061321300031455e-9,0.5138291617816422,0.416,0.337,1.5965304638889914e-5,IL6,p129,1,unique
Lrrc59,1.0504503145737723e-9,0.328502574012822,0.741,0.673,1.6668545591656618e-5,IL6,p129,1,unique
Lsm12,1.0576847753366167e-9,0.1965899186381572,0.943,0.931,1.6783342015041436e-5,IL6,p129,2,moderate (1-5)
Mrto4,1.081101080552058e-9,0.23359826605252,0.918,0.876,1.715491194620006e-5,IL6,p129,1,unique
Mphosph10,1.1045576202047327e-9,0.22469792128681143,0.902,0.87,1.75271203174087e-5,IL6,p129,1,unique
Cdk1,1.1070236638584112e-9,-0.2916150812912296,0.738,0.81,1.756625149810527e-5,IL6,p129,3,moderate (1-5)
Aopep,1.124518672802727e-9,0.4036054754310069,0.555,0.47,1.7843862300033676e-5,IL6,p129,6,high (5-10)
Prmt5,1.1302693456095934e-9,0.27873681684101276,0.821,0.769,1.793511397613303e-5,IL6,p129,1,unique
Dock10,1.1516946175362464e-9,-0.265243803890278,0.734,0.823,1.8275090191065157e-5,IL6,p129,3,moderate (1-5)
Ndufa6,1.163407857491861e-9,-0.23439225865337063,0.871,0.914,1.846095588268085e-5,IL6,p129,2,moderate (1-5)
Aurka,1.1782389909070936e-9,-0.5951199912395453,0.319,0.418,1.869629630771377e-5,IL6,p129,3,moderate (1-5)
Tbc1d30,1.2200857851531432e-9,-1.1763132271823946,0.053,0.124,1.936032123881008e-5,IL6,p129,1,unique
Cdk19,1.2522331602484031e-9,-0.941476720270543,0.122,0.21,1.9870435786821666e-5,IL6,p129,1,unique
Gfer,1.2682337789877104e-9,0.26583887481030166,0.819,0.78,2.0124333604976992e-5,IL6,p129,1,unique
Pwp2,1.2858213977320336e-9,0.4677794322850995,0.481,0.396,2.0403413939211908e-5,IL6,p129,1,unique
Depdc1b,1.2900884920401886e-9,-1.0677189423034243,0.062,0.136,2.0471124191693717e-5,IL6,p129,1,unique
Tspan4,1.3270780505565196e-9,0.8861904793972779,0.2,0.124,2.1058074506230857e-5,IL6,p129,1,unique
Jmjd6,1.3343968340968686e-9,0.4307607970539238,0.544,0.458,2.1174208963449115e-5,IL6,p129,1,unique
Abracl,1.3377629399578434e-9,-0.2288273576940778,0.915,0.939,2.122762233125106e-5,IL6,p129,1,unique
Grcc10,1.3399116029232212e-9,-0.3146631718699986,0.775,0.844,2.1261717315185676e-5,IL6,p129,1,unique
Ptp4a2,1.343488674721652e-9,0.2219003567079589,0.93,0.913,2.1318478290483172e-5,IL6,p129,1,unique
Psmd3,1.35199167722637e-9,0.2843535844945355,0.804,0.737,2.145340393422804e-5,IL6,p129,1,unique
Rbmx,1.3696440154505186e-9,-0.4410686058220181,0.474,0.572,2.1733511237168834e-5,IL6,p129,1,unique
AI506816,1.4062374797404767e-9,0.19339594390886972,0.967,0.951,2.2314176328521883e-5,IL6,p129,3,moderate (1-5)
Tnfrsf4,1.4846991852152955e-9,-0.22759649300742968,0.987,0.989,2.355920667099631e-5,IL6,p129,5,moderate (1-5)
