genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,comp_1,comp_2,n_ligand,class
Gprin3,8.970216135293566e-9,1.1281705689482036,0.136,0.06,1.4233938963483832e-4,IL4,p129,4,moderate (1-5)
Tes,1.579856088503136e-8,0.3269498852738849,0.853,0.786,2.5069156412367766e-4,IL4,p129,3,moderate (1-5)
Tagap,2.3864678329207827e-8,0.6204775249153622,0.463,0.361,3.7868471572786983e-4,IL4,p129,3,moderate (1-5)
Cish,2.926305931421785e-8,0.6077652830410073,0.452,0.33,4.6434622519800887e-4,IL4,p129,7,high (5-10)
Slc2a6,3.1374964305482575e-8,1.9866788055908495,0.064,0.018,4.978579335993975e-4,IL4,p129,3,moderate (1-5)
Glb1,4.100509073162283e-8,0.6436397910605209,0.376,0.258,6.506687797293912e-4,IL4,p129,1,unique
Ncoa3,4.5234480852664334e-8,0.5402336453675425,0.507,0.432,7.177807421700777e-4,IL4,p129,2,moderate (1-5)
Il2,1.090125807786661e-7,0.2299584192349453,0.692,0.571,0.00172981163179587,IL4,p129,2,moderate (1-5)
Id1,1.4321936377502617e-7,1.5789747772568037,0.087,0.032,0.00227260486438211,IL4,p129,1,unique
Cd274,1.5824885373900588e-7,0.4549115908153723,0.622,0.541,0.00251109281113054,IL4,p129,7,high (5-10)
Itm2a,2.8779971995846146e-7,-0.32837605639512457,0.913,0.93,0.00456680595630086,IL4,p129,7,high (5-10)
Nkg7,3.907788392770172e-7,-1.3114297388208915,0.1,0.175,0.0062008786216477,IL4,p129,2,moderate (1-5)
Plk3,3.9985978881723243e-7,0.659833972515955,0.369,0.274,0.00634497512895184,IL4,p129,1,unique
Sdf4,5.848260777883431e-7,-0.26286831236434294,0.892,0.925,0.00928002020234542,IL4,p129,1,unique
Arhgef6,8.218532792855158e-7,-0.3957496520478977,0.522,0.623,0.01304116783570256,IL4,p129,6,high (5-10)
Cd96,8.445349461677729e-7,-0.45093329443576113,0.386,0.499,0.01340108052579022,IL4,p129,3,moderate (1-5)
Malt1,1.7073167136745731e-6,0.3462248681914954,0.671,0.614,0.02709170161258813,IL4,p129,8,high (5-10)
Ms4a6b,1.921890940460939e-6,-0.29692616701613594,0.754,0.826,0.03049656544323418,IL4,p129,5,moderate (1-5)
Stat5a,2.333130334018738e-6,0.4495107038598598,0.527,0.452,0.03702211214020933,IL4,p129,3,moderate (1-5)
Prps1,2.5008127014802334e-6,0.3162889216603473,0.722,0.68,0.03968289594708834,IL4,p129,2,moderate (1-5)
Wasf2,3.027669634544465e-6,-0.22196172646792775,0.82,0.878,0.04804306176095157,IL4,p129,2,moderate (1-5)
Ccl5,4.0750109143003074e-6,-1.2286526847849122,0.038,0.096,0.06466227318811728,IL4,p129,2,moderate (1-5)
Psme2b,4.09259322647897e-6,-0.5014542693068544,0.344,0.425,0.0649412693177683,IL4,p129,6,high (5-10)
Lad1,8.372858336369111e-10,-0.45733681550551086,0.646,0.769,1.3286051608150504e-5,CCL21A,p129,27,very high (10+)
Hivep3,1.247442892706474e-9,0.4272843681018861,0.905,0.849,1.979442382146633e-5,CCL21A,p129,15,very high (10+)
Pcgf5,5.3440376464707174e-9,-0.5280435639194861,0.643,0.742,8.479918937419733e-5,CCL21A,p129,23,very high (10+)
Cytip,1.2911152498708521e-8,-0.3964069126502278,0.832,0.865,2.048741678495068e-4,CCL21A,p129,11,very high (10+)
Bhlhe40,5.6221602237992585e-8,-0.45833231380359785,0.593,0.669,8.921243843124663e-4,CCL21A,p129,9,high (5-10)
Eno3,8.26735482621911e-8,-0.638693877697265,0.462,0.555,0.00131186386382444,CCL21A,p129,13,very high (10+)
Egr1,9.688398416990719e-8,0.774389970217502,0.357,0.236,0.00153735506080808,CCL21A,p129,17,very high (10+)
p139-T7oBC5p-MS2,1.2678837039044553e-7,-1.5952437713483354,0.241,0.353,0.00201187786135558,CCL21A,p129,22,very high (10+)
Dusp6,1.7595978535308148e-7,0.6509089976898415,0.447,0.323,0.00279212987398269,CCL21A,p129,10,high (5-10)
Ctla4,2.6134696488943213e-7,-0.5055521641071631,0.525,0.645,0.0041470536388655,CCL21A,p129,6,high (5-10)
Dusp2,4.249692286676372e-7,0.33605187881348697,0.907,0.841,0.00674341172049806,CCL21A,p129,6,high (5-10)
Cd5,5.965396351436502e-7,0.25869404562195264,0.98,0.971,0.00946589093045944,CCL21A,p129,6,high (5-10)
Izumo1r,1.615952242976947e-6,0.5280317029865484,0.603,0.501,0.02564193019155819,CCL21A,p129,11,very high (10+)
Satb1,1.7960485074972095e-6,-0.40928769336829385,0.721,0.798,0.02849969771696572,CCL21A,p129,12,very high (10+)
Cd274,2.36550146379395e-6,0.4527822596492194,0.656,0.541,0.03753577722748241,CCL21A,p129,7,high (5-10)
Ccr7,2.7607106211181247e-6,-0.4188588078998159,0.761,0.823,0.0438069561359024,CCL21A,p129,18,very high (10+)
Psme2,3.2026897764081323e-6,-0.17597757968561334,0.99,0.993,0.05082028137204424,CCL21A,p129,19,very high (10+)
Gm41386,5.080275059827526e-6,-1.8705067187339737,0.02,0.077,0.08061380464934319,CCL21A,p129,2,moderate (1-5)
Gbp2,3.4958493214921227e-31,1.233712097733363,0.379,0.227,5.5472137033437e-27,IL1A,p129,11,very high (10+)
Stat1,2.0870359592792432e-30,0.5799507590718388,0.774,0.667,3.311708660184303e-26,IL1A,p129,12,very high (10+)
Irf1,2.1982237535053416e-30,0.9905445839005248,0.409,0.249,3.488141452062276e-26,IL1A,p129,10,high (5-10)
Ly6a,2.4453326693927774e-23,1.770094282713007,0.147,0.054,3.88025387979246e-19,IL1A,p129,11,very high (10+)
Psmb8,2.0083249663316756e-16,0.2945368890466171,0.926,0.894,3.186810056575103e-12,IL1A,p129,7,high (5-10)
Psmb9,2.514959356557745e-15,0.3959303974639886,0.717,0.666,3.990737506985829e-11,IL1A,p129,8,high (5-10)
Serpinb9,2.7105393008689236e-13,0.8194994790626171,0.279,0.189,4.301083762618808e-9,IL1A,p129,4,moderate (1-5)
Satb1,3.435941051158766e-13,0.3267805529610348,0.823,0.798,5.452151259978729e-9,IL1A,p129,12,very high (10+)
Gbp5,3.507997701208734e-13,0.8847844048963014,0.244,0.151,5.566490752278019e-9,IL1A,p129,6,high (5-10)
Stat4,1.8775223805477344e-12,0.4362756529320633,0.586,0.512,2.9792525134531452e-8,IL1A,p129,11,very high (10+)
Tbc1d4,7.382114897265991e-12,-0.48892487445198446,0.469,0.566,1.1713939918981675e-7,IL1A,p129,4,moderate (1-5)
Irf8,1.6798545651323798e-11,0.6987471541766405,0.348,0.283,2.665593223952061e-7,IL1A,p129,6,high (5-10)
Igtp,2.5840247294298327e-11,0.836344343645858,0.264,0.188,4.1003304406592585e-7,IL1A,p129,7,high (5-10)
Pim2,6.65140495513488e-11,0.5498725460445962,0.633,0.573,1.0554449382808027e-6,IL1A,p129,8,high (5-10)
H2-T23,1.2021698104318747e-10,0.3196250265675071,0.719,0.669,1.9076030551932988e-6,IL1A,p129,7,high (5-10)
H2-K1,3.5434231803980817e-10,0.15998619736809427,0.993,0.992,5.622703902655677e-6,IL1A,p129,7,high (5-10)
Irgm2,3.949805722210444e-10,1.3808849584585676,0.084,0.039,6.267551720003532e-6,IL1A,p129,5,moderate (1-5)
Irag2,6.307647566273764e-10,-0.22198149247561536,0.85,0.899,1.000897515816321e-5,IL1A,p129,10,high (5-10)
Nlrc5,1.1713484474860296e-9,0.5850336658213569,0.328,0.242,1.8586957164708317e-5,IL1A,p129,7,high (5-10)
Tapbpl,1.380392719891519e-9,0.42759465833699795,0.497,0.417,2.1904071679238624e-5,IL1A,p129,7,high (5-10)
Pim1,1.4482542141100456e-9,0.4754948681450295,0.53,0.447,2.2980897869498206e-5,IL1A,p129,5,moderate (1-5)
Plaat3,1.5025626080471623e-9,0.583752741052264,0.359,0.289,2.384266346449237e-5,IL1A,p129,3,moderate (1-5)
Samhd1,1.7043452685325483e-9,0.36974214146513873,0.64,0.601,2.704455072107448e-5,IL1A,p129,6,high (5-10)
Pcgf5,1.8192994926735411e-9,0.2955307018904,0.787,0.742,2.8868644349743743e-5,IL1A,p129,23,very high (10+)
Tent5a,3.207171216300338e-9,1.3522521805833183,0.106,0.063,5.0891392860253766e-5,IL1A,p129,9,high (5-10)
Tapbp,1.5134161356932147e-8,0.3637711349575178,0.612,0.544,2.401488724117993e-4,IL1A,p129,8,high (5-10)
Ccr7,1.5895311793890783e-8,0.3486603821826644,0.836,0.823,2.522268075454589e-4,IL1A,p129,18,very high (10+)
Zbp1,1.6096847155572556e-8,0.9658371827898892,0.147,0.096,2.554247706646253e-4,IL1A,p129,8,high (5-10)
Rgs1,1.805200497309249e-8,0.3607105757438567,0.681,0.607,2.864492149130316e-4,IL1A,p129,7,high (5-10)
Gbp6,2.4894614244402157e-8,1.426067881310603,0.065,0.028,3.950277388301734e-4,IL1A,p129,6,high (5-10)
Psme1,9.573473787847886e-8,0.13049955042811723,0.992,0.989,0.0015191188206557,IL1A,p129,8,high (5-10)
Aff3,1.5858106487675197e-7,0.31381432760731093,0.685,0.66,0.0025163643374643,IL1A,p129,8,high (5-10)
Erap1,2.3105160696301486e-7,0.3162744258002206,0.588,0.517,0.00366632689928911,IL1A,p129,6,high (5-10)
Sell,3.77461537864801e-7,0.6893854048404091,0.17,0.144,0.00598955968283866,IL1A,p129,4,moderate (1-5)
Psme2,7.963319112415728e-7,0.11908185642148394,0.993,0.993,0.01263619476758127,IL1A,p129,19,very high (10+)
Ccnb1ip1,8.58835731985276e-7,-0.31624181352758274,0.633,0.682,0.01362800539514236,IL1A,p129,2,moderate (1-5)
Cblb,1.0265399751341405e-6,0.2982423731599439,0.703,0.647,0.01628913632542854,IL1A,p129,6,high (5-10)
Srgn,1.166530785299443e-6,0.1526001893498523,0.964,0.97,0.01851051050113156,IL1A,p129,4,moderate (1-5)
Rap1b,1.2081327917896102e-6,0.10479701497008254,0.973,0.985,0.01917065114011753,IL1A,p129,9,high (5-10)
AW112010,1.5088575703488523e-6,0.3313915765304164,0.598,0.54,0.02394255192629558,IL1A,p129,4,moderate (1-5)
Prkca,1.527379905191894e-6,-0.14356562865009614,0.973,0.979,0.02423646433558497,IL1A,p129,6,high (5-10)
Ly75,1.5282017216904896e-6,0.3724684898298791,0.425,0.367,0.02424950491978469,IL1A,p129,3,moderate (1-5)
Hif1a,1.906178624078839e-6,0.23329113431008705,0.734,0.703,0.03024724240688301,IL1A,p129,3,moderate (1-5)
Grina,2.3205747631226905e-6,0.5636482972065697,0.186,0.151,0.03682288034123085,IL1A,p129,1,unique
Id3,2.539124118564276e-6,-0.19827203937345897,0.87,0.91,0.04029082151337793,IL1A,p129,4,moderate (1-5)
Tap1,2.7122629118396647e-6,0.31663239790836584,0.558,0.508,0.0430381878850718,IL1A,p129,8,high (5-10)
Ifi35,4.3214768462177376e-6,0.3849690564667976,0.395,0.338,0.06857319459578307,IL1A,p129,4,moderate (1-5)
Arhgap24,5.026498382539856e-6,-0.4278885491235489,0.26,0.336,0.07976047633414243,IL1A,p129,3,moderate (1-5)
H2-Q4,5.382658766595381e-6,0.26098453211988804,0.623,0.584,0.08541202930833551,IL1A,p129,7,high (5-10)
Elk3,5.825191348749324e-6,-0.26926783990108993,0.55,0.625,0.09243413632195428,IL1A,p129,3,moderate (1-5)
Ccr6,6.269684265463693e-6,-0.647077713782116,0.113,0.17,0.09948734992437788,IL1A,p129,4,moderate (1-5)
Nfkbib,6.286258446465675e-6,0.23311966978393345,0.749,0.714,0.09975034902851732,IL1A,p129,3,moderate (1-5)
Pdcd1,1.8176479592150825e-7,0.34883986873497463,0.763,0.64,0.00288424378168249,BMP7,p129,6,high (5-10)
Pcgf5,2.612044207211489e-7,-0.4719028309674212,0.669,0.742,0.00414479174800319,BMP7,p129,23,very high (10+)
Satb1,5.579446709502655e-7,-0.4075178946394444,0.731,0.798,0.00885346603863881,BMP7,p129,12,very high (10+)
Ccr7,2.6901765762242353e-6,-0.5104371301334936,0.765,0.823,0.04268772191152616,BMP7,p129,18,very high (10+)
Pcgf5,4.72280145845292e-56,0.6633899147522,0.828,0.742,7.494141354273094e-52,TSLP,p129,23,very high (10+)
Ccr7,4.395382103491223e-52,0.7222257727430517,0.896,0.823,6.974592321819873e-48,TSLP,p129,18,very high (10+)
Hivep3,5.552570578730791e-37,-0.5465957672613349,0.748,0.849,8.810818994330019e-33,TSLP,p129,15,very high (10+)
Cish,6.012826917714474e-29,0.7048852287242269,0.496,0.33,9.541153753029328e-25,TSLP,p129,7,high (5-10)
Rap1b,3.6627635532901075e-27,0.2609731111896547,0.984,0.985,5.812073206360743e-23,TSLP,p129,9,high (5-10)
Stat4,2.0579370325661574e-26,0.6131163174671204,0.617,0.512,3.2655344832759787e-22,TSLP,p129,11,very high (10+)
Satb1,1.8710797675820137e-25,0.4351826534592582,0.838,0.798,2.969029375199139e-21,TSLP,p129,12,very high (10+)
Cytip,2.073110607454779e-23,0.3736675526319848,0.891,0.865,3.2896119119092434e-19,TSLP,p129,11,very high (10+)
Cd52,3.94487183053518e-22,-0.19049168508870865,0.997,0.998,6.259722620693222e-18,TSLP,p129,10,high (5-10)
Il2ra,6.5000996544753715e-19,0.30702674989802925,0.93,0.905,1.031435813172152e-14,TSLP,p129,3,moderate (1-5)
Pim1,7.062538925598814e-19,0.5341579689240699,0.571,0.447,1.1206836767140201e-14,TSLP,p129,5,moderate (1-5)
Lad1,2.4499219005175328e-18,0.37612115549638503,0.828,0.769,3.8875360717412224e-14,TSLP,p129,27,very high (10+)
Klf6,7.421957302708668e-18,0.6843591995434968,0.407,0.317,1.1777161847938114e-13,TSLP,p129,4,moderate (1-5)
Pdcd1,2.19878831710893e-17,-0.468066743391577,0.523,0.64,3.48903730158845e-13,TSLP,p129,6,high (5-10)
Tent5a,2.680504396523068e-16,1.4647859388753046,0.127,0.063,4.2534243764028046e-12,TSLP,p129,9,high (5-10)
Ctla4,4.320937456857595e-16,0.4310612931815469,0.711,0.645,6.856463556541633e-12,TSLP,p129,6,high (5-10)
Cd3g,9.779823090881225e-16,-0.2639653481549117,0.866,0.917,1.5518623280610326e-11,TSLP,p129,6,high (5-10)
Arhgdib,1.0610540318020557e-15,-0.1838150731419086,0.978,0.988,1.6836805376635018e-11,TSLP,p129,5,moderate (1-5)
Bcl2l1,1.417473019407511e-15,0.3224354457290449,0.827,0.795,2.2492461871958384e-11,TSLP,p129,3,moderate (1-5)
Cenpa,5.544884133418221e-15,-0.4115603536524659,0.584,0.677,8.798622142908032e-11,TSLP,p129,6,high (5-10)
Cd3d,1.483537322177129e-13,-0.16021491920440978,0.974,0.986,2.3540770228306672e-9,TSLP,p129,9,high (5-10)
Izumo1r,5.907380654122074e-13,-0.3823296302952454,0.383,0.501,9.373831621960908e-9,TSLP,p129,11,very high (10+)
Itk,7.002327329219224e-13,0.2961777069616496,0.848,0.815,1.1111293006005062e-8,TSLP,p129,3,moderate (1-5)
Cblb,1.2192041655063577e-12,0.35459352648867193,0.705,0.647,1.934633169825488e-8,TSLP,p129,6,high (5-10)
Ubc,1.862484111538218e-12,0.21614262548371552,0.959,0.952,2.9553897881888444e-8,TSLP,p129,5,moderate (1-5)
Atf3,2.3304325094061818e-12,0.9069592723355688,0.091,0.039,3.69793030592573e-8,TSLP,p129,1,unique
Tes,2.844568096378185e-12,0.2625853296915662,0.835,0.786,4.5137606553329034e-8,TSLP,p129,3,moderate (1-5)
Tnf,4.946427543868802e-12,-0.4808153477990209,0.361,0.471,7.848991226611015e-8,TSLP,p129,3,moderate (1-5)
Actn1,7.561414742837608e-12,0.2538833742710277,0.845,0.834,1.1998452913934717e-7,TSLP,p129,11,very high (10+)
Cd44,8.346994889968937e-12,0.3984200269514225,0.566,0.501,1.324501149140271e-7,TSLP,p129,3,moderate (1-5)
Egr1,9.75501225761906e-12,-0.8009808736537434,0.149,0.236,1.5479253450389924e-7,TSLP,p129,17,very high (10+)
Dusp2,1.1225680804984764e-11,-0.30642979811883875,0.789,0.841,1.7812910301349826e-7,TSLP,p129,6,high (5-10)
mt-Co2,1.5345815304946248e-11,-0.10684556870517348,1,1,2.435073972588871e-7,TSLP,p129,2,moderate (1-5)
Gadd45b,3.3975620875991403e-11,0.40493109847292375,0.512,0.419,5.391251520602316e-7,TSLP,p129,16,very high (10+)
Dock10,3.7107383027405615e-11,0.26726653436485404,0.85,0.823,5.888199538788723e-7,TSLP,p129,3,moderate (1-5)
Serpine2,4.163243184850198e-11,0.568565211012251,0.414,0.351,6.606234285720293e-7,TSLP,p129,3,moderate (1-5)
Epb41,6.706837192552254e-11,0.3255553768930624,0.577,0.55,1.0642409257141915e-6,TSLP,p129,3,moderate (1-5)
Slamf6,8.934128569593367e-11,-0.34163171749464943,0.552,0.653,1.4176675214230756e-6,TSLP,p129,4,moderate (1-5)
Lcp2,1.364608323709246e-10,-0.2437824124409196,0.863,0.894,2.1653604880618316e-6,TSLP,p129,10,high (5-10)
Lcp1,1.4530045608896918e-10,-0.14139382363284092,0.991,0.992,2.305627637219763e-6,TSLP,p129,5,moderate (1-5)
Tspan3,1.679371112932099e-10,0.3702209588756874,0.54,0.491,2.6648260820006546e-6,TSLP,p129,4,moderate (1-5)
Adamts6,1.6960990796104346e-10,-0.289500449744998,0.672,0.757,2.6913700195258376e-6,TSLP,p129,6,high (5-10)
Phlda3,3.9877814105867903e-10,0.35162175409666213,0.604,0.553,6.327811542319119e-6,TSLP,p129,1,unique
Map3k8,4.1815313089671976e-10,0.5101629739963227,0.383,0.306,6.635253881069149e-6,TSLP,p129,2,moderate (1-5)
Iscu,4.525333037730667e-10,0.2568102217768537,0.76,0.712,7.180798464271023e-6,TSLP,p129,1,unique
Zfp36l1,4.611796097274289e-10,-0.24646389531780333,0.849,0.884,7.317998047154843e-6,TSLP,p129,11,very high (10+)
Dusp6,7.19769031161025e-10,-0.586528164248753,0.233,0.323,1.1421294986463146e-5,TSLP,p129,10,high (5-10)
Lck,7.77949335449154e-10,-0.16391257762190548,0.949,0.963,1.2344500054907176e-5,TSLP,p129,3,moderate (1-5)
Cd3e,1.0536238494140258e-9,-0.13932256884849936,0.982,0.984,1.671890324250176e-5,TSLP,p129,4,moderate (1-5)
Lsm8,1.0743471193029691e-9,0.17267923189037093,0.92,0.923,1.7047740089099517e-5,TSLP,p129,2,moderate (1-5)
Myo1g,1.1519447710916991e-9,0.3725834638011253,0.468,0.428,1.8279059627683083e-5,TSLP,p129,3,moderate (1-5)
Tnfrsf18,1.2238863241764696e-9,0.2027731047620842,0.959,0.947,1.9420628192032223e-5,TSLP,p129,3,moderate (1-5)
Niban1,1.395701706349471e-9,0.30754762352448617,0.651,0.599,2.214699467635341e-5,TSLP,p129,10,high (5-10)
Serpinb9,1.5442017675598682e-9,0.6974437167666088,0.226,0.189,2.4503393647639993e-5,TSLP,p129,4,moderate (1-5)
Idi1,2.330298398852759e-9,0.25706888505510794,0.862,0.837,3.697717499299558e-5,TSLP,p129,4,moderate (1-5)
Skap1,2.47786659001781e-9,-0.2150759568078617,0.819,0.877,3.931878705040261e-5,TSLP,p129,7,high (5-10)
Lat,2.560883915641331e-9,-0.1741074820413251,0.914,0.932,4.0636105973396645e-5,TSLP,p129,3,moderate (1-5)
Sh3kbp1,2.963135376920904e-9,-0.1972182751115511,0.802,0.868,4.701903216098091e-5,TSLP,p129,4,moderate (1-5)
Rab21,3.0268467861547592e-9,0.24121197714801648,0.78,0.748,4.803000480270371e-5,TSLP,p129,4,moderate (1-5)
Hmgb2,3.56092446107316e-9,-0.12315419242451232,0.987,0.989,5.650474934830891e-5,TSLP,p129,5,moderate (1-5)
Elk3,5.000050817743307e-9,-0.31217436797136155,0.532,0.625,7.934080637595079e-5,TSLP,p129,3,moderate (1-5)
Irag2,5.2639222583289e-9,-0.19747329032106875,0.856,0.899,8.352791839516298e-5,TSLP,p129,10,high (5-10)
Arhgap15,8.372423460794115e-9,-0.20478690817216183,0.883,0.915,1.3285361547588103e-4,TSLP,p129,6,high (5-10)
Nr4a3,9.267525815805817e-9,0.4245029989770593,0.44,0.388,1.470570996452067e-4,TSLP,p129,4,moderate (1-5)
Mmd,1.1909484094866198e-8,-0.3893790176540468,0.322,0.416,1.8897969361733683e-4,TSLP,p129,4,moderate (1-5)
Ltb,1.2792322480510624e-8,-0.4122351617816142,0.446,0.536,2.029885731207426e-4,TSLP,p129,9,high (5-10)
Foxp1,1.5041875629356842e-8,-0.1275507788039536,0.982,0.99,2.3868448248663433e-4,TSLP,p129,5,moderate (1-5)
Rras2,1.7499785212870042e-8,0.3364989351213614,0.524,0.463,2.7768659175782186e-4,TSLP,p129,2,moderate (1-5)
Pou2f2,1.949049192830032e-8,-0.1694354893669296,0.622,0.711,3.0927512591826943e-4,TSLP,p129,4,moderate (1-5)
Sh2d2a,2.5920737396755417e-8,-0.20417599999573088,0.783,0.835,4.113102610117149e-4,TSLP,p129,2,moderate (1-5)
Adarb1,2.6747663381356395e-8,-0.39351113446048935,0.385,0.471,4.244319225353633e-4,TSLP,p129,4,moderate (1-5)
Plk1,3.058094022930326e-8,-0.3453021751291976,0.459,0.542,4.8525835955858415e-4,TSLP,p129,5,moderate (1-5)
Bhlhe40,3.0623273602698234e-8,0.2655767090625911,0.719,0.669,4.859301055276156e-4,TSLP,p129,9,high (5-10)
Evi2a,3.799542750891598e-8,-0.5068812448855464,0.17,0.247,6.029114437114788e-4,TSLP,p129,4,moderate (1-5)
Smim36,3.9769809039695855e-8,-0.3461443082840199,0.417,0.506,6.310673298418938e-4,TSLP,p129,6,high (5-10)
Tuba1c,4.0251439598021684e-8,-0.278414178730801,0.442,0.533,6.38709843541408e-4,TSLP,p129,2,moderate (1-5)
mt-Cytb,4.1504720595658136e-8,-0.1058815316328916,1,0.999,6.585969064119032e-4,TSLP,p129,2,moderate (1-5)
Tnip3,4.7100587982097496e-8,0.8798302040375523,0.114,0.066,7.473921300999231e-4,TSLP,p129,3,moderate (1-5)
Ccnb2,5.4048850156430536e-8,-0.3711061854851436,0.367,0.453,8.576471542822398e-4,TSLP,p129,5,moderate (1-5)
Arap2,5.662454346539815e-8,0.30785009452880746,0.593,0.538,8.985182557089379e-4,TSLP,p129,4,moderate (1-5)
Tle3,5.9089968343888837e-8,-0.49755810912240106,0.249,0.33,9.37639617680828e-4,TSLP,p129,2,moderate (1-5)
Tespa1,6.440905551810859e-8,-0.27878036341295764,0.544,0.628,0.00102204289296134,TSLP,p129,4,moderate (1-5)
Rhod,8.2961011787265e-8,0.8780528187643633,0.119,0.073,0.00131642533504032,TSLP,p129,2,moderate (1-5)
Pycard,1.0235836554325106e-7,-0.22959475743532787,0.592,0.676,0.0016242225444403,TSLP,p129,5,moderate (1-5)
Tpi1,1.2460026351826536e-7,0.1815473795644189,0.958,0.956,0.00197715698150783,TSLP,p129,5,moderate (1-5)
Ucp2,1.2908547768556385e-7,-0.15557677197566022,0.933,0.955,0.00204832835991452,TSLP,p129,1,unique
Egr3,1.4019861484074185e-7,-0.8561737704387204,0.116,0.176,0.00222467162029289,TSLP,p129,9,high (5-10)
Tmem243,1.4097821515321168e-7,0.21470468399076692,0.676,0.657,0.00223704231805116,TSLP,p129,3,moderate (1-5)
Kdm6b,1.6971800780194177e-7,-0.49943857323430185,0.177,0.251,0.00269308534780121,TSLP,p129,4,moderate (1-5)
Pde3b,1.9598392888263914e-7,0.32972867903147335,0.546,0.484,0.00310987298350971,TSLP,p129,5,moderate (1-5)
Swap70,2.0826798050893618e-7,0.4130817654736798,0.374,0.314,0.00330479631471579,TSLP,p129,4,moderate (1-5)
Capg,2.2693047691863978e-7,-0.2784797255328591,0.597,0.671,0.00360093280774497,TSLP,p129,6,high (5-10)
Zfc3h1,2.44494505122892e-7,0.27328060074358584,0.633,0.59,0.00387963880729005,TSLP,p129,3,moderate (1-5)
Odc1,2.470968894330451e-7,0.15394296216511894,0.967,0.972,0.00392093344152356,TSLP,p129,3,moderate (1-5)
Rgcc,2.804851956622873e-7,-0.2731032962192871,0.605,0.654,0.00445073908476917,TSLP,p129,4,moderate (1-5)
Cd84,3.1017201938796385e-7,-0.38052821797277914,0.395,0.47,0.00492180960364821,TSLP,p129,1,unique
Cnn2,3.696252144485244e-7,-0.1911378514323977,0.822,0.871,0.00586521290286918,TSLP,p129,5,moderate (1-5)
Gna13,4.04202648240322e-7,-0.233667305768406,0.663,0.723,0.00641388762227742,TSLP,p129,4,moderate (1-5)
Ubash3b,4.169729617270553e-7,-0.2434336266730392,0.616,0.693,0.00661652695668491,TSLP,p129,5,moderate (1-5)
Plagl2,4.1723491273919074e-7,0.25543695263672755,0.601,0.557,0.00662068359534547,TSLP,p129,4,moderate (1-5)
Tmem126a,4.24659971369004e-7,-0.2576022994842805,0.553,0.635,0.00673850442568335,TSLP,p129,2,moderate (1-5)
Cad,4.7254253015966003e-7,0.2205736545334604,0.659,0.634,0.00749830486857348,TSLP,p129,2,moderate (1-5)
Ptprcap,4.837300819288693e-7,-0.11539573028228944,0.961,0.974,0.00767582894004729,TSLP,p129,3,moderate (1-5)
Nfkb2,5.149456354666889e-7,0.23643212322922977,0.737,0.726,0.00817115734358541,TSLP,p129,4,moderate (1-5)
H2-T22,5.451225641244691e-7,-0.28404372136219713,0.374,0.458,0.00865000484752707,TSLP,p129,4,moderate (1-5)
Pou2af1,5.469488327590367e-7,-0.3763440441340325,0.176,0.244,0.00867898407822039,TSLP,p129,3,moderate (1-5)
Hmmr,7.018007198156481e-7,-0.2702129268719893,0.529,0.605,0.0111361738220347,TSLP,p129,5,moderate (1-5)
Prmt1,7.201725067330774e-7,0.11674652613260816,0.98,0.979,0.01142769733684047,TSLP,p129,5,moderate (1-5)
Slc9b2,8.166762376463183e-7,-0.3323776117262668,0.384,0.467,0.01295901853897177,TSLP,p129,4,moderate (1-5)
Septin9,1.041475678652881e-6,-0.23744435943919737,0.498,0.583,0.01652613606886391,TSLP,p129,1,unique
Plgrkt,1.0854385455459373e-6,-0.31165985172963906,0.452,0.532,0.01722373884072293,TSLP,p129,3,moderate (1-5)
Dennd4a,1.1652903620797493e-6,0.3850039045099951,0.343,0.296,0.01849082746548146,TSLP,p129,2,moderate (1-5)
Fxyd5,1.64846074701165e-6,-0.11811769000106408,0.955,0.963,0.02615777513358086,TSLP,p129,3,moderate (1-5)
Mri1,1.7769949729230377e-6,-0.2677160562292734,0.543,0.612,0.02819735623034276,TSLP,p129,1,unique
Fam3c,1.8055678421226385e-6,0.17281886907499555,0.791,0.784,0.02865075051880202,TSLP,p129,3,moderate (1-5)
Ets2,1.8854857358366488e-6,0.347972947107164,0.372,0.325,0.02991888765625594,TSLP,p129,1,unique
Hnrnpdl,1.956886997964784e-6,0.11365541915595,0.99,0.984,0.03105188288370519,TSLP,p129,5,moderate (1-5)
Hycc1,2.0177840018822643e-6,0.4599373959511719,0.238,0.197,0.03201819654186777,TSLP,p129,1,unique
Lgals1,2.1476438625658295e-6,-0.2459024862859144,0.382,0.462,0.03407881281119458,TSLP,p129,3,moderate (1-5)
Tpd52l2,2.1655775307026207e-6,0.20097818668569628,0.741,0.722,0.03436338425718918,TSLP,p129,1,unique
Ier2,2.2218735312884576e-6,-0.16433360349724763,0.734,0.798,0.03525668919448525,TSLP,p129,2,moderate (1-5)
Perp,2.5583249409017953e-6,0.8607908026493325,0.125,0.083,0.04059550016222969,TSLP,p129,2,moderate (1-5)
p139-T7oBC5p-MS2,2.5650290577506485e-6,-0.6384074339285407,0.275,0.353,0.04070188108838729,TSLP,p129,22,very high (10+)
Nrn1,2.6439505205465197e-6,-0.4943585707148104,0.289,0.343,0.04195420686003218,TSLP,p129,3,moderate (1-5)
Apool,2.899631376433053e-6,0.17858373906014036,0.341,0.348,0.04601135068123968,TSLP,p129,1,unique
