genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,comp_1,comp_2,n_ligand,class
Hsh2d,3.9921211084418637e-69,2.599313696129002,0.316,0.069,6.33469777487555e-65,IFNA,p129,3,moderate (1-5)
Iigp1,4.1705127463288546e-69,3.8295340126933817,0.202,0.017,6.6177696258746276e-65,IFNA,p129,4,moderate (1-5)
Ifi211,4.1841009045449747e-69,2.96744720752137,0.268,0.051,6.639331315331966e-65,IFNA,p129,5,moderate (1-5)
Psme2,1.5906266968787575e-68,0.4878708243805221,0.997,0.993,2.5240064426072132e-64,IFNA,p129,18,very high (10+)
Tbx21,7.089650463381012e-65,3.65671916695752,0.165,0.01,1.1249857355292991e-60,IFNA,p129,5,moderate (1-5)
Sp110,1.824530781712041e-63,0.9133713383738944,0.853,0.682,2.895165444420667e-59,IFNA,p129,4,moderate (1-5)
Stat2,1.3644478353700984e-62,2.3798664373926917,0.327,0.084,2.1651058251652723e-58,IFNA,p129,2,moderate (1-5)
Adar,1.1631553346088789e-61,1.418664379003505,0.574,0.29,1.8456948849573692e-57,IFNA,p129,3,moderate (1-5)
Helz2,3.241153893894307e-61,1.9482038207310572,0.415,0.141,5.143062998831487e-57,IFNA,p129,3,moderate (1-5)
H2-Q4,1.7357780454447554e-60,1.0050100947391818,0.812,0.584,2.754332602511738e-56,IFNA,p129,5,moderate (1-5)
ENSMUSG00000121501,2.4510109128384318e-60,1.337593328331634,0.63,0.322,3.8892641164920235e-56,IFNA,p129,6,high (5-10)
Nampt,1.0110655750815605e-57,0.9929528239857244,0.742,0.509,1.6043588545394196e-53,IFNA,p129,5,moderate (1-5)
Phf11b,6.989491391594468e-57,1.9500773931829545,0.398,0.137,1.1090924940182101e-52,IFNA,p129,4,moderate (1-5)
Gbp9,7.862412936742554e-57,2.88166423176567,0.241,0.044,1.247607684802308e-52,IFNA,p129,5,moderate (1-5)
Mx2,1.0645827882074902e-56,3.7206453420602146,0.177,0.018,1.689279968327645e-52,IFNA,p129,3,moderate (1-5)
Oasl2,5.438815394489324e-51,6.914068445603494,0.093,0.001,8.630312267975658e-47,IFNA,p129,1,unique
Trim34a,6.269863929280473e-50,2.380309460673355,0.273,0.062,9.949020082982257e-46,IFNA,p129,3,moderate (1-5)
Ifih1,8.45606416098807e-50,1.6851893660775907,0.428,0.194,1.3418082610655868e-45,IFNA,p129,5,moderate (1-5)
Gbp10,2.28621592855055e-49,4.653243255574827,0.112,0.004,3.627767435424012e-45,IFNA,p129,3,moderate (1-5)
Sdc3,1.6081417497766266e-47,3.4305921335557295,0.159,0.017,2.5517993285455506e-43,IFNA,p129,2,moderate (1-5)
9930111J21Rik2,7.431875433869448e-47,2.2045602893660714,0.278,0.073,1.179289993846404e-42,IFNA,p129,4,moderate (1-5)
Ifi209,8.074703405277378e-44,2.6445430912199344,0.21,0.044,1.2812939363494143e-39,IFNA,p129,2,moderate (1-5)
Ogfr,2.0954267322805095e-42,0.8396654946042806,0.754,0.553,3.325023138782713e-38,IFNA,p129,4,moderate (1-5)
H2-D1,4.301265039403046e-42,0.4086859444639561,0.997,0.987,6.825247364524755e-38,IFNA,p129,6,high (5-10)
Irf1,1.475082167382762e-41,1.3732857418608553,0.502,0.249,2.340660383202967e-37,IFNA,p129,9,high (5-10)
A330040F15Rik,4.614643251134558e-41,3.2872433321254544,0.155,0.023,7.322515910900317e-37,IFNA,p129,1,unique
H2-K1,5.021637319057157e-41,0.39419794790851714,0.998,0.992,7.968334097879897e-37,IFNA,p129,7,high (5-10)
Daxx,2.4798941568667512e-40,1.1433536533520874,0.557,0.336,3.9350960481161616e-36,IFNA,p129,3,moderate (1-5)
Samd9l,4.240043924426856e-39,2.76300869392891,0.172,0.028,6.728101699280533e-35,IFNA,p129,1,unique
Gbp2,6.070954390599991e-39,1.5152517070998994,0.456,0.227,9.633390427004063e-35,IFNA,p129,11,very high (10+)
Herc6,2.93681273873806e-38,1.6045560828346856,0.364,0.179,4.660134453829554e-34,IFNA,p129,3,moderate (1-5)
Ifitm3,3.953000790234058e-38,1.3957009094956878,0.426,0.187,6.272621653943403e-34,IFNA,p129,3,moderate (1-5)
Ube2l6,3.478950785943566e-37,3.726362453855769,0.112,0.01,5.52039910713525e-33,IFNA,p129,3,moderate (1-5)
Gbp4,2.9339819651162028e-36,1.6550428183179586,0.312,0.108,4.65564258224639e-32,IFNA,p129,4,moderate (1-5)
Cd47,6.71766390220234e-36,0.5251931727692605,0.944,0.877,1.065958908001467e-31,IFNA,p129,4,moderate (1-5)
BC147527,7.776943713206759e-35,3.3586599148035825,0.109,0.01,1.2340454284116484e-30,IFNA,p129,2,moderate (1-5)
Trim25,1.0287773037437938e-34,1.1210004806490397,0.511,0.284,1.632463825580652e-30,IFNA,p129,3,moderate (1-5)
Samhd1,1.2977299758931724e-34,0.8714514766974839,0.767,0.601,2.0592379257472866e-30,IFNA,p129,5,moderate (1-5)
Trim12a,1.8449552132968686e-34,1.4618441743211683,0.372,0.171,2.9275749324594708e-30,IFNA,p129,3,moderate (1-5)
Ppa1,3.2720579405402632e-34,0.4567276852849418,0.969,0.909,5.1921015400492906e-30,IFNA,p129,6,high (5-10)
Dtx3l,6.028559895607645e-34,1.796163056278385,0.268,0.087,9.566118842350209e-30,IFNA,p129,3,moderate (1-5)
Cmpk2,8.669419895942182e-34,4.340101684398759,0.088,0.005,1.3756635490881054e-29,IFNA,p129,2,moderate (1-5)
Rigi,1.3447651759444403e-33,2.4776548629210486,0.175,0.039,2.1338733811886383e-29,IFNA,p129,3,moderate (1-5)
H2-T22,6.0727589817558845e-33,0.8437489042873367,0.669,0.458,9.636253952250238e-29,IFNA,p129,4,moderate (1-5)
Mx1,1.1047739834756358e-32,6.434096247197129,0.063,0.001,1.753055356979139e-28,IFNA,p129,1,unique
Rnf114,2.108117969696841e-32,0.9188320421138396,0.628,0.412,3.345161594314948e-28,IFNA,p129,4,moderate (1-5)
Psme1,1.828194761826788e-31,0.32434434538538826,0.998,0.989,2.9009794480667468e-27,IFNA,p129,7,high (5-10)
Gm12185,4.9878827907569625e-31,2.189695972332736,0.188,0.05,7.914772412373147e-27,IFNA,p129,3,moderate (1-5)
9330175E14Rik,9.24621773812483e-31,2.257741940427125,0.15,0.029,1.467189830685648e-26,IFNA,p129,4,moderate (1-5)
Oas1a,9.296310670785417e-31,5.719638743361459,0.061,0.001,1.4751385772402298e-26,IFNA,p129,1,unique
Usp25,1.7605377902842914e-29,0.770874187741515,0.684,0.518,2.793621365623114e-25,IFNA,p129,2,moderate (1-5)
Rsad2,3.312638994695329e-29,5.895193648318038,0.053,0.001,5.2564955567825475e-25,IFNA,p129,1,unique
Gimap4,9.890361452150963e-29,0.8776271089094956,0.628,0.428,1.5694025552273147e-24,IFNA,p129,9,high (5-10)
Hspa5,5.0181585179156106e-28,0.34777260879702787,0.99,0.982,7.962813936228492e-24,IFNA,p129,7,high (5-10)
Tgtp2,1.0536104823471308e-27,2.7802235007545075,0.114,0.016,1.671869113388427e-23,IFNA,p129,3,moderate (1-5)
AW011738,1.2962642167934334e-26,4.009596327814848,0.071,0.004,2.0569120592078209e-22,IFNA,p129,2,moderate (1-5)
Irgm2,1.6397616063829527e-26,2.1444076770506,0.159,0.039,2.60197371700847e-22,IFNA,p129,5,moderate (1-5)
Gbp5,2.908571247668674e-26,1.3992227918186897,0.331,0.151,4.615320855800651e-22,IFNA,p129,7,high (5-10)
Etv6,4.52519277711841e-26,0.7758853281372766,0.635,0.447,7.180575898731493e-22,IFNA,p129,5,moderate (1-5)
Parp11,1.7411540254006474e-25,1.466651737923479,0.298,0.129,2.762863207505747e-21,IFNA,p129,1,unique
Parp10,2.579197929039085e-25,1.7658384363817117,0.212,0.075,4.09267127379922e-21,IFNA,p129,2,moderate (1-5)
Tlr7,9.288346964623059e-25,2.42026666227794,0.116,0.02,1.4738748963463868e-20,IFNA,p129,2,moderate (1-5)
Uba7,2.5130521169231067e-24,2.376189279472061,0.131,0.027,3.987711099133586e-20,IFNA,p129,2,moderate (1-5)
Trim21,4.754505148091461e-24,1.6014415513752391,0.226,0.082,7.544448768991532e-20,IFNA,p129,3,moderate (1-5)
Tspo,9.88097201357586e-24,0.5529593756898038,0.83,0.703,1.5679126391142178e-19,IFNA,p129,2,moderate (1-5)
Ddx60,1.3442747406388023e-23,3.352034803979256,0.083,0.009,2.1330951584456512e-19,IFNA,p129,1,unique
Cxcl10,5.43311980159791e-23,4.930547217142312,0.06,0.004,8.621274501175562e-19,IFNA,p129,1,unique
Jaml,8.112504403865601e-23,1.183562321613953,0.342,0.178,1.2872921988053936e-18,IFNA,p129,2,moderate (1-5)
Tmem184b,8.16708771163544e-23,1.3269612345287043,0.306,0.144,1.2959534780823116e-18,IFNA,p129,2,moderate (1-5)
Gbp7,1.0504279640655328e-22,1.8247367810521864,0.185,0.058,1.6668190933791875e-18,IFNA,p129,4,moderate (1-5)
Dbnl,1.3850876288589758e-22,0.503646258634561,0.85,0.744,2.1978570494734227e-18,IFNA,p129,5,moderate (1-5)
Trim56,1.6341654954870939e-22,1.2875879528429164,0.312,0.151,2.593093808238921e-18,IFNA,p129,3,moderate (1-5)
Mov10,3.8465625662726065e-22,1.6936475524395038,0.18,0.057,6.103725480161372e-18,IFNA,p129,1,unique
Znfx1,7.773212994112106e-22,1.3436138786310643,0.276,0.131,1.233453437905709e-17,IFNA,p129,2,moderate (1-5)
Naa20,9.861356474452594e-22,0.38915307018318934,0.954,0.889,1.5648000453661376e-17,IFNA,p129,2,moderate (1-5)
St6galnac4,1.190168035739269e-21,0.6832753032168966,0.673,0.507,1.888558639111072e-17,IFNA,p129,4,moderate (1-5)
B4galt5,1.560149035602599e-21,1.0537082180195196,0.374,0.2,2.4756444896942037e-17,IFNA,p129,1,unique
Oas1b,1.6150728342964874e-21,1.7388376738506253,0.175,0.056,2.562797573461666e-17,IFNA,p129,3,moderate (1-5)
Nmi,3.675838033244769e-21,0.9913512264795804,0.425,0.26,5.8328197911528e-17,IFNA,p129,1,unique
Tap2,1.383288296787362e-20,0.7434122884523487,0.59,0.428,2.195001869342186e-16,IFNA,p129,6,high (5-10)
Ubald2,5.1066196880663233e-20,0.5300049003449542,0.807,0.696,8.103184121023641e-16,IFNA,p129,5,moderate (1-5)
Tor1aip1,1.1630750275872394e-19,0.5845953903857852,0.714,0.579,1.8455674537754317e-15,IFNA,p129,1,unique
Slfn2,3.2684191897492967e-19,0.3589357221290428,0.977,0.948,5.186327570294184e-15,IFNA,p129,4,moderate (1-5)
BC051226,4.613155859087968e-18,1.4559466980314553,0.22,0.098,7.32015571720079e-14,IFNA,p129,1,unique
Tapbpl,7.034245166688912e-18,0.7195866365553703,0.545,0.417,1.1161940230501968e-13,IFNA,p129,7,high (5-10)
Syngr2,8.120067718884957e-18,0.4113272662358466,0.881,0.816,1.2884923456326653e-13,IFNA,p129,5,moderate (1-5)
Zc3hav1,1.9867200112455233e-17,0.5194883990876017,0.767,0.645,3.1525273138443973e-13,IFNA,p129,1,unique
Slc25a22,2.0974067344291574e-17,0.950095828913472,0.382,0.228,3.328165006192187e-13,IFNA,p129,1,unique
Gramd3,2.430767535503065e-17,0.6230282361446484,0.635,0.493,3.857141925336264e-13,IFNA,p129,2,moderate (1-5)
Isoc1,3.776134951518869e-17,0.6746573097126949,0.587,0.431,5.991970941070141e-13,IFNA,p129,2,moderate (1-5)
Gm15856,4.365028543898453e-17,3.7493096511344257,0.051,0.004,6.926427293458065e-13,IFNA,p129,1,unique
Slamf7,5.451756131179119e-17,1.1232379263520582,0.329,0.195,8.650846628955026e-13,IFNA,p129,5,moderate (1-5)
Ascc3,1.4847892372098784e-16,0.5356781792550535,0.712,0.573,2.356063561604635e-12,IFNA,p129,2,moderate (1-5)
Clic4,8.517692093150856e-16,0.7026677167891047,0.534,0.377,1.351587381341178e-11,IFNA,p129,6,high (5-10)
Irf8,1.2357755785125905e-15,0.9580936501865464,0.431,0.283,1.9609286879837782e-11,IFNA,p129,7,high (5-10)
Socs1,2.791579392829048e-15,0.667632152810401,0.478,0.316,4.4296781805411327e-11,IFNA,p129,6,high (5-10)
Trim26,3.262294452101125e-15,0.7682194146645931,0.435,0.289,5.176608836594065e-11,IFNA,p129,1,unique
Il15ra,6.1230724029337665e-15,0.8798665030004504,0.337,0.193,9.7160912889753e-11,IFNA,p129,2,moderate (1-5)
Mitd1,8.342063476566071e-15,0.8483158269886777,0.413,0.276,1.323718632461504e-10,IFNA,p129,1,unique
Psme2b,1.5618150479738448e-14,0.5737229334936238,0.579,0.425,2.4782881181248966e-10,IFNA,p129,6,high (5-10)
Erap1,1.8598387814798375e-14,0.5373910705097189,0.661,0.517,2.951192178452206e-10,IFNA,p129,6,high (5-10)
Zbtb32,2.4049659284714483e-14,0.9623303346756238,0.34,0.232,3.8161999352984936e-10,IFNA,p129,3,moderate (1-5)
Tcof1,2.5478993557134744e-14,0.2794224831202099,0.939,0.919,4.0430066976461405e-10,IFNA,p129,1,unique
Sp140,3.506546228779398e-14,0.8722578614774286,0.362,0.234,5.564187555827149e-10,IFNA,p129,4,moderate (1-5)
Icos,5.1372029641226957e-14,0.5615534772161223,0.671,0.536,8.151713663469893e-10,IFNA,p129,2,moderate (1-5)
Atp10a,7.727550211955413e-14,0.6081352642579034,0.564,0.412,1.226207667633085e-9,IFNA,p129,1,unique
Mif,1.4005059635026988e-13,0.1329870287632895,1,0.999,2.222322862886082e-9,IFNA,p129,4,moderate (1-5)
Lsp1,1.882717184243857e-13,-0.25831525435414915,0.965,0.981,2.9874956279581523e-9,IFNA,p129,13,very high (10+)
Trim14,2.2086172058752149e-13,1.200473276555316,0.193,0.089,3.504633782282791e-9,IFNA,p129,1,unique
Psma4,2.367188481049528e-13,0.2155021359486824,0.987,0.977,3.756254681729391e-9,IFNA,p129,5,moderate (1-5)
Rgs1,2.399104094863721e-13,0.5753207251055259,0.716,0.607,3.806898377729751e-9,IFNA,p129,9,high (5-10)
Ilrun,4.921991244417281e-13,0.5639407194873465,0.569,0.425,7.810215706641342e-9,IFNA,p129,4,moderate (1-5)
Mycbp2,5.268826799476537e-13,0.32490800618645754,0.899,0.852,8.360574365409371e-9,IFNA,p129,2,moderate (1-5)
Myd88,6.501128432194617e-13,0.569157411311572,0.572,0.423,1.0315990596206416e-8,IFNA,p129,3,moderate (1-5)
Cd3d,9.552179138918358e-13,-0.24125256443249432,0.972,0.986,1.515739785763565e-8,IFNA,p129,8,high (5-10)
Setdb2,1.2029201875501305e-12,0.6799174508168011,0.468,0.341,1.9087937536045467e-8,IFNA,p129,1,unique
Coro1a,1.5998291543669397e-12,-0.22365407741025756,0.995,0.994,2.538608902149459e-8,IFNA,p129,10,high (5-10)
Asb13,1.6260097939448468e-12,1.07772251136347,0.212,0.104,2.5801523410316833e-8,IFNA,p129,1,unique
Map2k1,1.8981324443647908e-12,0.576404948906461,0.554,0.419,3.0119565627180515e-8,IFNA,p129,4,moderate (1-5)
Apobec3,2.1104609803162018e-12,0.3522693837727138,0.83,0.737,3.3488794835657484e-8,IFNA,p129,3,moderate (1-5)
Or2v1,2.250354919107095e-12,1.5383807445132325,0.121,0.044,3.570863185639138e-8,IFNA,p129,3,moderate (1-5)
Lcp1,2.3981330014316587e-12,-0.2074296263805544,0.987,0.992,3.805357446671757e-8,IFNA,p129,5,moderate (1-5)
Tor1aip2,2.9061198913163234e-12,0.48874504201541946,0.669,0.542,4.6114310435407425e-8,IFNA,p129,2,moderate (1-5)
Arhgdib,3.14090792571839e-12,-0.21590273094553947,0.988,0.988,4.983992696529942e-8,IFNA,p129,5,moderate (1-5)
Aopep,3.5298295011745805e-12,0.5227716309483597,0.593,0.47,5.601133452463824e-8,IFNA,p129,6,high (5-10)
Cct3,3.853040686881416e-12,0.22189130613308583,0.969,0.961,6.114004961943433e-8,IFNA,p129,4,moderate (1-5)
Stk39,4.166409921845738e-12,0.432396991771522,0.745,0.633,6.611259263984818e-8,IFNA,p129,1,unique
Slco3a1,4.838361972866119e-12,0.6149753246854398,0.509,0.389,7.677512778543958e-8,IFNA,p129,8,high (5-10)
Tnfsf11,6.999446172127841e-12,-0.6049216499161685,0.618,0.722,1.110672118593246e-7,IFNA,p129,6,high (5-10)
Psmb10,9.218527351080873e-12,0.4998390278753831,0.626,0.526,1.462795920069513e-7,IFNA,p129,5,moderate (1-5)
Gm20559,9.712770661833652e-12,1.8776231234898637,0.096,0.03,1.541222448619764e-7,IFNA,p129,1,unique
Azi2,1.501505099762539e-11,0.5149599284832824,0.565,0.458,2.382588292303197e-7,IFNA,p129,1,unique
Furin,1.512393578840931e-11,0.6879486917825337,0.397,0.268,2.399866130904789e-7,IFNA,p129,3,moderate (1-5)
Cotl1,1.7935246907880848e-11,-0.27980173001675834,0.917,0.945,2.845964979342534e-7,IFNA,p129,12,very high (10+)
Idnk,2.151839834506058e-11,0.5329457702333823,0.577,0.457,3.414539449394213e-7,IFNA,p129,4,moderate (1-5)
Slfn5,2.3879426731973724e-11,2.4457471773662736,0.061,0.016,3.7891874338295905e-7,IFNA,p129,1,unique
Runx3,2.655403539371212e-11,0.627712836852721,0.433,0.306,4.213594336274239e-7,IFNA,p129,3,moderate (1-5)
Med28,3.807556500704328e-11,0.31858209117020253,0.884,0.825,6.041830655317628e-7,IFNA,p129,1,unique
Trafd1,3.870324011436792e-11,1.0175838235840953,0.225,0.118,6.141430141347901e-7,IFNA,p129,1,unique
Cmtr1,1.0324103560723687e-10,0.4657026396150928,0.623,0.505,1.638228753015635e-6,IFNA,p129,3,moderate (1-5)
Itm2a,1.3591824548858074e-10,-0.30930112047880964,0.936,0.93,2.1567507194127993e-6,IFNA,p129,7,high (5-10)
Atp13a1,1.96756275109001e-10,0.3485371196303838,0.555,0.423,3.1221285734296277e-6,IFNA,p129,1,unique
Pnp,2.4338382069155525e-10,0.4364239308638542,0.683,0.572,3.8620144667335985e-6,IFNA,p129,2,moderate (1-5)
Pfn1,2.7469060420684444e-10,-0.107126271118128,1,1,4.358790507554208e-6,IFNA,p129,1,unique
Gpx1,5.425434621626371e-10,-0.1828650711141715,0.982,0.987,8.609079657596727e-6,IFNA,p129,1,unique
Marchf5,6.11770362488266e-10,0.4385814184996449,0.668,0.546,9.707572111963803e-6,IFNA,p129,1,unique
Phip,6.679226133872772e-10,0.37236744036756,0.78,0.684,1.0598596029229314e-5,IFNA,p129,2,moderate (1-5)
Ranbp1,7.681049504613534e-10,0.12925433655528407,1,0.997,1.2188289353920757e-5,IFNA,p129,5,moderate (1-5)
Lad1,8.332805902688048e-10,-0.4210442925700342,0.699,0.769,1.3222496406385397e-5,IFNA,p129,27,very high (10+)
Il12rb1,8.763280412311534e-10,0.7011349382716812,0.36,0.25,1.3905573358255942e-5,IFNA,p129,5,moderate (1-5)
Atp11a,1.0948617138856136e-9,0.8616316434792237,0.268,0.166,1.7373265675936916e-5,IFNA,p129,4,moderate (1-5)
Zup1,1.4983733807194662e-9,0.5288919834512986,0.542,0.428,2.3776188805256495e-5,IFNA,p129,1,unique
Pcgf5,1.6674899185774643e-9,0.3139714100330864,0.838,0.742,2.6459730027987204e-5,IFNA,p129,24,very high (10+)
Myh9,1.7711390266142207e-9,-0.21406429311295483,0.977,0.987,2.8104434074314457e-5,IFNA,p129,6,high (5-10)
Gbp8,2.1238572686791603e-9,1.2545939598128193,0.099,0.038,3.3701367139400913e-5,IFNA,p129,4,moderate (1-5)
Ncoa7,2.6806568308600646e-9,0.49370223322565954,0.559,0.436,4.253666259208751e-5,IFNA,p129,4,moderate (1-5)
Irag2,2.902435241854267e-9,-0.27996039018009655,0.851,0.899,4.6055842417743506e-5,IFNA,p129,10,high (5-10)
Skap1,3.169464513540357e-9,-0.30838593141206316,0.838,0.877,5.0293062900858385e-5,IFNA,p129,7,high (5-10)
Mlkl,3.632718161812598e-9,1.4621318086990645,0.094,0.035,5.7643971791642305e-5,IFNA,p129,2,moderate (1-5)
Prkcq,4.451899106911179e-9,0.3403841330972909,0.808,0.723,7.064273502846659e-5,IFNA,p129,4,moderate (1-5)
Gng12,4.830093587571765e-9,0.6083041338343598,0.423,0.316,7.664392504758877e-5,IFNA,p129,2,moderate (1-5)
Npc2,4.995938026544021e-9,0.26746230684045136,0.94,0.9,7.927554460520052e-5,IFNA,p129,2,moderate (1-5)
Mindy3,5.289517327063605e-9,0.4618829694578126,0.547,0.433,8.393406094584528e-5,IFNA,p129,1,unique
Treml2,6.779615056856865e-9,1.2019450464473924,0.126,0.056,1.0757893172220474e-4,IFNA,p129,2,moderate (1-5)
Arf4,1.0960594406039224e-8,0.3457462383710782,0.767,0.679,1.7392271203503043e-4,IFNA,p129,1,unique
Limd2,1.1465304517721238e-8,-0.2497468602281918,0.931,0.958,1.819314520872006e-4,IFNA,p129,5,moderate (1-5)
Eif1,1.1756532379381644e-8,0.1187972050588626,1,0.999,1.8655265579602793e-4,IFNA,p129,3,moderate (1-5)
Gm20275,1.3484902501521212e-8,-0.6799374374388383,0.322,0.439,2.1397843289413856e-4,IFNA,p129,3,moderate (1-5)
Fermt3,1.6814233308551202e-8,-0.33949686547830693,0.757,0.816,2.668082541400905e-4,IFNA,p129,2,moderate (1-5)
Cnn2,2.063077188193894e-8,-0.2873512670769176,0.826,0.871,3.273690882226071e-4,IFNA,p129,7,high (5-10)
H2az2,2.3434382989109264e-8,-0.3178370369323561,0.853,0.857,3.7185678927118573e-4,IFNA,p129,6,high (5-10)
H2-Q6,3.815601071327146e-8,0.9859528073697584,0.17,0.093,6.054595779981915e-4,IFNA,p129,2,moderate (1-5)
Tmbim6,4.2401608128347745e-8,0.2311665020640812,0.931,0.901,6.728287177806219e-4,IFNA,p129,1,unique
Ripor2,4.4743700619628097e-8,-0.46779985755854114,0.461,0.549,7.099930414322587e-4,IFNA,p129,2,moderate (1-5)
Cnbp,4.57721589749574e-8,0.13430684350940236,1,0.994,7.26312618614624e-4,IFNA,p129,6,high (5-10)
Pou2f2,4.8667936870589816e-8,-0.30221810703924445,0.671,0.711,7.72262822262519e-4,IFNA,p129,4,moderate (1-5)
Lcp2,6.021481202596015e-8,-0.24537357287430803,0.894,0.894,9.554886372279356e-4,IFNA,p129,11,very high (10+)
Dgkh,6.12808136695259e-8,0.7813646758725938,0.25,0.16,9.724039513080372e-4,IFNA,p129,1,unique
Chmp4b,7.418034235496774e-8,0.21402217450240835,0.881,0.802,0.00117709367248862,IFNA,p129,4,moderate (1-5)
Morc3,7.906523772745275e-8,0.3973852830580093,0.615,0.531,0.00125460719225922,IFNA,p129,2,moderate (1-5)
Svbp,1.0036440440259695e-7,0.47006385946242224,0.512,0.402,0.0015925823690604,IFNA,p129,1,unique
Hnrnpab,1.065385930846208e-7,0.11961228006208913,1,0.998,0.00169055439506676,IFNA,p129,5,moderate (1-5)
Cenpa,1.5180957166180345e-7,-0.40638524008842863,0.636,0.677,0.00240891428312949,IFNA,p129,9,high (5-10)
Sfxn2,2.3447435716733227e-7,0.8083058631904083,0.215,0.132,0.00372063909953122,IFNA,p129,2,moderate (1-5)
Cd82,2.4076017666932564e-7,-0.33122172917326054,0.734,0.777,0.00382038248338885,IFNA,p129,4,moderate (1-5)
Tnfsf8,2.7132202611116356e-7,0.26422753690113476,0.825,0.75,0.00430533791033194,IFNA,p129,7,high (5-10)
Cd69,2.82240626702265e-7,0.3422427386082709,0.813,0.74,0.00447859426451154,IFNA,p129,6,high (5-10)
Srsf2,2.909381454820161e-7,0.14606740705287002,0.998,0.991,0.00461660649250863,IFNA,p129,3,moderate (1-5)
Ctss,3.024538087981103e-7,0.3880411122938161,0.577,0.468,0.00479933703800841,IFNA,p129,1,unique
Gm11707,3.479301028061205e-7,-0.7396639298178278,0.165,0.257,0.00552095487132751,IFNA,p129,2,moderate (1-5)
Gbp3,3.507476230319215e-7,1.291565586333049,0.101,0.05,0.00556566328227053,IFNA,p129,3,moderate (1-5)
Lif,3.796557812443892e-7,0.8853700080425853,0.174,0.101,0.00602437793678596,IFNA,p129,2,moderate (1-5)
AU020206,3.987123487647141e-7,0.39037305753515344,0.603,0.526,0.00632676755019848,IFNA,p129,1,unique
Nrip1,4.456529181471087e-7,-0.4043893530025967,0.519,0.574,0.00707162050515832,IFNA,p129,2,moderate (1-5)
Dek,4.798759311915025e-7,0.16527267194927253,0.988,0.98,0.00761467127614676,IFNA,p129,1,unique
Pmepa1,5.088196418665866e-7,0.5568569863820603,0.344,0.248,0.00807395007713899,IFNA,p129,7,high (5-10)
Hspd1,5.563025203358954e-7,0.10629147783903958,1,0.996,0.00882740839268998,IFNA,p129,14,very high (10+)
Rac2,5.790089958569014e-7,-0.1815141492253487,0.967,0.975,0.00918771474625731,IFNA,p129,2,moderate (1-5)
Ms4a6b,5.877085579819957e-7,0.27621314513923656,0.884,0.826,0.0093257593980583,IFNA,p129,4,moderate (1-5)
Phf11c,5.951797692591653e-7,1.2452325512291271,0.107,0.051,0.00944431257860443,IFNA,p129,1,unique
Tmsb4x,7.101908924037212e-7,-0.13866446613771188,1,1,0.01126930908066224,IFNA,p129,7,high (5-10)
Aff3,7.489991043086908e-7,0.4285465128141095,0.711,0.66,0.0118851177871703,IFNA,p129,6,high (5-10)
Aen,8.026816973839475e-7,0.19125192810386943,0.78,0.69,0.01273695317408847,IFNA,p129,6,high (5-10)
Tnfsf10,8.885951888700955e-7,1.3686889013389203,0.089,0.039,0.01410022845699067,IFNA,p129,1,unique
Ldha,1.0506290400929473e-6,0.10786743072226646,1,0.999,0.01667138160819489,IFNA,p129,5,moderate (1-5)
Mrpl30,1.0909287667699656e-6,0.20527891520001007,0.939,0.91,0.01731085767110581,IFNA,p129,1,unique
Il2ra,1.1470273208395142e-6,0.21140882482413417,0.944,0.905,0.01820102952708141,IFNA,p129,4,moderate (1-5)
Itpr1,1.1640140013945647e-6,0.377720392767976,0.57,0.471,0.01847057417412895,IFNA,p129,1,unique
Slfn3,1.2671645318466074e-6,0.5603059792255667,0.316,0.22,0.02010736679134196,IFNA,p129,1,unique
Gm19412,1.2906110340211275e-6,1.434257933482443,0.058,0.02,0.02047941588784725,IFNA,p129,1,unique
Actg1,1.3218888665541711e-6,-0.13827629673096453,1,1,0.02097573253448158,IFNA,p129,3,moderate (1-5)
Hsp90aa1,1.3491922861932994e-6,0.1023051148355889,1,0.998,0.02140898319731527,IFNA,p129,8,high (5-10)
Rmdn3,1.407380046407302e-6,0.4381222113135639,0.471,0.372,0.02233230657639107,IFNA,p129,3,moderate (1-5)
Cish,1.445978567677779e-6,0.2769092598945866,0.431,0.33,0.02294478791191099,IFNA,p129,8,high (5-10)
Selenow,1.4605166687128995e-6,0.26582888002667804,0.874,0.81,0.02317547849913629,IFNA,p129,3,moderate (1-5)
Etnk1,1.5062458947258974e-6,0.42212876257107423,0.517,0.43,0.02390110985751054,IFNA,p129,1,unique
Pkm,1.675197073524598e-6,0.1369261090005791,1,0.998,0.02658202716268832,IFNA,p129,5,moderate (1-5)
Actn1,1.7787219886393463e-6,-0.2737114036742272,0.805,0.834,0.02822476051572915,IFNA,p129,11,very high (10+)
Pgam1,1.8069700681916093e-6,0.12418861435028328,0.998,0.987,0.02867300104206445,IFNA,p129,4,moderate (1-5)
Ybx3,2.385400452227918e-6,0.11711108181876329,0.992,0.965,0.0378515343759526,IFNA,p129,8,high (5-10)
2310033P09Rik,2.3863934222118804e-6,-0.3317476446531748,0.574,0.625,0.03786729082365812,IFNA,p129,3,moderate (1-5)
Stat3,2.4018951212414643e-6,0.3982081977521227,0.583,0.49,0.03811327178385956,IFNA,p129,6,high (5-10)
Marcksl1,2.4501296762396236e-6,-0.2763209518491545,0.863,0.877,0.03887865770257034,IFNA,p129,6,high (5-10)
Fnbp4,2.574567940379769e-6,0.25972446366475765,0.788,0.718,0.04085324407794617,IFNA,p129,1,unique
