genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,comp_1,comp_2,n_ligand,class
Lsm8,4.047125688337254e-8,0.15843284256110413,0.918,0.915,6.421979042253555e-4,OSM,p129,2,moderate (1-4)
Pkm,4.327504092310825e-8,0.12239177589320029,0.999,0.998,6.866883493678816e-4,OSM,p129,3,moderate (1-4)
Fdps,4.4769416740002634e-8,0.2637325942714809,0.659,0.63,7.104011048303617e-4,OSM,p129,2,moderate (1-4)
Ube2c,5.244814251048597e-8,-0.32445303417410987,0.682,0.77,8.322471253563913e-4,OSM,p129,4,moderate (1-4)
Plk1,6.041034158160067e-8,-0.4181108776476214,0.44,0.539,9.585913002168394e-4,OSM,p129,4,moderate (1-4)
Jun,6.23131444483266e-8,0.6903825336858831,0.164,0.114,9.887849761060464e-4,OSM,p129,3,moderate (1-4)
Ctla4,1.1099853732344493e-7,0.2702360939526786,0.683,0.635,0.00176132479024842,OSM,p129,3,moderate (1-4)
Serpine2,1.1258447109171197e-7,0.3946850157903502,0.371,0.345,0.00178649038728328,OSM,p129,4,moderate (1-4)
Pdcd1lg2,1.1294480264631974e-7,-0.29788014510525285,0.557,0.638,0.0017922081283918,OSM,p129,2,moderate (1-4)
Lad1,1.2295199736722906e-7,0.20424913599567265,0.792,0.768,0.00195100229422319,OSM,p129,15,very high (8+)
Slc9b2,1.2724807678969764e-7,-0.3652999968539552,0.371,0.451,0.00201917248249892,OSM,p129,3,moderate (1-4)
Slamf1,1.4137163552843196e-7,-0.25213392744950613,0.432,0.521,0.00224328511256515,OSM,p129,4,moderate (1-4)
Ubc,1.441076467903983e-7,0.13992882265761075,0.943,0.947,0.00228670013927004,OSM,p129,4,moderate (1-4)
Mndal,1.854488211384329e-7,-0.3481478268176318,0.388,0.471,0.00294270189382465,OSM,p129,6,high (4-8)
Smim36,2.4041401831672466e-7,-0.2895498820875211,0.396,0.477,0.00381488964264978,OSM,p129,3,moderate (1-4)
Egr3,2.5883824536012553e-7,-0.6809889689080175,0.108,0.169,0.0041072452773744696,OSM,p129,8,high (4-8)
Knl1,3.53283158718571e-7,-0.2438364218761605,0.614,0.707,0.00560589716254628,OSM,p129,4,moderate (1-4)
Mettl23,4.291883517756146e-7,-0.22625037214526256,0.459,0.548,0.00681036076597545,OSM,p129,1,unique
Pou2f2,5.030969025007449e-7,-0.20162862599307507,0.622,0.699,0.00798314164888182,OSM,p129,5,high (4-8)
Actn1,5.302699433047455e-7,0.21574755436988957,0.834,0.814,0.0084143234603597,OSM,p129,5,high (4-8)
Lck,5.528151728122322e-7,-0.11999241917901404,0.934,0.957,0.0087720711621845,OSM,p129,4,moderate (1-4)
Ptprcap,6.331533646543391e-7,-0.10367936738292038,0.963,0.973,0.01004687759033505,OSM,p129,3,moderate (1-4)
Ubash3b,6.832543314112409e-7,-0.20989895289723473,0.594,0.676,0.01084187973083357,OSM,p129,3,moderate (1-4)
Fkbp4,7.455365523131477e-7,0.1712230092028375,0.903,0.889,0.01183017401210502,OSM,p129,1,unique
Extl3,9.774583293243796e-7,-0.35696695031017134,0.224,0.298,0.01551030876971925,OSM,p129,1,unique
Itgal,1.0966756198497189e-6,-0.2161172707074136,0.599,0.673,0.01740204873577534,OSM,p129,1,unique
2610204G07Rik,1.177796569460815e-6,-0.5283459646591984,0.162,0.219,0.01868927596420421,OSM,p129,3,moderate (1-4)
Klf6,1.2797330092464252e-6,0.3447725112037825,0.343,0.305,0.02030680339072227,OSM,p129,5,high (4-8)
Cd3e,1.4394808956555525e-6,-0.1028163430948339,0.971,0.982,0.0228416828522623,OSM,p129,6,high (4-8)
Trat1,1.6416385355242088e-6,0.47040010190148296,0.298,0.25,0.02604952028169814,OSM,p129,3,moderate (1-4)
Ier2,1.7318609962453834e-6,-0.2190210537137852,0.739,0.794,0.02748117028842174,OSM,p129,1,unique
Tnf,2.170472060385492e-6,-0.355738268677218,0.37,0.453,0.03444105065419699,OSM,p129,2,moderate (1-4)
Gimap5,2.4719111881754996e-6,-0.18888375568046875,0.564,0.637,0.03922428673396883,OSM,p129,9,very high (8+)
Cblb,2.6525131439462132e-6,0.2673762437629925,0.664,0.623,0.04209007856813851,OSM,p129,7,high (4-8)
Prps1,3.081626021362092e-6,0.15690238910222412,0.656,0.662,0.04889924170697368,OSM,p129,2,moderate (1-4)
Prmt1,3.4822651611114736e-6,0.10050758504512114,0.976,0.977,0.05525658357651686,OSM,p129,4,moderate (1-4)
H1f5,3.54968576940886e-6,-0.20341959242345808,0.787,0.848,0.05632641378897979,OSM,p129,4,moderate (1-4)
Ckap2,3.7881136619892414e-6,-0.396593822480431,0.279,0.361,0.06010978758844528,OSM,p129,3,moderate (1-4)
Kif11,4.30090664929556e-6,-0.20377190087908592,0.738,0.806,0.06824678671102194,OSM,p129,3,moderate (1-4)
Itgb2,4.714025392261275e-6,-0.1607112350892324,0.525,0.602,0.07480215492440191,OSM,p129,1,unique
Mcm3,4.7896390840563164e-6,0.1443204203916726,0.97,0.961,0.07600199298580564,OSM,p129,1,unique
Tespa1,5.86693207516663e-6,-0.21259918067485903,0.52,0.602,0.09309647816874408,OSM,p129,2,moderate (1-4)
Nfkbia,6.290208492398974e-6,0.15203622527917293,0.938,0.935,0.09981302835738692,OSM,p129,8,high (4-8)
Malt1,1.9714934032941587e-291,2.2754483432877004,0.905,0.588,3.128365732347171e-292,IL6,p129,1,unique
Batf,4.2179765317037477e-243,2.1885140353981205,0.834,0.442,6.693085160507506e-239,IL6,p129,3,moderate (1-4)
Gm12534,4.670886246000065e-209,8.927427612512705,0.393,0.001,7.411762295152904e-205,IL6,p129,1,unique
Etv6,5.953579510198151e-207,2.0778761334059315,0.83,0.422,9.447139966782426e-203,IL6,p129,5,high (4-8)
Socs1,6.339475106394459e-194,2.5644536397833746,0.785,0.3,1.0059479098826728e-189,IL6,p129,5,high (4-8)
Ptpn1,8.520280669282183e-182,1.3239758947125055,0.95,0.77,1.3519981366016969e-177,IL6,p129,3,moderate (1-4)
Ly6a,6.644082623540042e-154,3.917787409345441,0.48,0.048,1.054283030703334e-149,IL6,p129,11,very high (8+)
Junb,7.98743374192344e-145,1.2368866199730533,0.945,0.818,1.2674459861684116e-140,IL6,p129,9,very high (8+)
Chmp4b,2.9274122843223177e-140,1.1731896009709253,0.941,0.777,4.645217812762654e-136,IL6,p129,2,moderate (1-4)
Il2ra,1.0706333030835436e-139,1.1496365799811346,0.965,0.893,1.698880925332967e-135,IL6,p129,3,moderate (1-4)
Bcl3,1.8466667627815555e-136,3.4062610545267504,0.478,0.059,2.9302908191817717e-132,IL6,p129,4,moderate (1-4)
Klhl6,4.976865151098421e-128,2.173111383193571,0.683,0.248,7.897289621762973e-124,IL6,p129,2,moderate (1-4)
Chd7,3.0711516109171853e-121,1.7709780314034789,0.752,0.396,4.8733033762033905e-117,IL6,p129,1,unique
Tnfsf11,3.4073444536739412e-121,-2.4446585787491264,0.25,0.723,5.4067741790898094e-117,IL6,p129,5,high (4-8)
Tnip3,2.249319758178395e-119,3.667959615608206,0.432,0.061,3.569220592277477e-115,IL6,p129,3,moderate (1-4)
Plscr1,9.205648238002919e-117,1.735784044565852,0.766,0.457,1.460752262406303e-112,IL6,p129,1,unique
Il21,2.56387958620059e-116,7.323099913934263,0.237,0.001,4.068364127383096e-112,IL6,p129,1,unique
Cd226,8.097197617440836e-109,-1.4191343656157849,0.51,0.875,1.2848633179355114e-104,IL6,p129,2,moderate (1-4)
Ms4a4b,1.5340638763443637e-108,-1.3013189438352206,0.562,0.901,2.434252558983236e-104,IL6,p129,7,high (4-8)
Smim3,6.926226866246252e-107,3.9919278118572263,0.343,0.036,1.0990536791359554e-102,IL6,p129,1,unique
Tbx21,1.7812513747530368e-106,4.78010230799228,0.276,0.011,2.826489681458119e-102,IL6,p129,4,moderate (1-4)
Lad1,8.668887494770447e-103,-1.968541551347951,0.404,0.768,1.3755790676701744e-98,IL6,p129,15,very high (8+)
Igfbp4,6.808986422469135e-99,2.008418844233792,0.688,0.301,1.0804499655174026e-94,IL6,p129,3,moderate (1-4)
Pmepa1,1.7040514179184918e-97,1.9400635436261795,0.64,0.246,2.7039887899530623e-93,IL6,p129,5,high (4-8)
Il21r,5.544039976598444e-93,1.5664391576193992,0.697,0.401,8.797282634866412e-89,IL6,p129,2,moderate (1-4)
Irf8,1.1977929014193949e-91,2.068984696547476,0.617,0.27,1.900657775972296e-87,IL6,p129,7,high (4-8)
Frmd4b,2.4907064955778735e-90,5.402083236017614,0.22,0.006,3.95225306718297e-86,IL6,p129,1,unique
Rora,2.9848987565327026e-83,2.5699817758745596,0.426,0.118,4.736437346866093e-79,IL6,p129,1,unique
Adamts6,6.801735324852176e-83,-1.609054438986261,0.338,0.74,1.0792993613475436e-78,IL6,p129,6,high (4-8)
Themis,1.3950268838034947e-79,1.521627060601093,0.711,0.487,2.213628659219385e-75,IL6,p129,3,moderate (1-4)
Timp1,3.3809507092831527e-79,7.389797108338751,0.182,0.004,5.364892585490507e-75,IL6,p129,1,unique
Sox5,9.9901453832706e-79,4.780341628331039,0.22,0.012,1.5852362694173787e-74,IL6,p129,2,moderate (1-4)
Satb1,1.3578565855155475e-76,1.06548899984524,0.893,0.785,2.1546468298960709e-72,IL6,p129,7,high (4-8)
Arhgef3,1.527349625016091e-73,-1.2018551778890278,0.499,0.825,2.4235983849755326e-69,IL6,p129,2,moderate (1-4)
Stat3,3.6824828208855593e-72,1.2767330945715236,0.738,0.46,5.843363740181205e-68,IL6,p129,6,high (4-8)
Foxp1,4.545741007772845e-72,-0.6542748888210703,0.922,0.99,7.213181831133951e-68,IL6,p129,5,high (4-8)
Gadd45g,3.276954873761357e-70,4.271620572545972,0.22,0.018,5.199871993684521e-66,IL6,p129,1,unique
Nsf,5.917776803356789e-70,1.086742552152882,0.775,0.555,9.390328231566553e-66,IL6,p129,1,unique
Lsp1,2.1343766833965976e-69,-0.7205108167040706,0.917,0.982,3.386828921213721e-65,IL6,p129,9,very high (8+)
Myd88,2.4951104235307717e-69,1.3624488762996465,0.671,0.41,3.959241220058629e-65,IL6,p129,3,moderate (1-4)
Ahr,4.4955682383983727e-69,2.67152972927938,0.357,0.082,7.133567680690539e-65,IL6,p129,1,unique
Il17f,5.120114108020011e-67,7.362029666845714,0.158,0.004,8.124597066606154e-63,IL6,p129,1,unique
Pkm,6.438011293755946e-66,0.48078694752175283,1,0.998,1.0215836320931937e-61,IL6,p129,3,moderate (1-4)
Crabp2,1.021689440055291e-65,2.197547628229148,0.452,0.183,1.6212168034797354e-61,IL6,p129,2,moderate (1-4)
Pim1,1.6225170582523429e-65,1.372002924946771,0.709,0.424,2.5746100680348176e-61,IL6,p129,6,high (4-8)
Egln3,4.518970052767085e-65,3.7319508085633393,0.237,0.031,7.170701679730811e-61,IL6,p129,1,unique
Rel,8.145801211808098e-65,-1.136361807128658,0.612,0.849,1.292575736289709e-60,IL6,p129,3,moderate (1-4)
Gimap5,3.2437044531838334e-63,1.026733885567778,0.839,0.637,5.147110226312107e-59,IL6,p129,9,very high (8+)
Il12rb2,5.807516667093774e-63,3.831137737586527,0.224,0.023,9.2153674473444e-59,IL6,p129,2,moderate (1-4)
Gfi1,3.829260948230856e-62,2.486826542707968,0.347,0.079,6.076271272652723e-58,IL6,p129,2,moderate (1-4)
Pml,9.723783522080476e-61,1.3807182914099982,0.638,0.343,1.54296996928373e-56,IL6,p129,5,high (4-8)
Foxn3,1.4940422376884442e-60,-1.031190216127212,0.646,0.862,2.3707462227640227e-56,IL6,p129,5,high (4-8)
Arid5b,2.0524876975314775e-60,1.084647354094544,0.771,0.569,3.2568874784429484e-56,IL6,p129,2,moderate (1-4)
Muc1,8.944224327323317e-60,5.852143990042389,0.137,0.002,1.4192695162596638e-55,IL6,p129,2,moderate (1-4)
Socs3,1.0883548422870597e-57,3.913654753887609,0.187,0.014,1.727001463741106e-53,IL6,p129,1,unique
Sbno2,1.1162036320200046e-57,1.8726764577993475,0.433,0.155,1.771191923289343e-53,IL6,p129,2,moderate (1-4)
Hif1a,5.740682135265277e-57,0.9616013142775388,0.832,0.677,9.10931441223894e-53,IL6,p129,1,unique
Gbp2,4.799910985247447e-56,2.007985880920804,0.49,0.211,7.616498751390648e-52,IL6,p129,7,high (4-8)
Zbp1,5.152327800528549e-56,2.1505568332252425,0.355,0.091,8.175713753878702e-52,IL6,p129,6,high (4-8)
Nfkb1,1.1255495922005475e-55,-0.7310203360726018,0.853,0.948,1.7860220929038292e-51,IL6,p129,2,moderate (1-4)
Sik3,4.515598776497089e-54,1.0689451561881125,0.716,0.511,7.165352138545582e-50,IL6,p129,2,moderate (1-4)
Jak2,1.0111811238825247e-53,1.1094225623222027,0.775,0.597,1.6045422073767902e-49,IL6,p129,3,moderate (1-4)
Ldha,2.927663378499412e-53,0.3573764297090216,1,0.999,4.645616249002867e-49,IL6,p129,4,moderate (1-4)
Srm,1.150728931108527e-52,0.5512315662199896,0.991,0.949,1.8259766678830105e-48,IL6,p129,2,moderate (1-4)
Arid5a,1.0268338391920672e-51,1.654620464342249,0.475,0.225,1.6293799360299722e-47,IL6,p129,1,unique
Trib2,1.211381055568606e-50,2.222187349653949,0.329,0.09,1.9222194589762643e-46,IL6,p129,1,unique
Mndal,2.216697018480793e-50,-1.8587556933347535,0.163,0.471,3.517454828925322e-46,IL6,p129,6,high (4-8)
Akt2,5.469102204287571e-50,1.1382810228467457,0.667,0.41,8.678371377763517e-46,IL6,p129,1,unique
Arhgap15,3.7785001355136025e-49,-0.8276156666599666,0.75,0.906,5.995724015032984e-45,IL6,p129,4,moderate (1-4)
Il23r,5.31998947873025e-49,8.53930335665601,0.094,0,8.441759304849161e-45,IL6,p129,1,unique
Cd3d,5.604885992420758e-49,-0.5456106835010601,0.943,0.984,8.893833092773258e-45,IL6,p129,7,high (4-8)
Ccdc50,4.505803659256095e-47,-0.6501378546892305,0.854,0.944,7.14980924650757e-43,IL6,p129,1,unique
Maf,8.901547766478214e-47,4.936981986444534,0.127,0.005,1.4124975995847627e-42,IL6,p129,1,unique
Sla,1.2836357785994738e-46,-0.8690266977244355,0.614,0.837,2.0368732534816446e-42,IL6,p129,3,moderate (1-4)
St6galnac4,2.921805004338607e-46,1.0436813249176733,0.721,0.488,4.636320180884501e-42,IL6,p129,4,moderate (1-4)
Slco3a1,2.0156674470087356e-45,1.2223329741459146,0.555,0.371,3.198461104913462e-41,IL6,p129,5,high (4-8)
Chst2,5.69915176520185e-45,1.777850992432191,0.381,0.148,9.043414021022293e-41,IL6,p129,2,moderate (1-4)
Adarb1,9.398359110224185e-45,1.095520265774925,0.664,0.438,1.4913316236103732e-40,IL6,p129,1,unique
Niban1,1.4468785574310172e-44,-1.417741674837271,0.289,0.577,2.2959068949315383e-40,IL6,p129,4,moderate (1-4)
Slamf6,2.0304591129525624e-43,-1.2698602532726395,0.336,0.628,3.221932520433126e-39,IL6,p129,3,moderate (1-4)
Grap,3.2270910159584e-43,-0.7958409177938657,0.669,0.87,5.12074802412279e-39,IL6,p129,3,moderate (1-4)
Arf6,4.212966059195211e-42,0.6333420619969279,0.912,0.828,6.685134542730962e-38,IL6,p129,1,unique
Lif,1.477538980463983e-41,2.225108265894357,0.284,0.093,2.3445588542002487e-37,IL6,p129,2,moderate (1-4)
Rorc,1.6626518943654533e-41,1.8118610752020312,0.364,0.131,2.638296025979102e-37,IL6,p129,1,unique
Klf6,2.206883062351367e-41,1.3589390786366713,0.513,0.305,3.50188204333915e-37,IL6,p129,5,high (4-8)
Rbpj,1.0736050758969934e-40,1.0303396394703874,0.65,0.438,1.7035965344333495e-36,IL6,p129,1,unique
Cnn3,2.737261787781034e-40,1.282745585500964,0.503,0.3,4.343487004850945e-36,IL6,p129,2,moderate (1-4)
Fam241a,1.0191848765388348e-39,1.3210722945642182,0.459,0.265,1.6172425620918228e-35,IL6,p129,2,moderate (1-4)
Psme2,1.5789066239897183e-39,-0.4476455921909075,0.972,0.993,2.505409030946885e-35,IL6,p129,15,very high (8+)
Baz1a,2.712921685436324e-38,0.6322876194407527,0.868,0.784,4.3048641304503584e-34,IL6,p129,2,moderate (1-4)
Tmem109,2.919280264029255e-38,0.7799560163629539,0.773,0.606,4.632313922961621e-34,IL6,p129,1,unique
Casp6,3.447041650336367e-38,1.680952169404497,0.354,0.153,5.469765690753746e-34,IL6,p129,1,unique
Armcx6,9.059144494446269e-38,2.665691353598093,0.196,0.038,1.437505048378734e-33,IL6,p129,1,unique
Egr2,2.0308980295240895e-37,1.95941124601053,0.3,0.101,3.222628993248825e-33,IL6,p129,3,moderate (1-4)
Cebpb,4.470682072943499e-37,1.573108913499433,0.393,0.161,7.094078313346745e-33,IL6,p129,1,unique
Rgs10,4.4737448887310634e-37,-0.8583042082763673,0.586,0.807,7.098938389438452e-33,IL6,p129,6,high (4-8)
Txnrd1,1.8456813697808908e-36,0.5879128635888152,0.889,0.814,2.9287271975683167e-32,IL6,p129,3,moderate (1-4)
Peli1,2.4746735205402685e-36,0.8437809292685727,0.716,0.549,3.926811942393298e-32,IL6,p129,1,unique
Picalm,2.9548326397932607e-36,0.990285477218824,0.608,0.423,4.688728432823946e-32,IL6,p129,1,unique
Eno3,4.3942389494735775e-36,-1.4503225514905702,0.295,0.543,6.972778365024673e-32,IL6,p129,9,very high (8+)
Abi3,4.666519881639977e-36,2.2630356300499774,0.236,0.063,7.404833748186316e-32,IL6,p129,1,unique
Marcksl1,3.0056094526736776e-35,-0.7445241267245384,0.756,0.874,4.769301079502592e-31,IL6,p129,4,moderate (1-4)
Itm2a,3.1094474165246387e-35,-0.7248913631842413,0.839,0.926,4.934071160541298e-31,IL6,p129,5,high (4-8)
Tmsb4x,6.962450636451124e-35,-0.30952975552565043,1,1,1.1048016669920645e-30,IL6,p129,4,moderate (1-4)
Actn1,8.329671617104188e-35,-0.8416305020237181,0.645,0.814,1.3217522922020924e-30,IL6,p129,5,high (4-8)
Ube2b,9.120654559280947e-35,-0.683160118832828,0.707,0.864,1.447265465466701e-30,IL6,p129,1,unique
Gpr65,1.1779420834356312e-34,1.5421177730814688,0.386,0.172,1.8691584979956595e-30,IL6,p129,1,unique
Atp2b4,2.5684696564428876e-34,1.941150946467769,0.272,0.093,4.0756476508435736e-30,IL6,p129,1,unique
Dusp5,1.0865506576005051e-33,-1.1489702680090106,0.319,0.579,1.7241385834804815e-29,IL6,p129,4,moderate (1-4)
Gm20275,2.7285810426256707e-33,-1.7085766597018646,0.185,0.42,4.329712398438415e-29,IL6,p129,2,moderate (1-4)
Ipcef1,5.035212943212658e-33,-1.6433769257029651,0.142,0.382,7.989875898289846e-29,IL6,p129,1,unique
Cd96,1.378596629916601e-32,-1.3435548650062938,0.225,0.471,2.187557132351663e-28,IL6,p129,1,unique
Stk38l,1.4295798889422807e-32,1.5509852004110454,0.355,0.144,2.268457367773611e-28,IL6,p129,1,unique
Ptpn2,2.728983240459345e-32,0.6534776197284933,0.827,0.724,4.330350605960889e-28,IL6,p129,1,unique
Fxyd5,4.504225795001344e-32,0.4521327937887432,0.979,0.958,7.1473054915081315e-28,IL6,p129,2,moderate (1-4)
Sat1,6.761688514813127e-32,0.6110808832994288,0.893,0.793,1.072944733530547e-27,IL6,p129,1,unique
Gimap4,1.885318657217709e-31,0.9751524045413756,0.617,0.409,2.9916236452730607e-27,IL6,p129,6,high (4-8)
Cdkn2d,2.4815911907054195e-31,0.938187710999312,0.603,0.409,3.93778890141136e-27,IL6,p129,2,moderate (1-4)
Tnfsf8,4.402656307121589e-31,-0.9225186595518784,0.556,0.74,6.986135028140537e-27,IL6,p129,4,moderate (1-4)
Zc3h12d,5.493452101199818e-31,0.7916385307836629,0.756,0.562,8.71700979418387e-27,IL6,p129,2,moderate (1-4)
Cd6,1.1730046240018043e-30,0.6287306321110294,0.87,0.755,1.861323737366063e-26,IL6,p129,1,unique
Shisa5,1.3243990444199183e-30,-0.6324079163915375,0.802,0.913,2.1015564036855262e-26,IL6,p129,5,high (4-8)
Stap1,1.586122243184844e-30,-1.13471868428724,0.296,0.539,2.5168587754857102e-26,IL6,p129,1,unique
Cd5,2.4615069761737347e-30,0.5150036062835062,0.979,0.97,3.905919269792483e-26,IL6,p129,4,moderate (1-4)
Nfat5,2.5512280714799792e-30,-0.7155443718287796,0.657,0.815,4.048288703824431e-26,IL6,p129,1,unique
Cd3g,3.694641373583029e-30,-0.5852857995870917,0.806,0.907,5.86265693160155e-26,IL6,p129,7,high (4-8)
Irag2,7.856272293413171e-30,-0.6014530736437942,0.794,0.89,1.246633287518802e-25,IL6,p129,10,very high (8+)
Desi2,1.0188959388232793e-29,0.7866511242899685,0.614,0.487,1.6167840757247797e-25,IL6,p129,1,unique
Arhgap24,2.4497551317555974e-29,-1.8963727030106523,0.114,0.319,3.887271443069782e-25,IL6,p129,2,moderate (1-4)
Bcl2a1b,2.9730830856023986e-29,-0.800718624992526,0.527,0.731,4.717688240233887e-25,IL6,p129,1,unique
Jade2,3.047158875335213e-29,-1.172848451289205,0.302,0.523,4.835231703381916e-25,IL6,p129,2,moderate (1-4)
Slfn10-ps,3.1882174329178585e-29,1.6349428218998163,0.293,0.12,5.059063422554059e-25,IL6,p129,1,unique
Igfbp7,3.293766889224384e-29,-2.0088035812935363,0.109,0.308,5.226549299821252e-25,IL6,p129,2,moderate (1-4)
Pou2f2,4.8273751386027683e-29,-0.8039581226095479,0.466,0.699,7.6600788699348725e-25,IL6,p129,5,high (4-8)
Nolc1,5.206282484984883e-29,0.3597648926285322,0.995,0.978,8.261329047174012e-25,IL6,p129,1,unique
Cd52,7.814485290145374e-29,-0.3385404133197927,0.998,0.997,1.2400025258402678e-24,IL6,p129,16,very high (8+)
Stk4,1.5871726471461963e-28,-0.6761037525104363,0.674,0.837,2.5185255564915846e-24,IL6,p129,2,moderate (1-4)
Stat1,1.937987253503664e-28,0.6972546013362975,0.787,0.642,3.0751981738596138e-24,IL6,p129,10,very high (8+)
Furin,2.3287914920325215e-28,1.2761924184733529,0.399,0.253,3.695326339557205e-24,IL6,p129,3,moderate (1-4)
Gimap3,2.705127222436284e-28,0.8140365086072268,0.695,0.498,4.2924958765618946e-24,IL6,p129,4,moderate (1-4)
Btg1,2.910259992713727e-28,-0.6653402352547079,0.664,0.836,4.6180005564381425e-24,IL6,p129,1,unique
Cenpa,3.0163360864764055e-28,-0.9134257474970128,0.511,0.684,4.78632210202076e-24,IL6,p129,7,high (4-8)
Cyth4,3.105744911719353e-28,1.4229415253069972,0.354,0.16,4.92819602591627e-24,IL6,p129,1,unique
Arhgef6,4.043283677052397e-28,-0.9341990483547504,0.359,0.599,6.4158825387467426e-24,IL6,p129,3,moderate (1-4)
Hmgb2,1.0867056094962174e-27,-0.3569964213954391,0.971,0.991,1.7243844611485978e-23,IL6,p129,4,moderate (1-4)
Pla2g12a,1.152897473784416e-27,0.8598110335911879,0.631,0.445,1.829417711401111e-23,IL6,p129,2,moderate (1-4)
Ccr7,1.3008946083147444e-27,-0.904123941321248,0.683,0.826,2.0642595644738363e-23,IL6,p129,13,very high (8+)
Hdac7,5.062159613482438e-27,-0.5599628553593381,0.808,0.899,8.032634874673932e-23,IL6,p129,2,moderate (1-4)
Ltb,1.328637068050394e-26,-1.2422698738545292,0.288,0.515,2.1082812995823656e-22,IL6,p129,6,high (4-8)
Sco1,1.661010770066899e-26,1.1988182348770868,0.376,0.206,2.6356918899421553e-22,IL6,p129,2,moderate (1-4)
Angptl2,1.677393806017923e-26,2.3077550546425174,0.184,0.06,2.6616884913892403e-22,IL6,p129,1,unique
Pde4b,2.468657663607635e-26,-1.2384425290442636,0.241,0.459,3.9172659806125953e-22,IL6,p129,1,unique
Tnfrsf18,3.018625570385817e-26,-0.507115667662092,0.846,0.94,4.789955055088215e-22,IL6,p129,3,moderate (1-4)
Pros1,3.5826117925698195e-26,2.941835912349199,0.114,0.015,5.68488839244979e-22,IL6,p129,1,unique
Crybg1,4.019155777980741e-26,1.0146199152894595,0.518,0.313,6.37759638849984e-22,IL6,p129,2,moderate (1-4)
Fnbp1,4.3723900098732636e-26,-0.6222231650624724,0.704,0.836,6.9381084676668945e-22,IL6,p129,3,moderate (1-4)
Dusp1,4.734912221788726e-26,-1.7736673700343917,0.116,0.307,7.513358713534352e-22,IL6,p129,1,unique
Tspan13,6.881956176024135e-26,-0.794529927765023,0.624,0.76,1.0920288060115095e-21,IL6,p129,3,moderate (1-4)
Arl6ip1,1.0251017645207916e-25,-0.589959570382367,0.846,0.903,1.6266314799415919e-21,IL6,p129,2,moderate (1-4)
Lpp,1.074862820686316e-25,1.3050071344073826,0.369,0.188,1.7055923238650462e-21,IL6,p129,2,moderate (1-4)
Tomm5,1.301342620268487e-25,0.3829852191953034,0.979,0.963,2.0649704698420352e-21,IL6,p129,1,unique
Stat4,3.3451326145851806e-25,-1.1159450388109708,0.269,0.49,5.308056432823765e-21,IL6,p129,8,high (4-8)
Rasgrp1,4.170838399049344e-25,-1.221683488714873,0.229,0.442,6.6182863716114984e-21,IL6,p129,1,unique
Mbp,6.085356742728617e-25,-0.9029212123295436,0.418,0.62,9.65624407936177e-21,IL6,p129,2,moderate (1-4)
Ifi203,6.533450869411245e-25,-1.6432532957253811,0.088,0.274,1.0367279839581762e-20,IL6,p129,5,high (4-8)
Itk,1.1013928380001622e-24,-0.6495565875115862,0.627,0.797,1.7476901553386575e-20,IL6,p129,2,moderate (1-4)
Ddx21,1.1273350398936952e-24,0.3973514086334198,0.979,0.941,1.7888552413033154e-20,IL6,p129,1,unique
Heg1,1.5235332547545442e-24,-0.943611881428078,0.412,0.61,2.4175425686445107e-20,IL6,p129,1,unique
Srsf2,2.4257244001435817e-24,0.3141584410403091,0.998,0.991,3.849139478147836e-20,IL6,p129,3,moderate (1-4)
Cnbp,2.8312635077768816e-24,0.2789562133780783,0.998,0.994,4.492648934140355e-20,IL6,p129,2,moderate (1-4)
Vav3,5.8100864928216075e-24,-1.169307653745384,0.237,0.45,9.219445246809329e-20,IL6,p129,2,moderate (1-4)
Ctsb,8.199907075002568e-24,0.7174215291257634,0.7,0.555,1.3011612546614075e-19,IL6,p129,3,moderate (1-4)
Farp1,9.07017614844362e-24,1.0728407955724075,0.426,0.273,1.4392555512350338e-19,IL6,p129,1,unique
Nr4a3,1.0884377248258659e-23,-1.2521371021607277,0.159,0.365,1.7271329817536839e-19,IL6,p129,3,moderate (1-4)
Hsp90aa1,1.3364309795694042e-23,0.2423160802129516,0.998,0.999,2.1206486783807298e-19,IL6,p129,6,high (4-8)
H2az2,1.7631067549523412e-23,-0.6426760044197107,0.702,0.842,2.7976977987583744e-19,IL6,p129,6,high (4-8)
Zap70,2.113015783783495e-23,-0.5303139295227708,0.792,0.882,3.3529334457076503e-19,IL6,p129,2,moderate (1-4)
Pip4k2a,2.299988844327919e-23,-0.7520395387567372,0.52,0.704,3.6496222981795427e-19,IL6,p129,1,unique
Cyba,2.5085372052250783e-23,-0.3745922540032616,0.95,0.975,3.9805468372511543e-19,IL6,p129,2,moderate (1-4)
Gm15987,4.555857393808869e-23,1.8566923670966096,0.187,0.054,7.229234512495913e-19,IL6,p129,2,moderate (1-4)
Mcl1,6.817476282239909e-23,0.4705479155836963,0.879,0.792,1.0817971364658288e-18,IL6,p129,1,unique
Serbp1,6.821424355758839e-23,0.2247515760485488,1,0.999,1.0824236167718127e-18,IL6,p129,2,moderate (1-4)
Ptges3,7.458566582013423e-23,0.3186126781717209,0.997,0.984,1.18352534523389e-18,IL6,p129,1,unique
Tbc1d4,9.084352027276452e-23,-1.0041962367888062,0.36,0.56,1.4415049796882275e-18,IL6,p129,4,moderate (1-4)
Gramd1b,9.63974712426712e-23,-0.6449038386338832,0.745,0.862,1.5296350736787062e-18,IL6,p129,1,unique
