genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,comp_1,comp_2,n_ligand,class
Gvin2,1.9297442350578507e-7,4.124314027078709,0.052,0.004,0.00306211815218979,IL27,p129,1,unique
Rps3a1,2.0979071956793243e-7,-0.1052110139978346,1,1,0.00332895913810395,IL27,p129,1,unique
Mettl1,2.1984862860219458e-7,0.21905239673188803,0.901,0.766,0.00348855803865962,IL27,p129,1,unique
Psmg4,2.331588186768393e-7,0.4368964428971756,0.843,0.685,0.00369976413476408,IL27,p129,1,unique
Syngr2,2.399571591016297e-7,0.3905209659657321,0.901,0.8,0.00380764020062465,IL27,p129,3,moderate (1-4)
Smarca2,2.4005287073202145e-7,-0.889357294613268,0.309,0.414,0.00380915895277571,IL27,p129,2,moderate (1-4)
Hnrnpab,2.531179166771835e-7,0.1982577497752538,1,0.998,0.00401647510183354,IL27,p129,2,moderate (1-4)
Limd2,2.576336969832259e-7,-0.360692224932706,0.89,0.953,0.00408813150372982,IL27,p129,3,moderate (1-4)
Sox5,2.639799850621163e-7,2.8656869700206764,0.084,0.012,0.00418883440296566,IL27,p129,2,moderate (1-4)
Insl6,2.894247680673825e-7,1.4278481810267365,0.225,0.097,0.00459259221969322,IL27,p129,1,unique
Cmtr1,3.0059547261246297e-7,0.356453164581637,0.649,0.477,0.00476984895941456,IL27,p129,2,moderate (1-4)
Psmb10,3.021541757375066e-7,0.6424657006388188,0.66,0.51,0.00479458246060275,IL27,p129,5,high (4-8)
Hspe1,3.053736902277446e-7,0.2385831722596734,0.995,0.989,0.00484566971653385,IL27,p129,1,unique
Irag2,3.06080225943793e-7,-0.4797164404332941,0.806,0.89,0.0048568810252761,IL27,p129,10,very high (8+)
Ltb,3.068035069297874e-7,-1.1714151933708337,0.377,0.515,0.00486835804796186,IL27,p129,6,high (4-8)
Gemin8,3.6068619990355515e-7,0.6590496615763075,0.325,0.186,0.00572336862006961,IL27,p129,2,moderate (1-4)
Dnah7a,3.7797482324976324e-7,1.4854311281183523,0.162,0.058,0.00599770449532724,IL27,p129,1,unique
Mthfd2,3.8069362802695956e-7,0.2683591001699206,0.974,0.887,0.00604084648953179,IL27,p129,1,unique
Prmt1,4.332030906885326e-7,0.28363120656208585,0.995,0.977,0.00687406664304563,IL27,p129,4,moderate (1-4)
Tapbp,4.377354892526713e-7,0.606310354866719,0.691,0.52,0.00694598674346138,IL27,p129,8,high (4-8)
Cd53,4.599938146212061e-7,-0.5155110110280149,0.754,0.811,0.00729918185040929,IL27,p129,4,moderate (1-4)
Noc2l,4.609733635097791e-7,0.4069443129499613,0.921,0.839,0.00731472533217317,IL27,p129,2,moderate (1-4)
Rps7,4.6105239481979794e-7,-0.16284368949513084,1,1,0.00731597940100055,IL27,p129,1,unique
Ifi211,4.688205637092731e-7,1.923910209745051,0.136,0.046,0.0074392447049387404,IL27,p129,4,moderate (1-4)
Samhd1,4.980345003750673e-7,0.6830744922456684,0.733,0.575,0.00790281145195156,IL27,p129,5,high (4-8)
Nap1l1,5.141609553111088e-7,0.1593893923974301,1,1,0.00815870603887667,IL27,p129,1,unique
Dbnl,5.796391635292649e-7,0.5044637859148184,0.848,0.727,0.00919771424688237,IL27,p129,5,high (4-8)
Atxn1,6.178279872708352e-7,0.38317719284496854,0.895,0.814,0.00980369450201361,IL27,p129,6,high (4-8)
Cnbp,6.722725287735377e-7,0.22304050438975895,1,0.994,0.01066762048657849,IL27,p129,2,moderate (1-4)
Rsl1d1,7.129480015725238e-7,0.2635766529577137,0.99,0.974,0.0113130588889528,IL27,p129,2,moderate (1-4)
Dusp5,7.213239898674289e-7,-0.8274764928099163,0.398,0.579,0.01144596907121636,IL27,p129,4,moderate (1-4)
Aen,7.819062982120614e-7,0.4204841258681632,0.806,0.675,0.01240728914002899,IL27,p129,2,moderate (1-4)
Myd88,7.909681588229067e-7,0.761204307722497,0.581,0.41,0.01255108274420188,IL27,p129,3,moderate (1-4)
Arhgef6,8.488360190022398e-7,-0.674575358013995,0.476,0.599,0.01346932994952754,IL27,p129,3,moderate (1-4)
Wars1,8.899400739545287e-7,0.6437153729944185,0.529,0.344,0.01412156909351046,IL27,p129,1,unique
Snu13,1.0151213679102952e-6,0.22402643102874545,0.995,0.988,0.01610794586600056,IL27,p129,2,moderate (1-4)
Ddx39a,1.110073219747145e-6,0.2996952408140703,0.969,0.937,0.01761464185094769,IL27,p129,1,unique
Nop58,1.1247577051090807e-6,0.24076707868275227,0.979,0.976,0.01784765526467089,IL27,p129,2,moderate (1-4)
B4galnt1,1.2184139470066894e-6,-0.4338260983485087,0.775,0.828,0.01933379251110214,IL27,p129,3,moderate (1-4)
Exosc4,1.4461227497463388e-6,0.3579583871580074,0.78,0.626,0.0229470757929749,IL27,p129,1,unique
Cct3,1.4847386909746585e-6,0.23504440035302276,0.995,0.953,0.02355983354838587,IL27,p129,3,moderate (1-4)
Egr1,1.5504321387914116e-6,0.5249621707868026,0.372,0.227,0.02460225717834211,IL27,p129,13,very high (8+)
Romo1,1.5739661195629886e-6,-0.2915395029868413,0.806,0.803,0.0249756943852255,IL27,p129,1,unique
Egr2,1.5823518584050977e-6,1.1795314149558669,0.22,0.101,0.02510875928917209,IL27,p129,3,moderate (1-4)
Snhg15,1.6017423122249832e-6,0.3340600832010169,0.885,0.763,0.02541644701038603,IL27,p129,3,moderate (1-4)
Psme1,1.612260542961827e-6,0.26347346770009183,0.995,0.988,0.02558335029571827,IL27,p129,4,moderate (1-4)
Ctsb,1.67738986650472e-6,0.4607890515233486,0.723,0.555,0.0266168224016969,IL27,p129,3,moderate (1-4)
Pou2f2,1.7141426917124311e-6,-0.4408206390831725,0.644,0.699,0.02720001623209285,IL27,p129,5,high (4-8)
Arhgef3,1.740212714478952e-6,-0.5333135499309936,0.707,0.825,0.02761369535335201,IL27,p129,2,moderate (1-4)
Ets1,1.7559076811133845e-6,-0.5692223795592293,0.628,0.731,0.02786274308390718,IL27,p129,2,moderate (1-4)
Arhgap15,1.7807667446719754e-6,-0.32170558978995034,0.921,0.906,0.0282572067044549,IL27,p129,4,moderate (1-4)
Gapdh,1.8711011816957528e-6,0.25428238465121833,0.979,0.983,0.0296906335511482,IL27,p129,2,moderate (1-4)
Actr1b,1.89709718284632e-6,-0.11646160956990624,0.382,0.325,0.0301031380974054,IL27,p129,1,unique
Nr4a1,2.069513823707487e-6,-1.0404572058515713,0.408,0.517,0.0328390453545904,IL27,p129,2,moderate (1-4)
Gnl1,2.1404373521256826e-6,0.5453189424074564,0.686,0.517,0.03396445990353033,IL27,p129,1,unique
Dnajc2,2.17719802866647e-6,0.27552323338282414,0.99,0.943,0.03454777831887954,IL27,p129,2,moderate (1-4)
Psma6,2.26880010254031e-6,0.2096271656603033,0.99,0.963,0.03600132002710964,IL27,p129,3,moderate (1-4)
Tspan32,2.383875259527266e-6,-0.7389145412375,0.33,0.433,0.03782733261817866,IL27,p129,1,unique
Gfi1,2.4513895118520695e-6,1.335292356205414,0.188,0.079,0.03889864877406863,IL27,p129,2,moderate (1-4)
Gm57206,2.539894565510883e-6,1.6490476349287264,0.11,0.032,0.04030304696552669,IL27,p129,1,unique
Git1,2.549180866200672e-6,0.2030781763860192,0.257,0.18,0.04045040198487226,IL27,p129,1,unique
Dkc1,2.566527773621649e-6,0.23788085307760043,0.984,0.956,0.04072566271182833,IL27,p129,2,moderate (1-4)
Mrpl12,2.5768560634010703e-6,0.2524733195801734,0.99,0.953,0.04088955201404818,IL27,p129,2,moderate (1-4)
Tbc1d4,2.670349333235071e-6,-0.7983691717201273,0.429,0.56,0.0423731032197741,IL27,p129,4,moderate (1-4)
Fastkd2,2.761844432568653e-6,0.470121463460448,0.497,0.346,0.04382494745599938,IL27,p129,1,unique
Cd3d,2.8369557052342366e-6,-0.3074038501897587,0.979,0.984,0.04501681313065687,IL27,p129,7,high (4-8)
H2-D1,3.024733882367036e-6,0.230415792522368,0.995,0.984,0.04799647724540012,IL27,p129,6,high (4-8)
Camk4,3.0325883699678665e-6,-0.5158504748742896,0.607,0.675,0.04812111225465011,IL27,p129,3,moderate (1-4)
Arhgap45,3.0387410673445957e-6,-0.904533216688592,0.309,0.468,0.04821874325662404,IL27,p129,1,unique
Psen1,3.2687477960035943e-6,0.14297251003629352,0.445,0.342,0.05186849002698503,IL27,p129,1,unique
Katna1,3.3683671926477255e-6,0.7742705243137151,0.545,0.38,0.05344925061293411,IL27,p129,2,moderate (1-4)
Pithd1,3.3749950560722355e-6,0.4816127043547383,0.675,0.503,0.05355442154975423,IL27,p129,2,moderate (1-4)
Pim1,3.4266072308293707e-6,0.4758398500657583,0.581,0.424,0.05437340353880045,IL27,p129,6,high (4-8)
Npm3,3.603119435560033e-6,0.24449468305360633,0.984,0.952,0.05717429920346659,IL27,p129,1,unique
Rel,3.672316156431525e-6,-0.4578289651001277,0.806,0.849,0.05827231277025543,IL27,p129,3,moderate (1-4)
Ccr7,4.069189718009177e-6,-0.6660452325638957,0.759,0.826,0.06456990244536961,IL27,p129,13,very high (8+)
Numa1,4.136999840991536e-6,-0.2661665451571238,0.602,0.565,0.0656459134768537,IL27,p129,1,unique
Septin9,4.202586672497468e-6,-0.6489647184900957,0.461,0.554,0.06668664531918982,IL27,p129,1,unique
Prps1,4.319788006357681e-6,0.42123709618275074,0.812,0.662,0.06854639608488369,IL27,p129,2,moderate (1-4)
Midn,4.531621604243042e-6,0.6522992358175264,0.393,0.248,0.07190777161612859,IL27,p129,3,moderate (1-4)
Cdv3,4.778897267315252e-6,0.2770567535967092,0.963,0.923,0.07583154183775842,IL27,p129,3,moderate (1-4)
Gpr183,4.831671093779794e-6,-0.6465039057065738,0.602,0.682,0.07666895691609776,IL27,p129,2,moderate (1-4)
Tomm20,5.097630795209803e-6,0.22793865654775525,0.99,0.982,0.08088920545838917,IL27,p129,2,moderate (1-4)
Sema7a,5.09794016560721e-6,2.8590149042939617,0.063,0.01,0.08089411454785521,IL27,p129,2,moderate (1-4)
Cd52,5.113973456919355e-6,-0.23345177032762576,1,0.997,0.08114853081439632,IL27,p129,16,very high (8+)
Fnbp1,5.164645061622554e-6,-0.4391699194041222,0.764,0.836,0.08195258783782669,IL27,p129,3,moderate (1-4)
Id2,5.222161612106952e-6,0.959885122896804,0.298,0.177,0.08286526046091312,IL27,p129,5,high (4-8)
Atp1b1,5.267634505460866e-6,-1.074000295736133,0.162,0.257,0.08358682433265302,IL27,p129,1,unique
Hspa9,5.371176072769899e-6,0.2074680732526235,0.995,0.974,0.08522982192271275,IL27,p129,2,moderate (1-4)
Snhg16,5.573022720209549e-6,0.16781424808292145,0.455,0.359,0.08843272452428513,IL27,p129,2,moderate (1-4)
Lrch1,5.580675142881679e-6,-0.23097162233700508,0.623,0.587,0.08855415316724648,IL27,p129,2,moderate (1-4)
Htt,5.6436530732119075e-6,0.13524985434563908,0.492,0.384,0.08955348696572654,IL27,p129,2,moderate (1-4)
Polr2g,5.662030307958508e-6,0.4045219347102078,0.916,0.821,0.0898450969266856,IL27,p129,2,moderate (1-4)
Zfas1,5.822388654604959e-6,0.3538722980399558,0.963,0.967,0.09238966317127148,IL27,p129,5,high (4-8)
Dmac1,5.847080496252184e-6,-0.12308512733595024,0.675,0.619,0.09278147331452966,IL27,p129,1,unique
Bcl11b,5.935969120275361e-6,0.47778540740199993,0.728,0.589,0.09419195800052944,IL27,p129,3,moderate (1-4)
Serpinb6b,2.042193695491118e-8,0.7336392927809445,0.436,0.317,3.240552956005306e-4,ADIPOQ,p129,2,moderate (1-4)
Tnfsf11,3.115846228891474e-7,0.32197711842393617,0.785,0.723,0.00494422479600499,ADIPOQ,p129,5,high (4-8)
Nfkb1,4.08091963014328e-7,0.2515391073799045,0.967,0.948,0.00647560326911135,ADIPOQ,p129,2,moderate (1-4)
Pcgf5,1.7583033170708967e-10,0.49165749036722706,0.821,0.725,2.790075703528099e-6,IL9,p129,14,very high (8+)
Cd52,3.225783042221974e-10,-0.200584859348083,0.998,0.997,5.1186725313978296e-6,IL9,p129,16,very high (8+)
Lad1,6.079476449266475e-8,0.331235597659439,0.853,0.768,9.646913229696042e-4,IL9,p129,15,very high (8+)
Rap1b,5.35121332089489e-7,0.19316374090273625,0.998,0.985,0.00849130529759601,IL9,p129,6,high (4-8)
Odc1,2.339527570925729e-6,0.1697200704311843,0.995,0.971,0.03712362349544947,IL9,p129,4,moderate (1-4)
Ipo7,4.3905162411677766e-6,0.21345637639379833,0.888,0.812,0.06966871171485028,IL9,p129,2,moderate (1-4)
Cd3e,5.189904279833861e-6,-0.20185882432236849,0.972,0.982,0.0823534011124037,IL9,p129,6,high (4-8)
Irf1,6.1052915548921166e-6,0.7410877955460871,0.337,0.235,0.0968787663930281,IL9,p129,8,high (4-8)
Gadd45b,2.568744572028862e-6,0.6637875171702714,0.582,0.413,0.04076083886895399,MSTN,p129,10,very high (8+)
A430093F15Rik,6.324652373321435e-8,0.3484660485225538,0.871,0.786,0.00100359583859864,CXCL10,p129,1,unique
Egr1,4.571998063140766e-7,0.8497367711816177,0.337,0.227,0.00725484652659176,CXCL10,p129,13,very high (8+)
Zfp36l1,2.593089052313916e-6,0.284768419747359,0.929,0.871,0.04114713708211721,CXCL10,p129,6,high (4-8)
Psme2,2.756164395653162e-6,-0.2202184910350966,0.979,0.993,0.04373481663022437,CXCL10,p129,15,very high (8+)
Dusp6,6.012238581518097e-6,0.6708696542074191,0.42,0.309,0.09540220181152916,CXCL10,p129,5,high (4-8)
Ifi27l2a,1.7968740617370152e-173,2.6264070481850084,0.951,0.549,2.851279761164295e-169,IFNK,p129,6,high (4-8)
Isg15,8.360689534898621e-150,5.088351019076397,0.735,0.045,1.3266742153977127e-145,IFNK,p129,5,high (4-8)
Trim30a,1.97559455032794e-125,2.74545701889633,0.816,0.278,3.1348734324603746e-121,IFNK,p129,4,moderate (1-4)
Bst2,2.001647243846694e-85,1.544527711280345,0.933,0.69,3.176213846535934e-81,IFNK,p129,5,high (4-8)
Xaf1,7.287282324753911e-80,4.888709562385056,0.466,0.023,1.1563459592919506e-75,IFNK,p129,3,moderate (1-4)
Stat1,5.983511731336144e-67,1.484592090245153,0.933,0.642,9.494636415284192e-63,IFNK,p129,10,very high (8+)
Eif2ak2,3.9057424108454946e-51,2.2240408836749865,0.601,0.201,6.197632057529631e-47,IFNK,p129,3,moderate (1-4)
Trim30d,8.127821130901446e-48,3.281239600594943,0.404,0.058,1.2897226570514412e-43,IFNK,p129,3,moderate (1-4)
Irf9,3.923703029047861e-45,2.571382175614983,0.502,0.104,6.226131966493144e-41,IFNK,p129,5,high (4-8)
Usp18,2.2787383577865875e-40,4.21946941372125,0.265,0.02,3.615902026135757e-36,IFNK,p129,3,moderate (1-4)
Sp100,3.3274872798557005e-39,1.4477435188308507,0.785,0.458,5.280056815675027e-35,IFNK,p129,4,moderate (1-4)
Ifi27,9.17867340950332e-36,2.7754534821753083,0.368,0.069,1.456471896619987e-31,IFNK,p129,6,high (4-8)
Lgals9,3.3035458226066736e-33,1.1768278438944733,0.839,0.582,5.24206651131227e-29,IFNK,p129,3,moderate (1-4)
Gbp6,3.142587178868222e-31,3.3735993408146676,0.256,0.027,4.9866573354280935e-27,IFNK,p129,5,high (4-8)
Trim12c,3.296539234194215e-30,2.0594697636307,0.48,0.17,5.230948456819381e-26,IFNK,p129,3,moderate (1-4)
B2m,8.433488896597676e-30,0.39701297269161673,0.996,1,1.3382260181121195e-25,IFNK,p129,5,high (4-8)
Irf7,6.431699155720166e-28,5.6457065828429,0.126,0.003,1.020582022029676e-23,IFNK,p129,3,moderate (1-4)
Ifi35,5.8573728050083525e-25,1.4311998514427993,0.628,0.327,9.294479166987254e-21,IFNK,p129,3,moderate (1-4)
Tap1,1.3773533751099142e-23,1.0864122842401944,0.717,0.488,2.185584335624412e-19,IFNK,p129,6,high (4-8)
Irgm1,5.43951209863906e-22,2.149794850455234,0.336,0.082,8.63141779812046e-18,IFNK,p129,5,high (4-8)
Dhx58,9.385526913354948e-22,4.51907401626667,0.13,0.006,1.4892954106111628e-17,IFNK,p129,3,moderate (1-4)
Ifi206,1.2046099787444243e-21,3.6181983644131335,0.17,0.016,1.9114751142716527e-17,IFNK,p129,3,moderate (1-4)
Shisa5,1.3102455086835564e-20,0.6540996937168402,0.982,0.913,2.079097573179067e-16,IFNK,p129,5,high (4-8)
Lgals3bp,1.5979177614759242e-20,2.03568916554242,0.345,0.108,2.5355759039099966e-16,IFNK,p129,4,moderate (1-4)
Isg20,2.937791286393896e-20,1.5935000912042037,0.453,0.184,4.661687213249834e-16,IFNK,p129,5,high (4-8)
Ifi214,5.322139577255843e-20,3.0961398687487844,0.17,0.019,8.445171081189572e-16,IFNK,p129,3,moderate (1-4)
Parp14,1.7296224670702442e-19,1.9988352568924372,0.35,0.114,2.7445649307470636e-15,IFNK,p129,5,high (4-8)
Rnf213,1.1521912725797715e-18,1.807144925849544,0.332,0.129,1.8282971113295822e-14,IFNK,p129,3,moderate (1-4)
Rtp4,6.394342556368661e-18,5.49601268247282,0.085,0.002,1.0146542768445793e-13,IFNK,p129,3,moderate (1-4)
Oas3,3.9921086468368e-17,3.4907507088904848,0.13,0.013,6.334678000800634e-13,IFNK,p129,3,moderate (1-4)
Slfn8,4.3800503365534457e-17,2.17827067017753,0.238,0.062,6.95026387404301e-13,IFNK,p129,3,moderate (1-4)
Mx2,6.554617550890393e-17,3.4694217328973034,0.139,0.017,1.0400867129752875e-12,IFNK,p129,3,moderate (1-4)
Psme2,7.42917135436636e-16,0.3968678641069032,0.996,0.993,1.178860910510854e-11,IFNK,p129,15,very high (8+)
Gbp9,7.485411575613809e-16,2.8572257891939365,0.175,0.037,1.1877851088183992e-11,IFNK,p129,4,moderate (1-4)
Tapbp,8.941026659259862e-16,0.8240621345836838,0.758,0.52,1.418762110291355e-11,IFNK,p129,8,high (4-8)
H2-T23,6.872935581881717e-15,0.743391549230382,0.812,0.639,1.0905974181329907e-10,IFNK,p129,7,high (4-8)
Pml,1.0881004166706514e-14,1.1399230393051425,0.574,0.343,1.7265977411729898e-10,IFNK,p129,5,high (4-8)
Epsti1,1.3683262260438604e-14,1.3402206879891232,0.408,0.189,2.1712600554863979e-10,IFNK,p129,3,moderate (1-4)
Mndal,1.4406270203024384e-14,0.9452716006417622,0.686,0.471,2.2859869558159092e-10,IFNK,p129,6,high (4-8)
H2-Q4,1.831633533574236e-13,0.7847692924138625,0.771,0.571,2.9064360910755973e-9,IFNK,p129,4,moderate (1-4)
Ifi213,7.747979458989568e-13,3.954263658831687,0.09,0.005,1.2294493805524644e-8,IFNK,p129,3,moderate (1-4)
Trim34a,1.6765990837815093e-12,2.0450239199022633,0.215,0.055,2.6604274261444993e-8,IFNK,p129,3,moderate (1-4)
Oas1a,2.859327915723448e-12,5.476792922797334,0.058,0.001,4.5371815366699676e-8,IFNK,p129,2,moderate (1-4)
Zbp1,3.3411860077434247e-12,1.439772764524487,0.26,0.091,5.3017939570872654e-8,IFNK,p129,6,high (4-8)
Ifi203,8.244525764764701e-12,1.0739421886555112,0.493,0.274,1.3082413483528628e-7,IFNK,p129,5,high (4-8)
Gm12185,1.361102407263268e-11,1.9807190879219183,0.179,0.05,2.1597972998453538e-7,IFNK,p129,2,moderate (1-4)
Sp110,2.51805600947194e-11,0.6492004797828219,0.83,0.665,3.995651275830074e-7,IFNK,p129,4,moderate (1-4)
H2-D1,4.645120474756439e-11,0.30440284390197103,0.996,0.984,7.370877169343518e-7,IFNK,p129,6,high (4-8)
Parp9,9.098280739772912e-11,1.4536828994729691,0.3,0.123,1.4437151877871657e-6,IFNK,p129,4,moderate (1-4)
H2-T24,1.0443726716214673e-10,1.93005081460261,0.161,0.042,1.6572105553289445e-6,IFNK,p129,3,moderate (1-4)
Igtp,3.8735544289543427e-10,0.7555855931258799,0.354,0.174,6.146556167864752e-6,IFNK,p129,6,high (4-8)
Cd47,4.3086267841719077e-10,0.42609299856609983,0.937,0.863,6.836928981123984e-6,IFNK,p129,3,moderate (1-4)
Psmb9,1.2000048600277967e-9,0.6052537331198977,0.807,0.644,1.904167711892108e-5,IFNK,p129,7,high (4-8)
Rigi,1.5093576844745651e-9,2.279648770628268,0.139,0.036,2.39504877372424e-5,IFNK,p129,3,moderate (1-4)
Hsh2d,1.5962084189077384e-9,1.7989020065766614,0.184,0.064,2.5328635191227997e-5,IFNK,p129,3,moderate (1-4)
Hspa5,2.823992175327345e-9,0.28227322499732255,1,0.98,4.481110783809432e-5,IFNK,p129,6,high (4-8)
Slfn1,3.401564653798632e-9,1.5654581415679962,0.247,0.101,5.3976027926476696e-5,IFNK,p129,3,moderate (1-4)
Ifih1,6.198282147197754e-9,1.1633452093262062,0.345,0.185,9.835434111173397e-5,IFNK,p129,4,moderate (1-4)
Ifi208,1.3533605693665905e-8,2.5059551806420517,0.121,0.027,2.1475125514709055e-4,IFNK,p129,3,moderate (1-4)
Ddx24,1.4418097075124606e-8,0.4505000824923094,0.924,0.836,2.2878636438807725e-4,IFNK,p129,3,moderate (1-4)
Ifit1,4.260905850322981e-8,3.967333189822013,0.054,0.003,6.761205403292505e-4,IFNK,p129,3,moderate (1-4)
Trim25,4.6345706985130164e-8,0.9634570574136908,0.417,0.26,7.354136784400454e-4,IFNK,p129,3,moderate (1-4)
Nampt,4.853545703719868e-8,0.5874851756037278,0.659,0.484,7.701606322662685e-4,IFNK,p129,5,high (4-8)
Helz2,6.008721842072129e-8,1.2580448995520974,0.278,0.135,9.534639819000054e-4,IFNK,p129,3,moderate (1-4)
Gbp10,8.515383715068233e-8,3.6925520732335304,0.054,0.004,0.00135122108790702,IFNK,p129,5,high (4-8)
Trim56,9.940593880674705e-8,1.3176401878643085,0.274,0.133,0.00157737343698546,IFNK,p129,3,moderate (1-4)
Adar,1.089396527074097e-7,0.8632143951968716,0.435,0.268,0.00172865440916117,IFNK,p129,3,moderate (1-4)
Psmb8,1.2912667558167018e-7,0.3567125703032472,0.928,0.885,0.00204898208812994,IFNK,p129,6,high (4-8)
9930111J21Rik2,2.293351832885195e-7,1.636740775248144,0.188,0.072,0.00363909068842222,IFNK,p129,3,moderate (1-4)
Nlrc5,2.429865968798305e-7,1.0052475314374858,0.39,0.227,0.00385571131928915,IFNK,p129,6,high (4-8)
Phf11b,1.2003865934096037e-6,1.0895064682712656,0.265,0.131,0.01904773446422359,IFNK,p129,3,moderate (1-4)
Trim21,1.5356129637910615e-6,1.455118169646985,0.188,0.077,0.02436710650943657,IFNK,p129,2,moderate (1-4)
Ifi211,2.531814661081525e-6,1.7306836028091055,0.135,0.046,0.04017483504204163,IFNK,p129,4,moderate (1-4)
Trim12a,3.2806361246788306e-6,1.0462143748838852,0.283,0.152,0.05205713402640368,IFNK,p129,3,moderate (1-4)
H2-K1,3.4959141742596315e-6,0.2610067904389721,0.996,0.993,0.05547316611715183,IFNK,p129,6,high (4-8)
Ncoa7,3.531411277473449e-6,0.5376293295253957,0.578,0.413,0.05603643415094869,IFNK,p129,3,moderate (1-4)
Ifitm3,3.8037310381311e-6,0.8342603676329005,0.323,0.188,0.06035760411306429,IFNK,p129,3,moderate (1-4)
Il15ra,4.532167446099455e-6,0.8270775360632208,0.314,0.181,0.07191643303470614,IFNK,p129,2,moderate (1-4)
Ogfr,4.772602968628675e-6,0.49587589191416226,0.673,0.519,0.07573166390619981,IFNK,p129,3,moderate (1-4)
Mrpl30,4.879299898205802e-6,0.21181370684328615,0.973,0.899,0.07742473078472967,IFNK,p129,1,unique
Ly6a,5.520653123666775e-6,1.815358225310023,0.135,0.048,0.08760172376634438,IFNK,p129,11,very high (8+)
Irf1,1.3528496093567267e-16,0.998973388445045,0.403,0.235,2.146701760127254e-12,IL17A,p129,8,high (4-8)
Psme2,5.978900917199356e-14,0.24340525983901573,0.993,0.993,9.487319975411935e-10,IL17A,p129,15,very high (8+)
Ly6a,2.472391157569048e-9,1.3288231422398606,0.119,0.048,3.923190288830565e-5,IL17A,p129,11,very high (8+)
H2az2,3.898938006766809e-9,-0.268422950603045,0.856,0.842,6.186834829137572e-5,IL17A,p129,6,high (4-8)
Hsp90aa1,6.374909563758375e-9,0.10829169453432907,0.998,0.999,1.011570649577179e-4,IL17A,p129,6,high (4-8)
Hspd1,1.1953260475832312e-8,0.12954968419859458,1,0.996,1.896743372305071e-4,IL17A,p129,8,high (4-8)
Ybx3,1.2932884715564433e-8,0.1516669860710924,0.978,0.964,2.052190146665764e-4,IL17A,p129,4,moderate (1-4)
Psme1,1.5525954571482652e-8,0.19520032239027296,0.987,0.988,2.463658471402867e-4,IL17A,p129,4,moderate (1-4)
Cytip,4.6355252612045634e-8,-0.29443371150558073,0.836,0.852,7.3556514844794e-4,IL17A,p129,9,very high (8+)
Tapbp,7.868960699637093e-8,0.3825194505328996,0.631,0.52,0.00124864668381841,IL17A,p129,8,high (4-8)
Ncl,8.540766018215417e-8,0.1061968840115819,1,1,0.00135524875177042,IL17A,p129,4,moderate (1-4)
Psme2b,1.1463568946188869e-7,0.3279354918407831,0.5,0.397,0.00181903912038124,IL17A,p129,2,moderate (1-4)
Kcnab2,1.20649648936129e-7,-0.11867338566985952,0.56,0.523,0.00191446862931849,IL17A,p129,1,unique
Ms4a4b,5.245366812416793e-7,-0.2511284711981163,0.864,0.901,0.00832334805794296,IL17A,p129,7,high (4-8)
Gbp2,5.276005118142768e-7,0.5164043244970333,0.302,0.211,0.00837196492146894,IL17A,p129,7,high (4-8)
Dgka,5.74677582495157e-7,-0.4380370275291401,0.436,0.49,0.00911898387903315,IL17A,p129,1,unique
Skap1,7.320911120870253e-7,-0.22196156362536856,0.782,0.862,0.01161682176659691,IL17A,p129,4,moderate (1-4)
Junb,7.342599972028082e-7,0.24627419158118505,0.847,0.818,0.01165123763561416,IL17A,p129,9,very high (8+)
Nfkbia,8.20245360256004e-7,0.23335351938853768,0.965,0.935,0.01301565337654227,IL17A,p129,8,high (4-8)
Psma6,9.881703850369573e-7,0.12909737607170468,0.975,0.963,0.01568028766976643,IL17A,p129,3,moderate (1-4)
Stat1,1.819119972261066e-6,0.4080434260860907,0.705,0.642,0.02886579571983859,IL17A,p129,10,very high (8+)
Psmb9,2.110299811238581e-6,0.4022833931108965,0.735,0.644,0.0334862374047338,IL17A,p129,7,high (4-8)
Zfas1,2.2434222912130856e-6,0.25432025955307225,0.975,0.967,0.03559862491696924,IL17A,p129,5,high (4-8)
Orc5,2.4328735364874765e-6,0.28875840702691624,0.517,0.426,0.03860483727698328,IL17A,p129,1,unique
Dkc1,2.6498949492858423e-6,0.14968340485126783,0.977,0.956,0.04204853305526775,IL17A,p129,2,moderate (1-4)
Cblb,3.3688843292836568e-6,-0.3770601440022108,0.545,0.623,0.05345745653707307,IL17A,p129,7,high (4-8)
Gpr183,3.3988401900251013e-6,-0.3795513845661874,0.619,0.682,0.0539327961353183,IL17A,p129,2,moderate (1-4)
Emc10,4.251564558626628e-6,-0.12080912008553822,0.718,0.7,0.06746382641628733,IL17A,p129,1,unique
Coro1a,4.649350506652246e-6,-0.15834598078083406,0.995,0.994,0.07377589383955784,IL17A,p129,7,high (4-8)
Cd69,4.691296531919644e-6,0.30135014571573393,0.784,0.723,0.07444149336850091,IL17A,p129,4,moderate (1-4)
Tcea2,4.702658564743267e-6,0.17456421818969892,0.107,0.078,0.07462178610534616,IL17A,p129,1,unique
Cd52,5.199848974271625e-6,-0.12295590593330852,1,0.997,0.08251120352374215,IL17A,p129,16,very high (8+)
Inka2,5.207718914622882e-6,0.30299721441867833,0.294,0.219,0.08263608373723588,IL17A,p129,1,unique
Odc1,5.351565081957157e-6,0.10664031822552732,0.992,0.971,0.08491863472049617,IL17A,p129,4,moderate (1-4)
Tapbpl,5.978189270166694e-6,0.44145355230554895,0.483,0.41,0.0948619073390051,IL17A,p129,5,high (4-8)
