genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,comp_1,comp_2
Cd52,3.356295523250722e-10,-0.23143370777817918,0.997,0.997,5.325769736294246e-6,IL1F9,p129
Gadd45b,1.272490479052557e-8,0.8380596233230451,0.543,0.413,2.0191878921605973e-4,IL1F9,p129
Cenpa,2.7808596338498192e-33,-0.47892257021750967,0.553,0.684,4.412668066992893e-29,IL2,p129
Ube2c,3.540423512496154e-28,-0.4202046503249559,0.666,0.77,5.617944029628897e-24,IL2,p129
Hmgb2,5.592054712011139e-27,-0.20863102362903785,0.977,0.991,8.873472417019276e-23,IL2,p129
Tpx2,1.5419586185315933e-24,-0.3216721901467834,0.7,0.794,2.446779935885932e-20,IL2,p129
Plk1,3.5975214144562336e-23,-0.5734499055833484,0.412,0.539,5.708546980459152e-19,IL2,p129
Cks2,1.9903398613031624e-20,-0.21429315634674562,0.874,0.933,3.158271291915858e-16,IL2,p129
Hmmr,5.0052542107948087e-20,-0.3637698436731037,0.484,0.601,7.942337381689202e-16,IL2,p129
Cenpe,1.5858687777646213e-19,-0.2580555520697968,0.656,0.751,2.516456576556901e-15,IL2,p129
H4c4,3.6279401806814162e-19,-0.19571708340749572,0.737,0.835,5.756815478705271e-15,IL2,p129
Cdca8,1.354283047096325e-18,-0.2456549194750628,0.777,0.845,2.1489763391324483e-14,IL2,p129
Cdc20,3.0281500886552757e-18,-0.5061644965337656,0.442,0.549,4.8050685606781917e-14,IL2,p129
Mki67,4.218765438816906e-17,-0.18639432308570392,0.837,0.893,6.694336998314666e-13,IL2,p129
Birc5,5.624316520822413e-17,-0.19144734328205293,0.78,0.85,8.924665455241004e-13,IL2,p129
Arl6ip1,1.3343005575509933e-16,-0.23125879571823127,0.865,0.903,2.1172681247219163e-12,IL2,p129
Tnfsf11,6.536311841312535e-16,-0.38998771205184846,0.638,0.723,1.0371819629794731e-11,IL2,p129
Hmgn2,1.2853818816072838e-15,-0.13311130779713443,0.975,0.99,2.039643969734438e-11,IL2,p129
H2az1,3.3974318499591967e-15,-0.11366173916326616,0.995,0.998,5.391044859515253e-11,IL2,p129
Cks1b,3.5138136130710256e-15,-0.22341412195779042,0.828,0.891,5.575719441221103e-11,IL2,p129
H1f5,3.708521065344531e-15,-0.21398614451046427,0.779,0.848,5.884681226488702e-11,IL2,p129
Tacc3,4.110946650642516e-15,-0.22638468603613854,0.632,0.726,6.523250145239545e-11,IL2,p129
H1f4,8.768861329632225e-15,-0.22055136129247277,0.844,0.9,1.3914429157860415e-10,IL2,p129
Ccnb1,9.60477018768756e-15,-0.4400489874904793,0.436,0.533,1.524084933382262e-10,IL2,p129
Cenpf,1.9299198318076956e-14,-0.37339697551131956,0.564,0.66,3.062396789112451e-10,IL2,p129
Lig1,2.1174354143206153e-14,0.15282689045148956,0.893,0.902,3.3599465154439524e-10,IL2,p129
Izumo1r,4.60744096178683e-14,0.35824411200845974,0.498,0.486,7.311087318163341e-10,IL2,p129
Mcm6,5.692004761841438e-14,0.1850967471800693,0.912,0.896,9.032073156089994e-10,IL2,p129
p139-T7oBC5p-MS2,6.68356381458012e-14,1.1919644114996824,0.582,0.311,1.0605479060975734e-9,IL2,p129
Thumpd3,8.517417819447726e-14,-0.1086103390356522,0.494,0.573,1.3515438595899652e-9,IL2,p129
Smc2,9.341106874042582e-14,-0.11665701117988192,0.897,0.951,1.4822468387730768e-9,IL2,p129
Aspm,1.4546534685848057e-13,-0.4425502822131375,0.329,0.423,2.30824412395037e-9,IL2,p129
Nusap1,2.322667902991945e-13,-0.19033017330624966,0.548,0.643,3.685609428467618e-9,IL2,p129
Top2a,4.282149004934682e-13,-0.14470496547699963,0.902,0.944,6.794914041030353e-9,IL2,p129
Racgap1,4.5103831867461373e-13,-0.21687074113025895,0.456,0.546,7.1570760407287705e-9,IL2,p129
Ccnk,5.66268811454148e-13,-0.19691973577996125,0.427,0.52,8.985553500154422e-9,IL2,p129
Kif23,6.752564961360194e-13,-0.3006690928186886,0.479,0.563,1.0714970080686356e-8,IL2,p129
Ccna2,8.250490974878085e-13,-0.14975074490198892,0.722,0.797,1.3091879078936546e-8,IL2,p129
Kif11,9.946598042133473e-13,-0.1729824193344417,0.728,0.806,1.5783261773257394e-8,IL2,p129
Prc1,1.0331334065843514e-12,-0.33653349878062727,0.445,0.548,1.639376089568049e-8,IL2,p129
Ccnb2,1.101170785957847e-12,-0.3415932290887215,0.345,0.443,1.7473378031579117e-8,IL2,p129
Cdca3,1.1246797617241864e-12,-0.19566649348638512,0.564,0.645,1.7846418459039392e-8,IL2,p129
Cdc45,1.3043603807867364e-12,0.20626304029660264,0.561,0.564,2.0697590522323932e-8,IL2,p129
Ube2s,1.6260237573066797e-12,-0.18087477486866033,0.887,0.916,2.5801744980942394e-8,IL2,p129
Troap,2.075716952304069e-12,-0.2694638132013205,0.136,0.189,3.293747659916097e-8,IL2,p129
Kif22,2.67719631242498e-12,-0.18854837386993017,0.447,0.537,4.2481751085559585e-8,IL2,p129
Aurkb,2.9373019842413215e-12,-0.160314534413328,0.591,0.675,4.660910788594129e-8,IL2,p129
H1f2,3.723415493521145e-12,-0.2132765316016729,0.524,0.626,5.9083157051193534e-8,IL2,p129
Aurka,4.306062903471256e-12,-0.37722664004658624,0.319,0.407,6.832860615228189e-8,IL2,p129
Ckap5,5.2746713317045656e-12,-0.18691998021349476,0.698,0.764,8.369848469148805e-8,IL2,p129
H2ac4,6.587550973543455e-12,-0.20166096534937322,0.584,0.672,1.0453125884818755e-7,IL2,p129
Cdk9,6.88795102069798e-12,0.1837591431313758,0.624,0.621,1.0929800679643555e-7,IL2,p129
Tmem241,6.891686738286349e-12,0.2093289209401088,0.133,0.142,1.0935728516312778e-7,IL2,p129
Ubald2,1.019871158342604e-11,-0.209101985990657,0.598,0.687,1.618331554058044e-7,IL2,p129
Knl1,1.4130409003432521e-11,-0.15382205154564,0.633,0.707,2.2422133006646724e-7,IL2,p129
Chd3,1.6849175021098864e-11,0.13803651503712303,0.574,0.608,2.6736270923479675e-7,IL2,p129
Tsen34,2.3530216077529064e-11,0.10769977077650261,0.312,0.34,3.733774687182312e-7,IL2,p129
Mad2l1,2.4863291529064576e-11,-0.11059754186303716,0.645,0.721,3.945307099831967e-7,IL2,p129
Dlgap5,2.7397177098829206e-11,-0.1224370378707933,0.448,0.511,4.3473840620422184e-7,IL2,p129
Kif20b,2.7689678286307642e-11,-0.20723779259808883,0.634,0.709,4.393798150471297e-7,IL2,p129
Trim8,3.0167378403216534e-11,0.23781316021406296,0.346,0.344,4.7869596050224e-7,IL2,p129
Ckap2,3.0963215250456993e-11,-0.1426687726910434,0.292,0.361,4.913242995942515e-7,IL2,p129
Terf1,3.286260672370574e-11,-0.12333040176369359,0.377,0.442,5.214638434917627e-7,IL2,p129
Smc4,3.4630189828452545e-11,-0.1021564831082693,0.953,0.979,5.49511852197885e-7,IL2,p129
2700097O09Rik,3.5073462124565384e-11,0.21514082966658776,0.236,0.241,5.565456969926035e-7,IL2,p129
Mtfr1l,3.817970538159682e-11,0.2063248294774298,0.304,0.311,6.058355649951784e-7,IL2,p129
Tti1,4.056818057201022e-11,0.22064273103247922,0.24,0.245,6.437358893166582e-7,IL2,p129
Gmnn,5.1143170978010236e-11,0.10381264806732149,0.799,0.831,8.115398370790665e-7,IL2,p129
Clspn,5.191044983268247e-11,0.12216345936233314,0.703,0.734,8.237150179450054e-7,IL2,p129
Ung,5.2888684232033766e-11,0.45383253681303537,0.323,0.278,8.392376413939118e-7,IL2,p129
Edc3,5.528398973974302e-11,-0.14029928875261488,0.252,0.32,8.772463491902423e-7,IL2,p129
Ssbp4,6.024989096736488e-11,0.13911298561855223,0.257,0.281,9.560452698701458e-7,IL2,p129
Mgat2,7.164980564407761e-11,0.12177198307824061,0.542,0.572,1.1369391159602234e-6,IL2,p129
Zbtb11,7.790357614975863e-11,0.22455413455444684,0.393,0.396,1.23617394634437e-6,IL2,p129
Armh3,7.961580578331926e-11,-0.44311134212609504,0.127,0.197,1.26334360616971e-6,IL2,p129
Fam53a,8.221781783661292e-11,0.17200561948768844,0.361,0.379,1.3046323334313738e-6,IL2,p129
Arhgap19,9.047270985568938e-11,-0.5416229968180413,0.13,0.202,1.4356209599900792e-6,IL2,p129
Dglucy,9.962818344278328e-11,0.12056516865960032,0.452,0.482,1.5809000148700852e-6,IL2,p129
Crim1,1.0086424636365323e-10,0.136411385260935,0.194,0.219,1.6005138612984495e-6,IL2,p129
Mmadhc,1.186466551259719e-10,-0.11103151339172146,0.499,0.569,1.8826851235389219e-6,IL2,p129
Ckap2l,1.384292785240844e-10,-0.27341302752985297,0.51,0.582,2.1965957916201716e-6,IL2,p129
Zc3h10,1.5507055152150083e-10,0.21813441807570122,0.168,0.178,2.4606595115431753e-6,IL2,p129
2310011J03Rik,1.6443576463399994e-10,0.16813364759859706,0.472,0.475,2.609266713212311e-6,IL2,p129
D17H6S56E-5,1.7172070721712507e-10,-0.13827140297294394,0.78,0.854,2.7248641821213407e-6,IL2,p129
3110040N11Rik,1.7792516272908225e-10,0.134534080122249,0.39,0.405,2.823316482185077e-6,IL2,p129
Incenp,1.832760142527554e-10,-0.10189009347930672,0.667,0.737,2.9082237941627227e-6,IL2,p129
Bud13,2.3017883318999686e-10,0.1267218359042217,0.361,0.381,3.6524777250588702e-6,IL2,p129
Cdca2,2.74356102315151e-10,-0.18447769370547518,0.416,0.491,4.3534826315368166e-6,IL2,p129
Mis18bp1,2.79504015167161e-10,-0.21456393728311496,0.426,0.511,4.435169712672511e-6,IL2,p129
Slc35a3,2.896525655787374e-10,-0.1857475957957535,0.265,0.335,4.596206910603405e-6,IL2,p129
Anapc15,3.6565187258806055e-10,-0.14013332882729992,0.626,0.705,5.802163914227345e-6,IL2,p129
Iqgap2,3.7018547700721e-10,0.12883328179919862,0.341,0.372,5.874103149150408e-6,IL2,p129
Ttc19,4.155570982750414e-10,0.17383606629960457,0.179,0.191,6.594060035428357e-6,IL2,p129
Dpcd,4.2743807129016566e-10,-0.12363444602592621,0.38,0.445,6.782587315232349e-6,IL2,p129
Kdm5b,4.788809327904454e-10,0.23820706946063264,0.348,0.345,7.598882641518788e-6,IL2,p129
Kif4,4.78939952535216e-10,-0.11437574593320726,0.533,0.596,7.599819166828808e-6,IL2,p129
Tbc1d23,5.213299451778924e-10,0.1006221855403,0.154,0.175,8.272463570082797e-6,IL2,p129
Aup1,5.217434969753092e-10,-0.13728605951546974,0.656,0.732,8.279025810004207e-6,IL2,p129
Xpo4,5.2526026798628e-10,-0.20275817566213994,0.444,0.527,8.334829932406292e-6,IL2,p129
H2ac8,5.992134033556502e-10,-0.13861197689562244,0.662,0.731,9.508318284447456e-6,IL2,p129
Exoc5,6.110672332266218e-10,0.11286378950015907,0.46,0.485,9.696414856840034e-6,IL2,p129
Nsd2,6.715464098816157e-10,0.13378425678388317,0.754,0.773,1.0656098432001478e-5,IL2,p129
C2cd3,6.73625157514012e-10,0.1717980747917358,0.398,0.407,1.0689083999432343e-5,IL2,p129
Ndc1,6.926269587386134e-10,-0.17132114774524054,0.314,0.381,1.0990604581264317e-5,IL2,p129
Sephs1,7.062548348190559e-10,-0.2661210885492633,0.33,0.406,1.1206851718908779e-5,IL2,p129
Syce2,7.114217030156032e-10,0.20254132730242014,0.442,0.444,1.1288839583451591e-5,IL2,p129
H2ac20,7.248674334851041e-10,-0.21393071216741744,0.658,0.725,1.1502196434541631e-5,IL2,p129
Ccdc34,7.288935712397589e-10,-0.12603800569336876,0.618,0.691,1.1566083188432494e-5,IL2,p129
AI662270,7.456742519267236e-10,-0.14915041267462992,0.34,0.41,1.1832359029573249e-5,IL2,p129
Ndc80,7.746678513493935e-10,-0.2138554628751011,0.501,0.591,1.2292429465212176e-5,IL2,p129
Mettl4,8.230635838922241e-10,-0.13513686895139543,0.201,0.248,1.3060372949201812e-5,IL2,p129
Hcst,8.772243433528404e-10,0.2706341878917542,0.277,0.278,1.3919795880322872e-5,IL2,p129
Mterf3,9.312742261568302e-10,0.11517920110671698,0.36,0.375,1.4777459420656582e-5,IL2,p129
Dgcr6,9.801309517702524e-10,0.16410937751672683,0.279,0.286,1.5552717942690364e-5,IL2,p129
Htra2,1.0060009922483668e-9,-0.28620730435264297,0.381,0.467,1.5963223744997084e-5,IL2,p129
Tmem97,1.0179219420210658e-9,-0.20699468242620567,0.631,0.703,1.6152385375990272e-5,IL2,p129
Bnip2,1.036460014970221e-9,-0.1144790250406776,0.627,0.702,1.6446547517547466e-5,IL2,p129
Stat5b,1.2138321731736932e-9,0.16118412347249866,0.399,0.413,1.9261088923920162e-5,IL2,p129
Plcl2,1.3072880565076424e-9,0.2559680678326046,0.366,0.36,2.0744046880663268e-5,IL2,p129
Armc10,1.3776804422253744e-9,0.23022884159973112,0.374,0.367,2.186103325723224e-5,IL2,p129
Vps33b,1.383685547671531e-9,0.25561647057039316,0.174,0.173,2.1956322270451856e-5,IL2,p129
Madd,1.3905992928059801e-9,0.18292212427332477,0.235,0.249,2.2066029578245294e-5,IL2,p129
Pfkl,1.407089116175284e-9,0.16189891383313226,0.448,0.451,2.2327690095469408e-5,IL2,p129
Galt,1.4597870832044778e-9,0.2746609003494078,0.157,0.158,2.3163901436288656e-5,IL2,p129
Marcksl1,1.5042322757577427e-9,-0.1340809985022191,0.824,0.874,2.3869157751723862e-5,IL2,p129
Snhg5,1.524965469388583e-9,-0.22128960946505344,0.51,0.592,2.4198152068258035e-5,IL2,p129
Degs1,1.5661394797115976e-9,0.10723995610897974,0.439,0.468,2.485150126406363e-5,IL2,p129
Ncapd2,1.5686839064820907e-9,-0.10381788799587227,0.601,0.672,2.4891876228057816e-5,IL2,p129
Fam169b,1.5951557480452492e-9,0.10535538578105186,0.392,0.421,2.5311931409982014e-5,IL2,p129
H2ac24,1.6228223848378953e-9,-0.20925819482161767,0.159,0.209,2.5750945602607724e-5,IL2,p129
Gimap6,1.6589420034449528e-9,0.2086338354173931,0.607,0.613,2.632409171066451e-5,IL2,p129
H2ax,1.690745919593789e-9,-0.13202501103450348,0.752,0.818,2.6828756252114243e-5,IL2,p129
Kif2c,1.7623999773611788e-9,-0.26606152093864344,0.312,0.384,2.7965762840767186e-5,IL2,p129
Vipas39,1.7809459891439546e-9,0.21833829627578716,0.236,0.24,2.826005095573627e-5,IL2,p129
Prps1l3,1.7903964496994185e-9,0.20408357091250706,0.371,0.364,2.8410010863830374e-5,IL2,p129
Dnajb1,1.8610976815187548e-9,0.20112124534482023,0.433,0.421,2.95318980103396e-5,IL2,p129
Snapc1,1.8921208739533644e-9,0.17493453668162418,0.321,0.329,3.0024174027891987e-5,IL2,p129
Cdk5rap2,1.9476056902968293e-9,-0.10507332211916065,0.353,0.414,3.090460709363009e-5,IL2,p129
Utrn,1.948633998586151e-9,0.1410035776034113,0.583,0.61,3.092092428956504e-5,IL2,p129
Msh6,1.956290222806276e-9,0.28355170861189427,0.483,0.441,3.104241325548999e-5,IL2,p129
Bub1b,2.0316753858925822e-9,-0.23949745134987321,0.413,0.488,3.22386250233435e-5,IL2,p129
Kdm2a,2.049582969418958e-9,0.1295779108076579,0.444,0.459,3.252278255874002e-5,IL2,p129
Il27ra,2.154862260258712e-9,0.2568325809866643,0.375,0.358,3.419335434578525e-5,IL2,p129
Tmem199,2.2776146703261224e-9,-0.15427745727791686,0.26,0.314,3.6141189588734914e-5,IL2,p129
Ska3,2.5989003545328396e-9,-0.10010842309855095,0.184,0.227,4.12393508257271e-5,IL2,p129
Dpy19l1,2.6726970148731483e-9,0.3638974493502527,0.239,0.212,4.241035623200712e-5,IL2,p129
Mtpap,2.6941625841595448e-9,-0.1448916806182039,0.315,0.375,4.2750971885443654e-5,IL2,p129
Usp4,2.7250228723875095e-9,0.10957460670197072,0.462,0.486,4.3240662939045e-5,IL2,p129
Samhd1,2.7344830586168236e-9,0.16849225401573212,0.575,0.575,4.3390777174131754e-5,IL2,p129
Snx2,2.777394574782081e-9,0.12763915021008831,0.504,0.507,4.4071697112642065e-5,IL2,p129
Slc43a3,2.8761885381750405e-9,-0.14292690674472786,0.374,0.448,4.563935972376154e-5,IL2,p129
Trappc6b,2.8877720472436904e-9,-0.11991293538437786,0.494,0.564,4.582316684566288e-5,IL2,p129
Uhrf1,2.943662597606562e-9,0.1648120617872677,0.771,0.777,4.671003809882093e-5,IL2,p129
Lap3,3.009636660881816e-9,-0.1281808317280286,0.565,0.643,4.775691453487265e-5,IL2,p129
Mapkapk3,3.1190631518662828e-9,-0.12284249523329371,0.475,0.541,4.949329409381418e-5,IL2,p129
Eid1,3.1313205025885956e-9,0.2272894355359747,0.356,0.345,4.9687793735075835e-5,IL2,p129
Yif1b,3.1450579632432134e-9,-0.18926416815755331,0.395,0.468,4.990577976074331e-5,IL2,p129
Mef2a,3.241889360837138e-9,0.1482976357284863,0.437,0.448,5.1442300377763705e-5,IL2,p129
Nup35,3.2644936091974197e-9,-0.12296131506107955,0.361,0.421,5.1800984590744654e-5,IL2,p129
Slain1,3.5161742377931964e-9,0.25697649364162367,0.251,0.245,5.579465280530244e-5,IL2,p129
Traf3,3.770472442951522e-9,0.11365707246912804,0.463,0.487,5.982985672475475e-5,IL2,p129
Cdk1,3.813638633130079e-9,-0.16898178976268585,0.748,0.804,6.05148178305081e-5,IL2,p129
Mrpl3,3.8849299602756765e-9,0.12365246757988513,0.637,0.65,6.164606860965443e-5,IL2,p129
Rnf145,3.977111011462039e-9,-0.17548291981124375,0.188,0.239,6.310879752987963e-5,IL2,p129
Tubgcp2,4.199827556423502e-9,0.1505016859170838,0.418,0.417,6.664286366532813e-5,IL2,p129
Pdk1,4.203702693156504e-9,0.12932831224673724,0.24,0.26,6.670435433500741e-5,IL2,p129
Sac3d1,4.295410285236489e-9,0.1330328973634447,0.375,0.395,6.815957040613261e-5,IL2,p129
Lactb2,4.338922996161879e-9,0.10284732575337974,0.413,0.433,6.88500301030967e-5,IL2,p129
Tubb4b,4.514638150494529e-9,-0.13555029505205907,0.915,0.944,7.163827817204719e-5,IL2,p129
Impdh1,4.765364191169252e-9,0.1997023149798276,0.342,0.345,7.561679898547369e-5,IL2,p129
Pcid2,4.981489539627898e-9,0.10680566760452037,0.297,0.318,7.904627601481548e-5,IL2,p129
Nck1,5.033400043988663e-9,0.1360344725278071,0.323,0.341,7.986999189801211e-5,IL2,p129
Cdyl,5.122578813114914e-9,0.11008058893621131,0.277,0.294,8.128508060650746e-5,IL2,p129
Mettl3,5.1561793323016156e-9,-0.14804333954287152,0.214,0.265,8.181825364496203e-5,IL2,p129
Ergic1,5.4300205478206905e-9,-0.1515783504352365,0.695,0.769,8.616356605281872e-5,IL2,p129
Eif4e2,5.64162179622896e-9,-0.10457007886933001,0.739,0.8,8.952125466256114e-5,IL2,p129
Gripap1,5.7713516729625955e-9,0.11657297168781766,0.359,0.377,9.157980834657046e-5,IL2,p129
Rfc1,5.824185290463793e-9,0.1183979882737829,0.844,0.859,9.241817218907946e-5,IL2,p129
Foxk1,6.2255977054333604e-9,-0.15954778744272646,0.248,0.312,9.878778438981657e-5,IL2,p129
Lta,6.404213508838472e-9,0.13847989820030054,0.356,0.407,1.0162205995824888e-4,IL2,p129
E2f3,6.416840377281488e-9,-0.1157196016637918,0.476,0.544,1.0182242310670264e-4,IL2,p129
Slc39a3,6.6810823343051985e-9,0.18977745990182537,0.127,0.132,1.0601541448075489e-4,IL2,p129
Atp6v1d,6.74205763782831e-9,0.1610862672214688,0.547,0.555,1.0698297059705962e-4,IL2,p129
Prmt6,6.927765245558989e-9,0.4282967454205524,0.159,0.141,1.0992977891653004e-4,IL2,p129
Capn2,7.1431058764000835e-9,0.22566741804115553,0.171,0.179,1.1334680404671653e-4,IL2,p129
Map2k1,7.254886222360601e-9,0.15549470941202315,0.382,0.393,1.1512053457641801e-4,IL2,p129
Aim2,7.368846150005532e-9,-0.2713298308439729,0.201,0.265,1.1692885070828778e-4,IL2,p129
Fam241a,7.385349112839994e-9,0.28877014442480053,0.279,0.265,1.1719071972254502e-4,IL2,p129
Parpbp,8.011178607932744e-9,-0.416725895131437,0.228,0.302,1.2712138215067678e-4,IL2,p129
Pgam5,8.034507653564738e-9,-0.10011685838650042,0.39,0.457,1.2749156744676525e-4,IL2,p129
Pias1,8.150992766741255e-9,0.15444807747931089,0.451,0.453,1.2933995322265024e-4,IL2,p129
Otulin,8.187789388213537e-9,0.219806196643213,0.507,0.488,1.299238420121724e-4,IL2,p129
Itprid2,9.209611188776801e-9,0.19275783438001115,0.091,0.1,1.461381103435103e-4,IL2,p129
Sco1,9.249741753811236e-9,-0.1432246010728324,0.163,0.206,1.467749021494767e-4,IL2,p129
Ago3,9.303622474031886e-9,0.10657696318861465,0.326,0.349,1.4762988141793796e-4,IL2,p129
Abcd3,9.366614507403688e-9,-0.15601729838457534,0.376,0.445,1.4862943900348174e-4,IL2,p129
A130010J15Rik,9.779789878562023e-9,-0.14734318519828804,0.141,0.179,1.5518570579302218e-4,IL2,p129
Pnpla8,1.018672896962527e-8,0.14943509024301305,0.189,0.203,1.6164301529001377e-4,IL2,p129
Spryd7,1.0324325242772e-8,0.15520098593371356,0.262,0.278,1.638263929523061e-4,IL2,p129
Tagap,1.0515911257723311e-8,0.24547273727147512,0.33,0.335,1.668664798375535e-4,IL2,p129
Zmym2,1.1232301645820736e-8,-0.10570926930912505,0.274,0.325,1.7823416251588344e-4,IL2,p129
Tmem131l,1.1674498149725371e-8,0.31728697992558197,0.405,0.376,1.852509366398422e-4,IL2,p129
Itgb1,1.1735713252961684e-8,-0.14253304579193388,0.625,0.704,1.86222297897996e-4,IL2,p129
Polr3g,1.2124635242987017e-8,-0.14854050853194645,0.298,0.349,1.92393712035718e-4,IL2,p129
St6gal1,1.2169463286432306e-8,-0.2837264993105675,0.262,0.334,1.9310504342910783e-4,IL2,p129
Cep55,1.2229004938382026e-8,-0.17154666786004824,0.413,0.485,1.94049850362246e-4,IL2,p129
Sacs,1.2248697440224383e-8,0.13807570664766322,0.393,0.408,1.943623309814805e-4,IL2,p129
Kif20a,1.2304177361302755e-8,-0.2519599374265744,0.355,0.43,1.9524268636915212e-4,IL2,p129
Pnp,1.2712977425821004e-8,0.1325759097504573,0.529,0.541,2.017295257929277e-4,IL2,p129
Slc16a1,1.281270088477707e-8,-0.1576230748356241,0.394,0.463,2.0331193763964254e-4,IL2,p129
Phf3,1.2854159472966068e-8,0.10269673852496562,0.652,0.672,2.0396980251702557e-4,IL2,p129
Ap2a2,1.2985963683958364e-8,0.20570369068602545,0.294,0.29,2.0606127173705132e-4,IL2,p129
Rnf149,1.3322331129915213e-8,-0.16988172719297978,0.18,0.231,2.113987503694946e-4,IL2,p129
Nfya,1.3646812154238417e-8,-0.1462136762155013,0.3,0.358,2.165476152634552e-4,IL2,p129
Gak,1.3826447110257315e-8,0.10888956967884345,0.399,0.417,2.1939806274556307e-4,IL2,p129
Nol8,1.3859141627245735e-8,-0.18247039914114796,0.575,0.652,2.1991685934113532e-4,IL2,p129
Obi1,1.3862680601215667e-8,0.270928400438017,0.454,0.429,2.199730157800902e-4,IL2,p129
Bop1,1.3920411550553198e-8,-0.11651333564395999,0.551,0.615,2.2088909048417814e-4,IL2,p129
Map3k14,1.409594584180515e-8,0.1680136425165859,0.167,0.173,2.236744686177641e-4,IL2,p129
Ccdc85b,1.4193749619572858e-8,-0.19941880756940011,0.335,0.4,2.252264189633821e-4,IL2,p129
Chchd1,1.4590902988208243e-8,-0.12360646122090935,0.826,0.885,2.315284486168884e-4,IL2,p129
Hook3,1.4653403259172997e-8,-0.18866963533539927,0.405,0.488,2.3252020291655712e-4,IL2,p129
Ctu2,1.4764881822133362e-8,-0.21204115756024278,0.355,0.43,2.342891447536122e-4,IL2,p129
Ppih,1.4865938199285272e-8,-0.11904893701885522,0.596,0.661,2.3589270734625868e-4,IL2,p129
Rrs1,1.5083545368473773e-8,-0.12341020536409145,0.667,0.736,2.3934569790694184e-4,IL2,p129
Pdgfb,1.5283189440426936e-8,-0.24222548094851026,0.269,0.334,2.4251365004069464e-4,IL2,p129
Hmgn5,1.554753988597225e-8,-0.11932397940404804,0.472,0.544,2.4670836291060765e-4,IL2,p129
Kpna2,1.6027121558864342e-8,-0.2517824732045094,0.595,0.658,2.543183648960594e-4,IL2,p129
Efhd2,1.6066052622626477e-8,0.10934817647239356,0.63,0.64,2.549361230158369e-4,IL2,p129
Ythdc2,1.625949414408636e-8,0.15205173406271877,0.251,0.26,2.580056530783624e-4,IL2,p129
Vps26b,1.6493473068348904e-8,0.14064775701685828,0.321,0.332,2.617184306485604e-4,IL2,p129
Fam172a,1.6700910149791553e-8,0.12712763906691554,0.738,0.753,2.6501004225689236e-4,IL2,p129
H3c6,1.6747132664306722e-8,-0.15226429942465924,0.509,0.579,2.6574350111721904e-4,IL2,p129
Tbc1d5,1.6996091361806502e-8,0.10651820216539298,0.51,0.533,2.696939777291456e-4,IL2,p129
Rnmt,1.8730615726707418e-8,-0.10719235085903317,0.558,0.629,2.972174103513933e-4,IL2,p129
Gm2000,1.9427842165662743e-8,0.11545056134288634,0.515,0.533,3.082809994847364e-4,IL2,p129
Sptlc1,2.0502102766034647e-8,0.13663445552763065,0.383,0.395,3.253273666914378e-4,IL2,p129
Selenoh,2.1721413822755794e-8,-0.12613481792351244,0.914,0.941,3.4467539453948893e-4,IL2,p129
Sh3bp2,2.2766485982037544e-8,0.1389342938430791,0.131,0.146,3.6125859956297174e-4,IL2,p129
Cox20,2.3576792890460015e-8,0.18507967049348029,0.366,0.37,3.7411654958581953e-4,IL2,p129
Pygb,2.3906840515251808e-8,0.14153510052890694,0.283,0.291,3.793537452960157e-4,IL2,p129
Rab28,2.401541253138574e-8,0.12994163850287332,0.219,0.23,3.81076566048029e-4,IL2,p129
Dock10,2.4444289891754033e-8,0.22531320941994248,0.813,0.8,3.87881992002353e-4,IL2,p129
Bola1,2.4447845101079296e-8,0.1760262329522807,0.516,0.513,3.8793840606392624e-4,IL2,p129
Bahd1,2.44737404095329e-8,0.15491640314645805,0.099,0.109,3.883493128184681e-4,IL2,p129
C1d,2.458786878702874e-8,-0.10379746679677992,0.704,0.765,3.90160301912572e-4,IL2,p129
Igbp1,2.540096290618773e-8,0.13716305845119148,0.584,0.59,4.030624793953869e-4,IL2,p129
Cited2,2.6248857528886078e-8,-0.11026515039378793,0.261,0.311,4.165168712683643e-4,IL2,p129
Ankrd40,2.663333223646e-8,-0.2638996289058093,0.244,0.316,4.226177159281473e-4,IL2,p129
Atg5,2.7074916345500364e-8,-0.1021095205260254,0.475,0.535,4.296247725703998e-4,IL2,p129
Mcm4,2.8447475262950075e-8,0.14705521146836675,0.927,0.912,4.514045374724918e-4,IL2,p129
Ccndbp1,2.8501188395213803e-8,-0.1408568867648725,0.267,0.326,4.5225685745525264e-4,IL2,p129
Usp48,2.8665218353379216e-8,0.11539001239895597,0.388,0.404,4.548596848314214e-4,IL2,p129
Dbf4,2.8692114205841437e-8,-0.15595809653222864,0.54,0.616,4.5528646821829194e-4,IL2,p129
Rnf126,3.0605377761889585e-8,0.10665611280511055,0.658,0.679,4.8564613432566393e-4,IL2,p129
Ccnd2,3.0694916691949874e-8,0.1732478686314658,0.936,0.948,4.870669380678606e-4,IL2,p129
Naxd,3.29692181220499e-8,-0.11066882075254902,0.245,0.294,5.231555531606879e-4,IL2,p129
Taf5l,3.3306810290385136e-8,0.16668108950561988,0.302,0.305,5.285124656878314e-4,IL2,p129
Mlh3,3.3584831157785954e-8,-0.12614487962695442,0.155,0.193,5.329241008117476e-4,IL2,p129
Plp2,3.4056854578855075e-8,-0.14765499569480367,0.764,0.821,5.404141684572723e-4,IL2,p129
