genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,comp_1,comp_2
Il12rb1,7.778982029263815e-55,1.0547019440268508,0.401,0.25,1.2343688684035821e-50,IL6-pool,p129
Gpr65,1.6116822119375954e-54,1.2085392863597844,0.32,0.18,2.557417333902576e-50,IL6-pool,p129
Cd96,2.998015925427232e-54,-0.8775745413332858,0.304,0.499,4.7572516704679315e-50,IL6-pool,p129
Peli1,4.7087621532641697e-54,0.6015181530173674,0.688,0.586,7.471863784799584e-50,IL6-pool,p129
Sema7a,1.0711860256708353e-53,3.3012287792980697,0.091,0.013,1.6997579855344815e-49,IL6-pool,p129
Pim1,2.957219413956743e-53,0.8005521097191276,0.58,0.447,4.69251576606656e-49,IL6-pool,p129
Itk,7.471874945088888e-53,-0.5545817510755576,0.665,0.815,1.1856371162867047e-48,IL6-pool,p129
Vav3,9.471800088097191e-53,-0.9156557573851718,0.275,0.474,1.5029852379792623e-48,IL6-pool,p129
Kdm2b,1.5248934288480753e-52,-0.6335422620416881,0.534,0.706,2.4197008928961258e-48,IL6-pool,p129
Ube2c,1.7178819996176875e-52,-0.6819371362828304,0.632,0.761,2.7259351569933465e-48,IL6-pool,p129
Tnip3,3.8651062179962695e-52,2.0386916855640917,0.172,0.066,6.13315054671648e-48,IL6-pool,p129
Nfkbie,5.030089328342062e-52,-1.027860263605013,0.231,0.412,7.981745746213185e-48,IL6-pool,p129
Ptprj,5.754003577971186e-51,1.9368271370430792,0.156,0.058,9.130452877524677e-47,IL6-pool,p129
Vim,1.6879566192815103e-50,0.6963928278969247,0.704,0.589,2.6784495634759006e-46,IL6-pool,p129
Tmem243,1.9372167368982216e-50,-0.6622589562347928,0.48,0.657,3.073975518110098e-46,IL6-pool,p129
Ankrd12,2.3406674767529945e-50,0.6217688644899881,0.7,0.594,3.714171152111651e-46,IL6-pool,p129
Cdkn2d,4.351024728130475e-50,0.7362809116819762,0.549,0.423,6.904206038597437e-46,IL6-pool,p129
Cebpb,1.997692853785777e-49,1.207163449508692,0.318,0.171,3.169939020387271e-45,IL6-pool,p129
Cd82,3.631948472999336e-49,-0.5700895143431314,0.671,0.777,5.763175836955347e-45,IL6-pool,p129
Arhgap39,6.504292657005713e-49,1.063851601173944,0.341,0.214,1.0321011588136665e-44,IL6-pool,p129
Lpp,7.470467277108328e-49,1.0465877055943817,0.324,0.204,1.1854137475315496e-44,IL6-pool,p129
Arhgap24,1.3010548496174982e-48,-1.1413281148817525,0.167,0.336,2.0645138353730463e-44,IL6-pool,p129
Mcl1,1.3060364858293757e-48,0.42792844631663823,0.863,0.808,2.0724186957140534e-44,IL6-pool,p129
Rnh1,2.527880338494214e-48,0.6485408395845356,0.578,0.469,4.0112405211226185e-44,IL6-pool,p129
Themis,3.7968572983629644e-48,0.7146423964249127,0.574,0.514,6.024853161042352e-44,IL6-pool,p129
Tlk1,4.2893643751046235e-48,-0.5596707599229036,0.572,0.745,6.806363390416017e-44,IL6-pool,p129
B4galnt1,4.8037080886202036e-48,-0.4750248056958196,0.719,0.831,7.622523995022539e-44,IL6-pool,p129
Ifitm2,1.2849732780334568e-47,-0.6495720097017492,0.547,0.696,2.0389955975834892e-43,IL6-pool,p129
Ust,1.3652934320939624e-47,1.2907225813230983,0.278,0.153,2.1664476180466994e-43,IL6-pool,p129
Pros1,1.8432386652772607e-47,2.549551922359975,0.096,0.018,2.9248511140619575e-43,IL6-pool,p129
Serpine2,1.9112610008046074e-47,-1.148480181177554,0.185,0.351,3.0327889560767512e-43,IL6-pool,p129
Tspan13,2.3014502016726034e-47,-0.6239960104623792,0.656,0.775,3.651941180014087e-43,IL6-pool,p129
Cnn3,5.070770104360008e-47,0.8355096034682676,0.443,0.326,8.04629800159846e-43,IL6-pool,p129
Cd83,7.752863657331792e-47,-1.50418976671369,0.107,0.247,1.2302244051454089e-42,IL6-pool,p129
Tnfrsf4,3.3174558294692408e-46,-0.3536722014508835,0.976,0.989,5.2641389102017915e-42,IL6-pool,p129
Fyb,3.693120515744952e-46,-0.6282078766886832,0.502,0.675,5.86024363438409e-42,IL6-pool,p129
Cdc20,6.1042505343895136e-46,-0.8009730525256094,0.391,0.551,9.68622474796928e-42,IL6-pool,p129
Aebp2,7.641379058247598e-46,0.3887588874011748,0.853,0.807,1.2125340289627288e-41,IL6-pool,p129
Prkcq,8.558256670827186e-46,0.4994494583505372,0.782,0.723,1.3580241685268578e-41,IL6-pool,p129
Ptk2b,8.985375869310787e-46,0.5380697086529413,0.688,0.607,1.4257994429422357e-41,IL6-pool,p129
Ctsb,1.3427958250278541e-45,0.5725301543201646,0.674,0.579,2.130748415154199e-41,IL6-pool,p129
4930523C07Rik,1.4820501747369402e-45,-0.6804270667524448,0.361,0.545,2.3517172172725765e-41,IL6-pool,p129
Dipk1a,2.793502285137102e-45,-0.7713811424769661,0.312,0.494,4.4327294260555537e-41,IL6-pool,p129
Ccr6,7.297617967967934e-45,-1.8910375432070685,0.055,0.17,1.1579860191571518e-40,IL6-pool,p129
Ppp3cc,9.052880391230454e-45,0.8363467547288022,0.433,0.306,1.4365110604804483e-40,IL6-pool,p129
Ipcef1,1.2424060277110555e-44,-0.9033614856619485,0.228,0.401,1.9714498847719027e-40,IL6-pool,p129
Hivep1,2.5312482369354418e-44,-0.8121588384409009,0.281,0.459,4.016584702369159e-40,IL6-pool,p129
Nfkb2,4.0978522037289593e-44,-0.6064930374919782,0.594,0.726,6.502471876877113e-40,IL6-pool,p129
Tnfaip3,5.460253127678345e-44,-1.0556911262015747,0.148,0.304,8.664329662999999e-40,IL6-pool,p129
Dock11,1.0059544846738364e-43,-0.4679269675182071,0.647,0.789,1.5962485762804436e-39,IL6-pool,p129
Ccl4,1.0543246370985274e-43,-0.8677259060902607,0.445,0.596,1.6730023341479434e-39,IL6-pool,p129
4930417O13Rik,1.103441293103554e-43,1.2724640428858989,0.257,0.132,1.7509406438967193e-39,IL6-pool,p129
Alpk2,1.6744554089437908e-43,2.6758396490624095,0.09,0.017,2.6570258429120074e-39,IL6-pool,p129
Cyrib,1.9296155617328213e-43,0.3344989647977241,0.947,0.913,3.061913973357641e-39,IL6-pool,p129
H1f5,2.613534975108482e-43,-0.48390757389657213,0.732,0.838,4.147157298502139e-39,IL6-pool,p129
Samhd1,4.867990317483553e-43,0.5695934604220094,0.697,0.601,7.724527035782902e-39,IL6-pool,p129
Fnbp1,8.105485789601102e-43,-0.43903503241071784,0.743,0.857,1.286178485093903e-38,IL6-pool,p129
Cd4,8.484553425023484e-43,-0.3935098582720342,0.792,0.887,1.3463289374827265e-38,IL6-pool,p129
Tnni1,1.3536186315738841e-42,-2.1627442654905416,0.034,0.135,2.1479220445814394e-38,IL6-pool,p129
Tnip2,1.5458146507251218e-42,1.0299765088902035,0.33,0.191,2.4528986877706233e-38,IL6-pool,p129
Itm2a,2.505531588497186e-42,-0.4248694486693405,0.879,0.93,3.975777524627335e-38,IL6-pool,p129
Smc4,2.811853244643558e-42,-0.272412106403606,0.945,0.98,4.4618487286003976e-38,IL6-pool,p129
Lat,3.3578221046794315e-42,0.360374767478709,0.949,0.932,5.328192115705322e-38,IL6-pool,p129
Camk2d,4.282098821800343e-42,0.5377055832257528,0.709,0.628,6.794834410432785e-38,IL6-pool,p129
Nr4a3,5.6236751963688364e-42,-0.6072789622092825,0.224,0.388,8.92364780159807e-38,IL6-pool,p129
Ehd1,7.34359168241146e-42,-0.7910560481940083,0.331,0.496,1.1652811281650504e-37,IL6-pool,p129
Rgcc,7.818740646571365e-42,0.5766079586027222,0.725,0.654,1.2406777657979443e-37,IL6-pool,p129
Pde4b,1.1964583031128826e-41,-0.8043707622787885,0.318,0.481,1.898540035379522e-37,IL6-pool,p129
Ldlrad4,1.4706493386126265e-41,1.2388611467288655,0.259,0.133,2.333626370510516e-37,IL6-pool,p129
Mbp,1.5497949317215337e-41,-0.656692059728294,0.496,0.633,2.4592145976557298e-37,IL6-pool,p129
Twsg1,1.9517153861316803e-41,1.0238994635511445,0.316,0.185,3.09698197471375e-37,IL6-pool,p129
Ctla4,2.1834011984608146e-41,-0.6808003270566365,0.487,0.645,3.4646210217176207e-37,IL6-pool,p129
Srm,3.866214583967659e-41,0.2993412332818912,0.973,0.951,6.134909301839881e-37,IL6-pool,p129
Pfkp,4.652191669492545e-41,0.5695919643797357,0.653,0.556,7.382097741150771e-37,IL6-pool,p129
Slco3a1,5.495790424107821e-41,0.6961333103209082,0.472,0.389,8.72072024497429e-37,IL6-pool,p129
Gfi1,5.622040966851699e-41,1.4500581525083724,0.198,0.09,8.921054606200277e-37,IL6-pool,p129
Rgs1,9.465435794008239e-41,0.6459004214324326,0.698,0.607,1.5019753517932274e-36,IL6-pool,p129
H1f4,1.0062909536799379e-40,-0.4049443710077547,0.801,0.892,1.5967824852993254e-36,IL6-pool,p129
Pla2g12a,1.2980798542259413e-40,0.6473618734000416,0.577,0.474,2.0597931126857236e-36,IL6-pool,p129
Fam117b,1.963674682603734e-40,-0.8947300500211839,0.237,0.402,3.115958986355605e-36,IL6-pool,p129
Ccr7,1.9809356956107185e-40,-0.634239443229875,0.732,0.823,3.143348761795088e-36,IL6-pool,p129
Btg1,3.2346248865973033e-40,-0.4154083525167237,0.728,0.853,5.132702770052601e-36,IL6-pool,p129
Arhgap15,4.355825081279828e-40,-0.379727348644753,0.833,0.915,6.911823238974831e-36,IL6-pool,p129
Baz1a,4.973963206270335e-40,0.37756690122645464,0.856,0.811,7.892684815709767e-36,IL6-pool,p129
Slc39a10,8.072820819910939e-40,-0.5196520479068518,0.519,0.677,1.2809952077034678e-35,IL6-pool,p129
Aldoa,8.923520357971432e-40,0.28752110261456476,0.994,0.987,1.4159842104029067e-35,IL6-pool,p129
Setbp1,9.56157031233641e-40,2.4867543898844375,0.086,0.019,1.5172299771615416e-35,IL6-pool,p129
Gm30292,1.6142603921737038e-39,3.68515916357486,0.057,0.006,2.561508390301233e-35,IL6-pool,p129
Rap1a,3.399167575283159e-39,0.289316572594831,0.965,0.952,5.393799108459317e-35,IL6-pool,p129
Ppa1,4.022263874560244e-39,0.3165148929523889,0.942,0.909,6.382528316152195e-35,IL6-pool,p129
Desi2,4.041281151333282e-39,0.5328602895240968,0.601,0.511,6.412704930935651e-35,IL6-pool,p129
Agpat4,6.084882430905288e-39,0.9521915380334791,0.342,0.225,9.65549144136051e-35,IL6-pool,p129
Izumo1r,6.644827487981782e-39,0.6538775705784562,0.613,0.501,1.0544012257929492e-34,IL6-pool,p129
Irag2,8.478100018174117e-39,-0.3627173424995904,0.833,0.899,1.3453049108838688e-34,IL6-pool,p129
Oxsr1,8.509644000709464e-39,0.5158453390935465,0.588,0.52,1.3503103100325778e-34,IL6-pool,p129
Chm,1.3741577499361183e-38,0.6846935919972224,0.441,0.335,2.1805135175986326e-34,IL6-pool,p129
Arl6ip1,3.46793916094714e-38,-0.42661525184021487,0.863,0.908,5.502925860590922e-34,IL6-pool,p129
Kctd14,4.172226113854314e-38,2.80585697198245,0.077,0.015,6.6204883974640254e-34,IL6-pool,p129
Stoml1,8.644440787451331e-38,1.583742218061452,0.156,0.059,1.3716998641527772e-33,IL6-pool,p129
Ergic1,9.295203186263225e-38,-0.4568917487962404,0.674,0.783,1.4749628415962486e-33,IL6-pool,p129
Hdac7,1.0548619091541506e-37,-0.36177822842810425,0.835,0.91,1.673854877445806e-33,IL6-pool,p129
Nr4a1,1.293311173394097e-37,-0.49213670285746636,0.379,0.547,2.052226169941753e-33,IL6-pool,p129
Ptpn6,1.6886531670555082e-37,-0.3552102445491243,0.847,0.913,2.6795548454836804e-33,IL6-pool,p129
Zap70,2.547040995036663e-37,-0.3577540264891431,0.808,0.893,4.041644650924177e-33,IL6-pool,p129
Swap70,3.4610705971323948e-37,-1.0258100233541905,0.162,0.314,5.492026823529684e-33,IL6-pool,p129
Tpx2,6.119086862704878e-37,-0.45168936385913394,0.689,0.792,9.709767033740101e-33,IL6-pool,p129
Lrrc8c,1.2361198625101309e-36,0.548559101690101,0.577,0.499,1.9614749978310757e-32,IL6-pool,p129
Grap2,1.54158750294494e-36,-0.7504001850749413,0.318,0.481,2.4461910496730304e-32,IL6-pool,p129
Emp3,1.5870953327590548e-36,-0.6502198797120341,0.418,0.576,2.518402874022068e-32,IL6-pool,p129
Ms4a6c,2.015215180102772e-36,-1.4668436523019421,0.074,0.187,3.1977434477870783e-32,IL6-pool,p129
Nfkbid,2.2466952205801393e-36,-0.5157435530472294,0.629,0.738,3.565055976016565e-32,IL6-pool,p129
Bcl2l11,4.408410976663897e-36,-1.037038830661856,0.179,0.322,6.995266537770272e-32,IL6-pool,p129
Tpi1,6.892380599425244e-36,0.33321283189733175,0.961,0.956,1.0936829535167977e-31,IL6-pool,p129
Plp2,8.340327621076723e-36,0.35670993023604203,0.855,0.828,1.3234431869124543e-31,IL6-pool,p129
Fam169b,1.0673560989680842e-35,-0.6987148978433273,0.291,0.454,1.693680657842556e-31,IL6-pool,p129
Tal2,1.4729900647255993e-35,-1.8705118752698882,0.039,0.129,2.337340634706581e-31,IL6-pool,p129
Lag3,1.50389428775596e-35,0.5789848858414223,0.601,0.495,2.3863794558111575e-31,IL6-pool,p129
Slamf6,3.2917617382696115e-35,-0.49959300839374354,0.499,0.653,5.223367526286219e-31,IL6-pool,p129
Asap1,3.6706079183083183e-35,-0.6259662526962941,0.391,0.545,5.82452064477164e-31,IL6-pool,p129
Ptges3,4.34479436803981e-35,0.21742253664177147,0.987,0.986,6.894319703205571e-31,IL6-pool,p129
Kif11,5.837766062565517e-35,-0.42668569156097036,0.692,0.808,9.263367188078963e-31,IL6-pool,p129
Rcsd1,6.480225032033734e-35,-0.7465261360940345,0.292,0.449,1.0282821080831128e-30,IL6-pool,p129
Nfkbiz,6.490391525946288e-35,-0.7669817510350265,0.211,0.361,1.029895327337157e-30,IL6-pool,p129
Foxo1,7.18042328996806e-35,0.6319300317713045,0.493,0.401,1.1393895676521318e-30,IL6-pool,p129
Sh2d1a,7.91812871225549e-35,-0.6345906811509577,0.387,0.542,1.2564486640607012e-30,IL6-pool,p129
Klf6,8.341801692698037e-35,0.8157144072856416,0.422,0.317,1.3236770925973244e-30,IL6-pool,p129
Cab39,9.677427200806536e-35,-0.41039151962335835,0.731,0.834,1.5356141482239812e-30,IL6-pool,p129
Brd2,1.9183208561404316e-34,0.3477497758202759,0.846,0.817,3.043991534523637e-30,IL6-pool,p129
Prickle1,2.586773326000948e-34,-1.1565429213739238,0.132,0.258,4.1046919136983044e-30,IL6-pool,p129
Fosl2,2.69870827944847e-34,1.5941717814887566,0.155,0.069,4.282310297828832e-30,IL6-pool,p129
Ssh2,2.812307055183619e-34,-0.45748077353656086,0.625,0.764,4.462568835165367e-30,IL6-pool,p129
Gimap8,2.901112038499767e-34,0.9844897993351949,0.291,0.175,4.603484582691431e-30,IL6-pool,p129
Trat1,3.6396215352299417e-34,-1.180839949691982,0.131,0.259,5.775351452102871e-30,IL6-pool,p129
Satb1,4.983134299809532e-34,0.43416963180391477,0.818,0.798,7.907237506937765e-30,IL6-pool,p129
Slamf1,7.850710780798833e-34,0.600179186729056,0.627,0.55,1.2457507866971587e-29,IL6-pool,p129
Zfp91,9.669891130358137e-34,0.37864310087878394,0.76,0.72,1.5344183245652292e-29,IL6-pool,p129
Lamp2,1.287619422087078e-33,0.7506037523086169,0.364,0.261,2.0431944989677754e-29,IL6-pool,p129
Pten,1.5233362112405532e-33,-0.6481278482830944,0.354,0.513,2.4172298999965098e-29,IL6-pool,p129
Ube2b,1.5646363842828742e-33,-0.3570986841128462,0.803,0.877,2.4827650145800648e-29,IL6-pool,p129
Nusap1,1.637089182826674e-33,-0.5444208288914172,0.511,0.649,2.5977331153093664e-29,IL6-pool,p129
Hk1,2.344980039149888e-33,0.638057717111344,0.507,0.396,3.7210143261230424e-29,IL6-pool,p129
Tmem109,3.1386156207905075e-33,0.440464651679891,0.683,0.617,4.980355267070377e-29,IL6-pool,p129
Selenow,3.8235408547629024e-33,0.36279346934355905,0.856,0.81,6.067194628337774e-29,IL6-pool,p129
Ago2,4.641947757952106e-33,0.36160530399887497,0.756,0.717,7.365842702318402e-29,IL6-pool,p129
Sema4c,5.1352233983184875e-33,-1.296183940732794,0.054,0.15,8.148572488451776e-29,IL6-pool,p129
Cenpf,5.8540595490320416e-33,-0.5469801674381265,0.533,0.661,9.289221692404043e-29,IL6-pool,p129
Abtb2,6.29525205622564e-33,0.6598204695126431,0.423,0.33,9.989305962818846e-29,IL6-pool,p129
Cd3d,6.750198680649103e-33,-0.23967422635289704,0.971,0.986,1.0711215266453996e-28,IL6-pool,p129
Irak2,7.095906935629182e-33,-0.7032576119042193,0.291,0.443,1.1259785125456387e-28,IL6-pool,p129
Cetn4,1.0156157304348536e-32,1.7731118040356524,0.115,0.039,1.6115790410540257e-28,IL6-pool,p129
Cd247,1.2310382201868465e-32,0.3849810241331474,0.833,0.802,1.953411447792488e-28,IL6-pool,p129
Celf2,1.3703697159896862e-32,-0.3383666569564352,0.827,0.893,2.174502665332434e-28,IL6-pool,p129
Il4ra,1.4998622765578237e-32,0.862334862140806,0.335,0.245,2.3799814604419546e-28,IL6-pool,p129
Armcx6,2.3114763127874888e-32,1.8754375533711598,0.11,0.037,3.6678506131311874e-28,IL6-pool,p129
Tap1,2.4432436798076634e-32,0.49710644390253966,0.575,0.508,3.8769390711188003e-28,IL6-pool,p129
Thy1,2.637177742583166e-32,-0.5765726275446774,0.552,0.665,4.1846736419309675e-28,IL6-pool,p129
Spata5,3.3431353147341426e-32,0.41990918065276095,0.734,0.678,5.304887117420137e-28,IL6-pool,p129
Flot1,4.070447835943045e-32,1.3971060588355284,0.165,0.073,6.458986626074423e-28,IL6-pool,p129
Ms4a4c,5.199963080481966e-32,-1.785980641451557,0.038,0.125,8.251301416108783e-28,IL6-pool,p129
H2-T23,5.722413638904657e-32,0.4256821983183252,0.738,0.669,9.08032596221391e-28,IL6-pool,p129
H2ax,6.372399494672773e-32,-0.3794862629835257,0.715,0.817,1.0111723518146757e-27,IL6-pool,p129
Rxra,8.156831011348323e-32,-0.9918974488032917,0.124,0.243,1.2943259448807519e-27,IL6-pool,p129
H2az2,8.858970927095377e-32,-0.41664911257773896,0.764,0.857,1.4057415067114943e-27,IL6-pool,p129
2610204G07Rik,1.0426693994455521e-31,-1.1174907356414625,0.114,0.227,1.6545078030402022e-27,IL6-pool,p129
Tmsb4x,1.322921107323772e-31,-0.17785964548670474,1,1,2.0992112131013615e-27,IL6-pool,p129
Egr1,1.4418359703371952e-31,0.8563742260710492,0.369,0.236,2.2879053177310614e-27,IL6-pool,p129
Il12rb2,1.4647924276720062e-31,2.2323190492254787,0.091,0.026,2.3243326242299394e-27,IL6-pool,p129
H4c4,1.6625571819236005e-31,-0.36591357555321125,0.726,0.826,2.6381457362763694e-27,IL6-pool,p129
Ccnb2,1.9145310273916277e-31,-0.6601349520614386,0.308,0.453,3.037977834265035e-27,IL6-pool,p129
Kdm6b,2.297970459092183e-31,0.8853414728852607,0.349,0.251,3.646419524487476e-27,IL6-pool,p129
Plk1,2.3903630325563776e-31,-0.6279954681719029,0.408,0.542,3.79302806006046e-27,IL6-pool,p129
Gimap1,2.677572116608736e-31,0.36187590868044783,0.813,0.753,4.2487714346347424e-27,IL6-pool,p129
Traf1,3.6401992243965276e-31,-0.48898738498849736,0.49,0.634,5.77626812927241e-27,IL6-pool,p129
Mki67,5.700773438493537e-31,-0.28845772976525463,0.784,0.883,9.045987292201545e-27,IL6-pool,p129
Ifi203,7.029773294668942e-31,-0.9408942868865082,0.159,0.287,1.1154844263980677e-26,IL6-pool,p129
Nsg2,8.082844652698036e-31,-0.8680154311141202,0.15,0.279,1.2825857894901244e-26,IL6-pool,p129
Glipr2,8.371453111586132e-31,0.6963104072570441,0.437,0.314,1.3283821797464875e-26,IL6-pool,p129
Cks1b,8.656170485153365e-31,-0.3005443702425967,0.825,0.891,1.373561132584136e-26,IL6-pool,p129
Cdca8,1.1352109059434185e-30,-0.3308432790634639,0.741,0.845,1.8013526655510164e-26,IL6-pool,p129
Tigit,1.7363138289098583e-30,1.103289200287402,0.235,0.145,2.7551827837141634e-26,IL6-pool,p129
Midn,1.7637880044337223e-30,0.729306373497419,0.355,0.265,2.7987788054354305e-26,IL6-pool,p129
Rpl34,2.9569410280533628e-30,-0.10092761305947473,1,1,4.692074023315076e-26,IL6-pool,p129
Jak3,5.9189735516300825e-30,0.61942050257867165,0.458,0.37,9.392227231726615e-26,IL6-pool,p129
Fosl1,6.405617935303198e-30,0.915962425879443,0.275,0.169,1.0164434539739114e-25,IL6-pool,p129
Tagap,1.0189159174912203e-29,0.6409170175305082,0.456,0.361,1.6168157778750684e-25,IL6-pool,p129
Tmem38b,1.1385448389604708e-29,-0.6533505122125493,0.333,0.467,1.8066429504624752e-25,IL6-pool,p129
Ptpn2,1.4461474536889396e-29,0.3765464816227151,0.794,0.745,2.2947467795136093e-25,IL6-pool,p129
Hnrnpll,1.5333763359005945e-29,-0.4311791956145418,0.67,0.77,2.4331615698070633e-25,IL6-pool,p129
Ebi3,1.9093538107748897e-29,-1.8412429394080259,0.04,0.121,3.0297626269375947e-25,IL6-pool,p129
Tnrc6b,2.1827447199005523e-29,-0.5183975699583558,0.424,0.574,3.4635793215381963e-25,IL6-pool,p129
Srsf2,3.5335232798852817e-29,0.20207244892098242,0.992,0.991,5.606994740521965e-25,IL6-pool,p129
Sat1,3.748474567577233e-29,0.35463685844306736,0.845,0.803,5.948079443831554e-25,IL6-pool,p129
Pkp4,4.220479264459555e-29,-0.6435876465136187,0.359,0.491,6.697056496844421e-25,IL6-pool,p129
Cdh23,4.972947978161448e-29,1.4115639821326456,0.138,0.071,7.891073851746586e-25,IL6-pool,p129
Itga3,5.564996417487714e-29,2.071961407170241,0.087,0.026,8.830536315269504e-25,IL6-pool,p129
Cnbp,6.342142389823015e-29,0.1966288523172528,0.997,0.994,1.006371154417116e-24,IL6-pool,p129
Bcl6,7.356607230144213e-29,1.2248701892602472,0.186,0.098,1.1673464352792837e-24,IL6-pool,p129
Sco1,7.642556319093265e-29,0.740390002661232,0.298,0.22,1.2127208367137192e-24,IL6-pool,p129
Fasl,8.808723493918764e-29,-1.2738284417667605,0.078,0.177,1.3977682440150295e-24,IL6-pool,p129
Ddr1,8.998550157395415e-29,1.5008225291875306,0.127,0.049,1.4278899389755043e-24,IL6-pool,p129
Dapl1,1.0785027922813112e-28,-0.645751671212923,0.521,0.619,1.7113682307919845e-24,IL6-pool,p129
Zfc3h1,1.5841829283856925e-28,-0.5816475473045621,0.475,0.59,2.513781470762417e-24,IL6-pool,p129
Zfp36,2.0456593274477507e-28,0.7613317876620689,0.378,0.263,3.246052220794091e-24,IL6-pool,p129
Kif23,2.0561645604572793e-28,-0.5120966443279114,0.443,0.578,3.2627219245336107e-24,IL6-pool,p129
Ccni,2.4866513513180106e-28,-0.43410368353127043,0.581,0.714,3.945818364271419e-24,IL6-pool,p129
Qser1,2.7744017002773487e-28,-0.8519195104740507,0.184,0.316,4.4024206180000965e-24,IL6-pool,p129
A430093F15Rik,3.2458513971233252e-28,0.3539904054187012,0.845,0.801,5.150516996955293e-24,IL6-pool,p129
Zyx,4.839506025489847e-28,0.6734405837747066,0.431,0.347,7.679328161247288e-24,IL6-pool,p129
Gsr,5.1046843833649185e-28,0.4949837668996441,0.562,0.474,8.100113179523453e-24,IL6-pool,p129
Lif,8.44872385948421e-28,1.155469810241403,0.173,0.101,1.3406435020229545e-23,IL6-pool,p129
Gm14718,1.0422513881235185e-27,0.9103107194721616,0.273,0.203,1.6538445026743992e-23,IL6-pool,p129
Skap2,1.067559905587954e-27,1.077236130176436,0.211,0.112,1.6940040581869655e-23,IL6-pool,p129
Cenpe,1.1013312405099077e-27,-0.41198658769301466,0.649,0.756,1.7475924124411217e-23,IL6-pool,p129
Ccr4,1.1609234249265242e-27,1.070932858331299,0.221,0.136,1.8421532906734088e-23,IL6-pool,p129
Ccnb1ip1,1.17100845774967e-27,-0.36006402945297467,0.619,0.682,1.8581562207571763e-23,IL6-pool,p129
Clic4,1.3937599913293306e-27,0.5927623173338072,0.481,0.377,2.2116183542413817e-23,IL6-pool,p129
Ighm,1.4411640526123596e-27,-0.534061584684161,0.398,0.542,2.286839118685292e-23,IL6-pool,p129
H2ac8,1.6408752813505855e-27,-0.3997288023534496,0.597,0.714,2.603740896447109e-23,IL6-pool,p129
Ptpn4,1.745445836721733e-27,0.5820802555219198,0.435,0.36,2.769673453710046e-23,IL6-pool,p129
Idi1,1.8060869452104457e-27,-0.40567046850209043,0.759,0.837,2.8658987646599354e-23,IL6-pool,p129
Tnfrsf13c,1.8815532322820735e-27,-1.47867489373325,0.048,0.128,2.985648668985194e-23,IL6-pool,p129
Csrp1,1.9860070858428993e-27,-0.4788908297479076,0.591,0.696,3.151396043815513e-23,IL6-pool,p129
Etfb,2.3155762875376296e-27,-0.3287121826088869,0.82,0.884,3.674356453064711e-23,IL6-pool,p129
Tk1,2.5581927845620325e-27,-0.2941196212128649,0.704,0.813,4.0593403105430335e-23,IL6-pool,p129
Cdca3,2.9974218960627654e-27,-0.451292895288399,0.515,0.651,4.7563090646723963e-23,IL6-pool,p129
Ikbke,4.7209376858910564e-27,-0.8946530024711947,0.159,0.282,7.491183919971929e-23,IL6-pool,p129
Cdk6,4.8805114530129376e-27,0.45027663674160284,0.639,0.565,7.744395573640929e-23,IL6-pool,p129
Tespa1,5.660486746866758e-27,-0.4570278521255656,0.495,0.628,8.982060369928172e-23,IL6-pool,p129
Farp1,5.7536574217606326e-27,0.6799945035384145,0.356,0.295,9.129903596849772e-23,IL6-pool,p129
Cd40lg,6.61409112444965e-27,0.4731995671035587,0.757,0.723,1.0495239796276704e-22,IL6-pool,p129
Hmgcs1,7.653632617484746e-27,-0.5994416032879746,0.411,0.546,1.2144784237424794e-22,IL6-pool,p129
Stat5a,1.076635466804827e-26,0.5268823061080481,0.523,0.452,1.7084051587258995e-22,IL6-pool,p129
Wipf1,1.3861821259106572e-26,-0.3826202571609137,0.665,0.774,2.1995937973950305e-22,IL6-pool,p129
Sertad1,1.746985286486194e-26,0.8582992734523018,0.306,0.206,2.772116252596293e-22,IL6-pool,p129
Lancl3,2.2339953043176084e-26,1.8909585448906001,0.094,0.038,3.544903748891181e-22,IL6-pool,p129
Map3k14,3.150784500623539e-26,0.8348102210013515,0.275,0.19,4.999664845589432e-22,IL6-pool,p129
Dnmt3a,3.2950481366324335e-26,-0.41589037085045966,0.625,0.74,5.228582383208345e-22,IL6-pool,p129
Pomp,3.4598512295884354e-26,0.20074735277655176,0.965,0.969,5.490091931110929e-22,IL6-pool,p129
H2ac4,4.485988382882585e-26,-0.41403876228583975,0.527,0.652,7.118366365958086e-22,IL6-pool,p129
Gm15987,4.669574732382936e-26,1.480233655902032,0.134,0.059,7.409681185345242e-22,IL6-pool,p129
Hmmr,5.465299802276289e-26,-0.5108629655428529,0.488,0.605,8.672337726252015e-22,IL6-pool,p129
Ripor2,5.663196295070799e-26,-0.5045070664659541,0.406,0.549,8.986359881018343e-22,IL6-pool,p129
Sptbn1,5.898640651210459e-26,-0.3657399759218667,0.64,0.76,9.359962985340757e-22,IL6-pool,p129
Itga4,5.961528262394633e-26,-0.8915509154654917,0.152,0.264,9.459753046767804e-22,IL6-pool,p129
P4hb,6.176209007792532e-26,0.287818952220685,0.878,0.856,9.80040845356519e-22,IL6-pool,p129
Mrpl52,6.828600752044264e-26,0.27445897262723484,0.942,0.92,1.0835623673343838e-21,IL6-pool,p129
Eea1,7.460960531955005e-26,-0.3351419038810688,0.865,0.893,1.18390521721062e-21,IL6-pool,p129
