genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,comp_1,comp_2
Plpp1,2.3396062337185452e-11,-1.1764295898817627,0.031,0.072,3.7124871716645875e-7,IL6-pool,p129
Kif4,2.549922346859555e-11,-0.26285069981280357,0.521,0.614,4.046216779996742e-7,IL6-pool,p129
Esyt2,2.5932755886848852e-11,-0.32193513754464054,0.392,0.486,4.1150097041251756e-7,IL6-pool,p129
Ankrd39,2.6578094686429074e-11,-0.31947886268614156,0.263,0.346,4.217412064842565e-7,IL6-pool,p129
Ywhag,2.6871814114747264e-11,0.2997031336199656,0.547,0.505,4.2640194637280956e-7,IL6-pool,p129
Ndufaf4,2.7673221590951848e-11,0.24718329801905758,0.723,0.683,4.391186802052239e-7,IL6-pool,p129
Ncor1,2.77927221699727e-11,-0.14562639559641632,0.892,0.936,4.4101491539312683e-7,IL6-pool,p129
Cbx4,2.840572393346742e-11,-0.5580526539641806,0.19,0.268,4.50742027376261e-7,IL6-pool,p129
Nrgn,2.8468014177657358e-11,-0.6727490239094451,0.056,0.105,4.5173044897106697e-7,IL6-pool,p129
Pde6d,3.015537071555284e-11,-0.3811193428192756,0.304,0.393,4.785054225143924e-7,IL6-pool,p129
Rab35,3.335502147622666e-11,0.3796204155172962,0.394,0.341,5.292774807847647e-7,IL6-pool,p129
Mat2a,3.3452536288922674e-11,0.17133760999957381,0.895,0.891,5.30824845832625e-7,IL6-pool,p129
Mvp,3.355106750102827e-11,0.5930093474550775,0.219,0.165,5.323883391063166e-7,IL6-pool,p129
Timm8a1,3.4218103671564555e-11,0.18600729870014043,0.877,0.862,5.429728690603863e-7,IL6-pool,p129
Ncapg,3.4361135200453936e-11,-0.18069971238551685,0.551,0.642,5.452424933608031e-7,IL6-pool,p129
Snx9,3.552755444746921e-11,-0.3048305778892871,0.528,0.612,5.637512339724414e-7,IL6-pool,p129
Larp1,4.249927913860063e-11,0.2086530432869234,0.801,0.783,6.743785613713148e-7,IL6-pool,p129
Slain1,4.295130655896163e-11,-0.528406437714894,0.185,0.261,6.81551332477603e-7,IL6-pool,p129
Sh2d3c,4.448840885712922e-11,-0.5254885091562191,0.16,0.234,7.059420717449264e-7,IL6-pool,p129
Ak4,4.5421017359670644e-11,0.7652567214315216,0.149,0.104,7.207407034632537e-7,IL6-pool,p129
Eif1a,4.7249105451728824e-11,0.20812245087432935,0.823,0.803,7.49748805308033e-7,IL6-pool,p129
Stk40,4.85706090751269e-11,0.39984250750342754,0.347,0.302,7.707184248041136e-7,IL6-pool,p129
Igf2bp3,5.036125649538593e-11,-0.5446936596001306,0.142,0.214,7.991324180687839e-7,IL6-pool,p129
Shmt1,5.165002952242839e-11,0.24833746278502447,0.685,0.657,8.195826684618937e-7,IL6-pool,p129
Rab18,5.2172912840830114e-11,0.3383092055774557,0.457,0.408,8.278797809582923e-7,IL6-pool,p129
Psma6,5.2948664212577843e-11,-0.12705179895538188,0.961,0.967,8.401894037251853e-7,IL6-pool,p129
Tmem126a,5.3081688191347824e-11,-0.2416237234496883,0.543,0.635,8.423002282203073e-7,IL6-pool,p129
Zfp318,5.36006868693856e-11,-0.4142249854130582,0.295,0.382,8.505356992434106e-7,IL6-pool,p129
Rad23b,5.571463735790949e-11,0.21163629847488957,0.814,0.785,8.840798655953078e-7,IL6-pool,p129
Lfng,5.618487463177062e-11,-0.3976307785401758,0.228,0.311,8.915415906569363e-7,IL6-pool,p129
Rnf157,6.18745237099784e-11,0.4332961945866971,0.289,0.257,9.818249422299372e-7,IL6-pool,p129
Ncapd2,6.405924833245136e-11,-0.2518237579065799,0.61,0.695,1.0164921525393381e-6,IL6-pool,p129
Ksr1,6.475604584094327e-11,0.4735143587982966,0.276,0.231,1.027548935404088e-6,IL6-pool,p129
H2-T24,6.560699770634741e-11,0.9960158886539334,0.091,0.052,1.0410518396043207e-6,IL6-pool,p129
Kansl1,6.578170341111625e-11,-0.22637189967953053,0.678,0.757,1.0438240697275926e-6,IL6-pool,p129
Knstrn,6.692561448142359e-11,-0.4111924690093627,0.305,0.391,1.0619756505912293e-6,IL6-pool,p129
Strap,7.13010553238274e-11,0.17080429618951543,0.888,0.87,1.1314051458784932e-6,IL6-pool,p129
Mindy2,7.155713916353224e-11,-0.43495146508741045,0.208,0.288,1.1354686842469297e-6,IL6-pool,p129
Ppp2r3a,7.292856106684636e-11,0.7692003143791211,0.131,0.082,1.157230407008718e-6,IL6-pool,p129
Tor2a,7.339490165683495e-11,0.3884289650968411,0.366,0.313,1.164630299490657e-6,IL6-pool,p129
Nek2,7.469447024349916e-11,-0.6093818973814877,0.136,0.206,1.1852518538238446e-6,IL6-pool,p129
Ubxn4,7.701520463666318e-11,0.1799590224017117,0.803,0.794,1.2220772671745713e-6,IL6-pool,p129
Tram1,7.875317575019408e-11,0.20473623785902523,0.805,0.785,1.2496553928040795e-6,IL6-pool,p129
2310033P09Rik,8.086202061302634e-11,-0.1869559789406266,0.536,0.625,1.283118543087502e-6,IL6-pool,p129
Serpinf1,8.137345751061213e-11,1.2125821505870524,0.058,0.031,1.2912340237783933e-6,IL6-pool,p129
Cyth1,8.249307953761327e-11,-0.33737526995846734,0.275,0.361,1.3090001861028475e-6,IL6-pool,p129
Dhrs13,8.545840876284653e-11,0.45663987841882103,0.319,0.262,1.3560540302488487e-6,IL6-pool,p129
Ubash3b,8.840930401958178e-11,0.13106202080210924,0.649,0.693,1.4028788361827237e-6,IL6-pool,p129
Irf9,9.167924489456805e-11,0.7077648618968686,0.161,0.112,1.4547662579870057e-6,IL6-pool,p129
Asf1a,9.183624014441643e-11,-0.2452803242049581,0.639,0.714,1.4572574586116e-6,IL6-pool,p129
Rbm10,9.328231617865857e-11,0.19753571602098188,0.703,0.689,1.4802037931229542e-6,IL6-pool,p129
Rfx7,9.607668767013745e-11,-0.2593069102438502,0.612,0.689,1.524544879949741e-6,IL6-pool,p129
Sumo1,9.852679407656826e-11,-0.15272731986365295,0.904,0.938,1.5634231684069853e-6,IL6-pool,p129
Ncaph,1.0590686805624107e-10,-0.278567031884529,0.472,0.562,1.6805301823164334e-6,IL6-pool,p129
Ubtf,1.064483540788316e-10,0.21741276166068002,0.773,0.747,1.6891224825228998e-6,IL6-pool,p129
Parp9,1.0939585477164619e-10,0.6618783803958914,0.174,0.132,1.7358934235164817e-6,IL6-pool,p129
Ngdn,1.1995758021650886e-10,0.2912921979580947,0.503,0.47,1.9034868828755624e-6,IL6-pool,p129
Maf1,1.255255175231037e-10,-0.3146175958965858,0.347,0.437,1.991838912056609e-6,IL6-pool,p129
Hk2,1.3472543051941446e-10,0.4101629018513311,0.304,0.271,2.1378231314820687e-6,IL6-pool,p129
Maz,1.3984677829207368e-10,0.18354746965401064,0.709,0.708,2.219088677938625e-6,IL6-pool,p129
Ndufa6,1.4052510741213155e-10,-0.14109291516282885,0.868,0.914,2.2298524044157036e-6,IL6-pool,p129
Gm56906,1.413477175754289e-10,0.2465537183874067,0.706,0.687,2.2429055824869057e-6,IL6-pool,p129
Gpx1,1.4400626536628556e-10,-0.12558538852318657,0.98,0.987,2.285091418832219e-6,IL6-pool,p129
Trpm4,1.443110155598469e-10,0.9054945915552968,0.098,0.058,2.2899271949036504e-6,IL6-pool,p129
Stard4,1.4567971508799713e-10,-0.3538741683686717,0.298,0.387,2.3116457190163384e-6,IL6-pool,p129
Setd5,1.4738600252973073e-10,-0.1914707746427649,0.728,0.802,2.338721088141767e-6,IL6-pool,p129
Ptbp1,1.4818586355978295e-10,0.165772993233547,0.941,0.939,2.351413282966636e-6,IL6-pool,p129
Smarca2,1.5110134547842058e-10,-0.35880069907553236,0.357,0.447,2.397676150051578e-6,IL6-pool,p129
Susd3,1.5455047181330662e-10,0.8185781183011098,0.121,0.075,2.4524068867335494e-6,IL6-pool,p129
Ubxn2a,1.6342365020008175e-10,-0.27979534219079394,0.57,0.641,2.5932064813748973e-6,IL6-pool,p129
Smc1a,1.6480650960246962e-10,0.11750617290262966,0.965,0.97,2.615149694371988e-6,IL6-pool,p129
Magohb,1.7018292517511522e-10,0.22452636894823957,0.698,0.678,2.7004626566787282e-6,IL6-pool,p129
Gfod1,1.7026028258687685e-10,-0.24831047875426648,0.332,0.418,2.7016901640885617e-6,IL6-pool,p129
Trip12,1.709068019524369e-10,0.11084552284860641,0.674,0.702,2.7119491333812687e-6,IL6-pool,p129
Mtmr14,1.7491725244263719e-10,-0.5444999922342326,0.171,0.243,2.7755869617597667e-6,IL6-pool,p129
Rock2,1.7872373718044504e-10,-0.1906540164660871,0.729,0.801,2.835988261579302e-6,IL6-pool,p129
Depdc1a,1.83767460699874e-10,-0.5151493743670867,0.187,0.26,2.9160220663856006e-6,IL6-pool,p129
Hp1bp3,1.9590824177691586e-10,-0.23483182928288654,0.696,0.77,3.108671980516101e-6,IL6-pool,p129
Mad2l1,1.961036389351331e-10,-0.21580062888038545,0.649,0.725,3.111772542622692e-6,IL6-pool,p129
Creld2,1.968899624913109e-10,0.2727538693769469,0.519,0.487,3.1242499248121216e-6,IL6-pool,p129
Snhg12,1.972662967236756e-10,0.2083962731102026,0.696,0.702,3.130221596411284e-6,IL6-pool,p129
Psma7,1.9938341678640192e-10,0.1117305210599282,0.985,0.988,3.163816057566626e-6,IL6-pool,p129
Bmt2,2.1284424272412951e-10,-0.44925479191202533,0.202,0.279,3.377412443546487e-6,IL6-pool,p129
Cers2,2.1971488625997997e-10,0.2826026024737749,0.548,0.507,3.486435815173362e-6,IL6-pool,p129
Nf2,2.2525314703452782e-10,0.33273512441114916,0.388,0.354,3.5743169371438873e-6,IL6-pool,p129
Zfp280b,2.44371269515e-10,-0.5007693010765872,0.185,0.261,3.87768330466402e-6,IL6-pool,p129
C1qbp,2.458661101047213e-10,0.13090873385936241,0.978,0.973,3.901403435141717e-6,IL6-pool,p129
Egln1,2.5107378689654053e-10,0.3697921109478608,0.451,0.389,3.984038850474305e-6,IL6-pool,p129
Rtn4,2.5189876590176574e-10,-0.26721183427653544,0.618,0.697,3.997129617329218e-6,IL6-pool,p129
Paip2,2.5410865253250795e-10,-0.22625302034388736,0.681,0.754,4.032196098385836e-6,IL6-pool,p129
Plekho1,2.675720638907563e-10,0.6644465692209827,0.163,0.118,4.245833509818521e-6,IL6-pool,p129
Cdk19,2.7153113178847875e-10,-0.5674595151423678,0.141,0.21,4.308655999219581e-6,IL6-pool,p129
Plcxd2,2.7547646920184723e-10,-0.45597213027681915,0.207,0.285,4.371260613294912e-6,IL6-pool,p129
Gtf2a1,2.8534263861227734e-10,0.4169341890258158,0.267,0.233,4.527816989499617e-6,IL6-pool,p129
Cenpl,2.8827026490201665e-10,-0.4175665855281583,0.219,0.298,4.5742725634652e-6,IL6-pool,p129
Cdc42se1,3.10175800101061e-10,0.24523662597968118,0.681,0.646,4.921869596003636e-6,IL6-pool,p129
Bst2,3.2313046367964226e-10,0.21590270921565735,0.728,0.707,5.127434197668564e-6,IL6-pool,p129
Vcpkmt,3.26108475503858e-10,0.32873418483782024,0.431,0.388,5.174689289295218e-6,IL6-pool,p129
Ndfip1,3.406835435668586e-10,0.13188682112104377,0.984,0.98,5.405966469318912e-6,IL6-pool,p129
Racgap1,3.556570191555075e-10,-0.27299928234657767,0.469,0.556,5.643565579959593e-6,IL6-pool,p129
Gclc,3.590634030376012e-10,0.3361953692215516,0.359,0.33,5.697618079400655e-6,IL6-pool,p129
Ube2e2,3.5979306254701974e-10,-0.4626830454065811,0.259,0.339,5.709196316496109e-6,IL6-pool,p129
Calr,3.669431084755774e-10,0.1501280518459962,0.959,0.96,5.822653245290462e-6,IL6-pool,p129
Ypel3,3.6836607417834147e-10,-0.6336294768672532,0.138,0.205,5.845232865061923e-6,IL6-pool,p129
Cdon,3.76154378098291e-10,-0.6286670868048785,0.12,0.183,5.968817671663681e-6,IL6-pool,p129
Myo1e,3.7652038135927353e-10,-1.0819296953094906,0.035,0.075,5.974625411408952e-6,IL6-pool,p129
Asxl1,3.7980956845194203e-10,0.2502021837991141,0.58,0.56,6.026818232195416e-6,IL6-pool,p129
Ssbp3,3.8647105900424223e-10,-0.3903836267065244,0.366,0.443,6.132522764279316e-6,IL6-pool,p129
Gm42047,3.943805923858003e-10,-0.3448458620726117,0.448,0.527,6.25803123997788e-6,IL6-pool,p129
Tmem71,4.114663904807077e-10,-0.868179132248478,0.06,0.108,6.52914868414787e-6,IL6-pool,p129
Ndc80,4.1465967851277063e-10,-0.21767583991933792,0.525,0.613,6.5798197786406445e-6,IL6-pool,p129
Ubr5,4.1563155707265725e-10,0.20299325743380342,0.712,0.695,6.595241547628925e-6,IL6-pool,p129
Map2k4,4.212381677650354e-10,0.3142278632109088,0.455,0.41,6.6842072460955814e-6,IL6-pool,p129
Pde12,4.4908278371076593e-10,0.2687896051404679,0.488,0.462,7.126045611922434e-6,IL6-pool,p129
Eif2s1,4.722504055677525e-10,0.12795641930932478,0.974,0.963,7.493669435549097e-6,IL6-pool,p129
Oard1,4.744824983469732e-10,-0.29858157393884677,0.424,0.51,7.52908828376977e-6,IL6-pool,p129
Anxa7,4.790654951630338e-10,0.3182156799725282,0.458,0.409,7.601811277247019e-6,IL6-pool,p129
Creb1,4.815188241982636e-10,-0.2462621186318636,0.525,0.611,7.640740702378047e-6,IL6-pool,p129
Brd8,4.82626850595646e-10,-0.2678007210982313,0.489,0.578,7.65832286525171e-6,IL6-pool,p129
Rela,5.009079254295796e-10,0.3090722255042,0.512,0.46,7.94840696071657e-6,IL6-pool,p129
Panx1,5.132127658173135e-10,0.4435133571354437,0.311,0.258,8.143660167989131e-6,IL6-pool,p129
Furin,5.33810592117162e-10,0.47008112886083353,0.312,0.268,8.470506475715127e-6,IL6-pool,p129
Pou2f1,5.402623713425557e-10,-0.37866100083803733,0.33,0.413,8.572883308463674e-6,IL6-pool,p129
Tnfaip8l1,5.441262218213424e-10,-0.7017253591167605,0.092,0.147,8.634194887861062e-6,IL6-pool,p129
Plod3,5.450637209419785e-10,0.5509698952953204,0.188,0.148,8.649071123907314e-6,IL6-pool,p129
Anp32e,5.572410797296258e-10,-0.12085376091246824,0.972,0.975,8.842301453149702e-6,IL6-pool,p129
Rsl1d1,5.588965177472355e-10,0.1243516290657154,0.984,0.976,8.868569943613133e-6,IL6-pool,p129
Ivd,5.838919251361799e-10,-0.31623601672051915,0.306,0.388,9.265197068060902e-6,IL6-pool,p129
Psmd3,6.013787930508244e-10,0.2096493109854181,0.762,0.737,9.542678688130482e-6,IL6-pool,p129
Fbxo4,6.059908958456893e-10,-0.41909129058600536,0.177,0.248,9.615863535279399e-6,IL6-pool,p129
Noc2l,6.33396577216722e-10,0.16463285552666218,0.866,0.853,1.0050736887274944e-5,IL6-pool,p129
Ly9,6.374132711574958e-10,-0.21309289368068374,0.545,0.63,1.0114473786727143e-5,IL6-pool,p129
Zcrb1,6.567127196848963e-10,0.14472940292458647,0.83,0.834,1.0420717435959935e-5,IL6-pool,p129
Plxnc1,6.644332772874388e-10,-0.48998307942294805,0.208,0.282,1.054322724399708e-5,IL6-pool,p129
Mob3b,6.912505809880004e-10,0.6973731971627202,0.17,0.121,1.096876421911759e-5,IL6-pool,p129
Tpd52l2,7.098884528381029e-10,-0.2167657448887202,0.646,0.722,1.1264509969635017e-5,IL6-pool,p129
Pgam1,7.213874528016351e-10,0.13215252078439077,0.99,0.987,1.1446976101056347e-5,IL6-pool,p129
Slc35b3,7.376926865156524e-10,-0.37553636152345615,0.271,0.354,1.1705707549630372e-5,IL6-pool,p129
Galk1,7.430360699724616e-10,0.2239526109028906,0.769,0.738,1.1790496358323022e-5,IL6-pool,p129
Abhd16a,7.496479449949845e-10,0.5651449153396775,0.212,0.164,1.1895413591180415e-5,IL6-pool,p129
Dnttip2,7.520284600741093e-10,0.13703666209108123,0.859,0.862,1.1933187604455966e-5,IL6-pool,p129
Jtb,7.727096241068745e-10,0.21946121146749759,0.69,0.66,1.2261356315327885e-5,IL6-pool,p129
Jazf1,7.829523844081044e-10,0.6441469701774736,0.18,0.131,1.2423888435787801e-5,IL6-pool,p129
Mllt3,8.330042994012954e-10,0.18300871473949842,0.835,0.821,1.3218112222899755e-5,IL6-pool,p129
St3gal6,8.416830709828038e-10,0.9742410517171138,0.087,0.048,1.3355826970355132e-5,IL6-pool,p129
Canx,8.4273891327718e-10,0.14119020355805345,0.953,0.953,1.3372581075882293e-5,IL6-pool,p129
Heca,8.527114573638938e-10,-0.3941133857286343,0.191,0.264,1.3530825405450266e-5,IL6-pool,p129
Trappc4,8.773420967832845e-10,0.17638350236199007,0.797,0.784,1.3921664391757159e-5,IL6-pool,p129
Psrc1,8.803896737267757e-10,-0.3772317273267476,0.37,0.449,1.3970023342696477e-5,IL6-pool,p129
Psma3,9.018345193997247e-10,0.10435038413708075,0.967,0.973,1.4310310153834832e-5,IL6-pool,p129
Hivep2,9.504298457422344e-10,0.21318221561277903,0.705,0.687,1.5081420792237775e-5,IL6-pool,p129
Fam111a,1.0136964112633973e-9,-0.21463310676458708,0.577,0.661,1.608533465392759e-5,IL6-pool,p129
Ccng2,1.0148123963411947e-9,-0.8125367544085891,0.073,0.123,1.6103043105142077e-5,IL6-pool,p129
Srebf2,1.031881590783917e-9,-0.2238026616449746,0.553,0.638,1.6373897082559194e-5,IL6-pool,p129
Tex264,1.032305346673568e-9,0.3599856194600102,0.371,0.33,1.6380621241016176e-5,IL6-pool,p129
Rnf121,1.060769944068341e-9,0.27866115965925764,0.34,0.326,1.6832297472476435e-5,IL6-pool,p129
Nagpa,1.1013180387310034e-9,0.4189751416897489,0.262,0.227,1.747571463858356e-5,IL6-pool,p129
Srgap2,1.104438127675885e-9,-0.32220688898030847,0.392,0.476,1.7525224209960943e-5,IL6-pool,p129
Ctnna1,1.1111024827848809e-9,0.348048722340059,0.375,0.334,1.763097419683049e-5,IL6-pool,p129
Spcs3,1.1392774685130429e-9,0.20306432255788787,0.678,0.657,1.8078054870364964e-5,IL6-pool,p129
Vsir,1.1519443480710533e-9,-0.18876704543088607,0.378,0.459,1.8279052915191474e-5,IL6-pool,p129
Serinc5,1.1930499846589974e-9,0.8497276855130895,0.105,0.068,1.893131715656897e-5,IL6-pool,p129
Scml4,1.3023052052080281e-9,-0.6636148582950736,0.12,0.18,2.0664978996240992e-5,IL6-pool,p129
Pdss1,1.337530426243004e-9,0.25012722928219655,0.511,0.485,2.122393280362399e-5,IL6-pool,p129
Dlgap5,1.3446834256986519e-9,-0.2388757859261198,0.445,0.533,2.1337436598986208e-5,IL6-pool,p129
Ppp2r5a,1.3463109947077995e-9,-0.20759176233923127,0.641,0.719,2.1363262864023363e-5,IL6-pool,p129
Hgh1,1.3516818413319191e-9,0.3206699498246519,0.393,0.359,2.144848745825489e-5,IL6-pool,p129
Plk4,1.3636190117328764e-9,-0.22497647918488162,0.547,0.631,2.1637906478177283e-5,IL6-pool,p129
Ap1s3,1.3765213231196019e-9,0.33733026343144035,0.308,0.287,2.1842640355261843e-5,IL6-pool,p129
Tmc8,1.4133554328617691e-9,0.4329776317239622,0.303,0.255,2.2427124008650554e-5,IL6-pool,p129
Bcl2,1.416077581382128e-9,0.27809507242330933,0.514,0.474,2.2470319061371605e-5,IL6-pool,p129
Gm13546,1.4889785925017758e-9,-0.862243817754389,0.077,0.128,2.362711230581818e-5,IL6-pool,p129
Ehd4,1.5109763515640219e-9,0.2626736252983516,0.52,0.501,2.39761727466179e-5,IL6-pool,p129
Ipo4,1.5334511640479588e-9,0.34360199076724895,0.425,0.373,2.433280307111301e-5,IL6-pool,p129
Pias2,1.5995030961454178e-9,0.2653329749191752,0.482,0.451,2.538091512963549e-5,IL6-pool,p129
Gpx4,1.6172562859638933e-9,0.12039020172454906,0.937,0.944,2.5662622745675058e-5,IL6-pool,p129
Rrp1b,1.622886845874959e-9,0.1803592875437534,0.855,0.826,2.575196847034385e-5,IL6-pool,p129
Nop58,1.7226100959029345e-9,0.12489030265602574,0.977,0.976,2.7334377001787765e-05,IL6-pool,p129
Rpe,1.7395164462779121e-9,0.2900685102818581,0.405,0.383,2.760264696953791e-5,IL6-pool,p129
Nabp1,1.8571572780906648e-9,-0.34302197987304806,0.322,0.407,2.946937168874267e-5,IL6-pool,p129
Apbb1ip,1.897063380711263e-9,-0.17773019448956218,0.801,0.849,3.0102601725126324e-5,IL6-pool,p129
Dock10,1.962987508144228e-9,-0.1633345134891414,0.754,0.823,3.114868577923261e-5,IL6-pool,p129
F730043M19Rik,1.9760298723873883e-9,0.8445119128042413,0.087,0.062,3.135564201504308e-5,IL6-pool,p129
Cenpp,2.0523292821640163e-9,-0.2800309390172093,0.5,0.581,3.256636104937861e-5,IL6-pool,p129
Hmgb3,2.0597940784229053e-9,-0.1805830366994608,0.582,0.665,3.268481243641466e-5,IL6-pool,p129
Aak1,2.0908855659784e-9,-0.2895495229673073,0.38,0.466,3.317817216094525e-5,IL6-pool,p129
Fam122a,2.162928910894453e-9,0.34117506779543283,0.398,0.359,3.432135595807318e-5,IL6-pool,p129
Cd9,2.207049363127575e-9,-0.2711169151163231,0.447,0.529,3.5021459294108363e-5,IL6-pool,p129
Chsy1,2.2651223795837995e-9,0.43966497905845214,0.271,0.23,3.594296191923573e-5,IL6-pool,p129
Atf7ip,2.2674901049474632e-9,-0.37179172796370197,0.281,0.361,3.5980532985306346e-5,IL6-pool,p129
Kidins220,2.321051011215246e-9,0.39109161210624555,0.319,0.269,3.6830437445963525e-5,IL6-pool,p129
Cdc40,2.3488551673402325e-9,-0.18678354786305046,0.682,0.755,3.727163379535481e-5,IL6-pool,p129
Spire1,2.4336800517163694e-9,0.6858840158218467,0.126,0.093,3.861763506063535e-5,IL6-pool,p129
2310010J17Rik,2.5334844819613556e-9,0.553308293981484,0.213,0.163,4.020133175976279e-5,IL6-pool,p129
Asrgl1,2.550520941299547e-9,-0.40348502602274605,0.247,0.323,4.0471666296541215e-5,IL6-pool,p129
Arf5,2.5844169442546317e-9,0.13014678667023327,0.968,0.966,4.1009528071432495e-5,IL6-pool,p129
Llph,2.792068777479234e-9,0.15516859504222735,0.898,0.888,4.430454736104048e-5,IL6-pool,p129
Fyn,2.804124310142596e-9,0.17762931444748764,0.857,0.849,4.449584455334271e-5,IL6-pool,p129
Phlpp1,2.8443778504807344e-9,-0.6551050273081258,0.089,0.143,4.5134587731428296e-5,IL6-pool,p129
Rbm19,2.9034432933004023e-9,0.2627733255980359,0.482,0.455,4.6071838178090783e-5,IL6-pool,p129
Cnot6l,2.9234736885650308e-9,-0.20516993999877875,0.634,0.712,4.6389680490149905e-5,IL6-pool,p129
Rsbn1l,3.075996596661759e-9,-0.28712863843598624,0.489,0.569,4.880991399582879e-5,IL6-pool,p129
Ung,3.1132382358695964e-9,0.4236799725226741,0.349,0.282,4.9400864326778757e-5,IL6-pool,p129
Lamc1,3.162902677982565e-9,1.0029046556463772,0.08,0.046,5.018893969422734e-5,IL6-pool,p129
Ppp2cb,3.170956115736941e-9,0.18344348952513606,0.716,0.712,5.0316731644513784e-5,IL6-pool,p129
Irf5,3.2155299395270455e-9,-0.8871350500422746,0.056,0.102,5.102402908041516e-5,IL6-pool,p129
Clec2d,3.2751548790167615e-9,-0.16995716589838666,0.705,0.778,5.197015762023797e-5,IL6-pool,p129
Cdkn2c,3.2998136655457023e-9,-0.5141580816509346,0.141,0.203,5.2361443244879205e-5,IL6-pool,p129
Gprin3,3.4163796119676797e-9,0.7698918539526698,0.1,0.06,5.4211111682703145e-5,IL6-pool,p129
Akna,3.4331159231250754e-9,-0.35499260874919214,0.277,0.356,5.44766834681487e-5,IL6-pool,p129
Ptp4a2,3.6191328184345485e-9,0.12198555250582821,0.907,0.913,5.742839956291942e-5,IL6-pool,p129
Slc66a2,3.6545464956555437e-9,0.8076202818894029,0.098,0.067,5.7990343793062166e-5,IL6-pool,p129
Zdhhc2,3.6814294239958635e-9,-0.5785241453941072,0.113,0.172,5.841692209996636e-5,IL6-pool,p129
Tgoln1,3.737858780769824e-9,0.25348821250042264,0.571,0.534,5.9312343133255564e-5,IL6-pool,p129
Slfn8,3.841500014041524e-9,0.7615973777550873,0.102,0.072,6.0956922222810905e-5,IL6-pool,p129
Tmem184b,3.908794971150021e-9,0.5584713728842154,0.187,0.144,6.202475860220853e-5,IL6-pool,p129
Plekhj1,4.037890086760205e-9,0.1655560454024948,0.858,0.843,6.407323989671093e-5,IL6-pool,p129
Tmem167,4.098499820594604e-9,0.16018498681678128,0.911,0.894,6.503499515319517e-5,IL6-pool,p129
ENSMUSG00000095742,4.298727836676376e-9,-0.13067941567239139,0.838,0.889,6.821221331238074e-5,IL6-pool,p129
Dnajc11,4.428592521072624e-9,0.24101517600129008,0.566,0.535,7.02729061243804e-5,IL6-pool,p129
Cltc,4.659919023272812e-9,0.16158525613530167,0.784,0.776,7.394359506129297e-5,IL6-pool,p129
Slfn2,4.9675764151108395e-9,0.16834606553369946,0.952,0.948,7.88255025549788e-5,IL6-pool,p129
Fdxr,5.2841465509240285e-9,0.3437029130817748,0.369,0.332,8.384883747006248e-5,IL6-pool,p129
Crim1,5.2993089685718716e-9,-0.3007690456739094,0.175,0.237,8.408943471329845e-5,IL6-pool,p129
Pdzd8,5.348290014254046e-9,0.23345565153297576,0.543,0.522,8.486666594618319e-5,IL6-pool,p129
Ankrd28,5.380222476878096e-9,0.2624334386082918,0.472,0.447,8.537337026310162e-5,IL6-pool,p129
Sik2,5.381317582134514e-9,-0.25310854338495203,0.39,0.475,8.539074739331047e-5,IL6-pool,p129
Ppp1r10,5.402849373476104e-9,0.2085189838602947,0.629,0.607,8.573241385831882e-5,IL6-pool,p129
B4galt5,5.403249174471647e-9,0.4484094706889339,0.233,0.2,8.57387579005161e-5,IL6-pool,p129
Bltp1,5.429709659998225e-9,0.22800042829516531,0.562,0.545,8.615863288485184e-5,IL6-pool,p129
Gpi1,5.460223686785256e-9,0.1519261451244729,0.921,0.919,8.664282946190845e-5,IL6-pool,p129
Stx5a,5.628153331574176e-9,-0.4133802255306618,0.208,0.28,8.930753706541904e-5,IL6-pool,p129
Ccdc134,5.669587699050304e-9,0.3518306648556284,0.334,0.298,8.996501760853022e-5,IL6-pool,p129
Eno1,5.800328057971677e-9,0.1522716500224015,0.832,0.826,9.203960562389457e-5,IL6-pool,p129
Xcl1,5.8124500565766795e-9,-0.6431770990423695,0.058,0.102,9.223195749775875e-5,IL6-pool,p129
Kpna2,5.826227066290194e-9,-0.2618729404519975,0.62,0.671,9.24505710878928e-5,IL6-pool,p129
Nucks1,5.8436514684284084e-9,-0.11240724409248792,0.963,0.975,9.272706150102199e-5,IL6-pool,p129
Ppp1cc,5.969282372685343e-9,0.1192058089816963,0.948,0.946,9.472057268977103e-5,IL6-pool,p129
Prr13,6.0713854466263545e-9,-0.2352366312996631,0.528,0.609,9.634074426706699e-5,IL6-pool,p129
Smyd5,6.2720859605583624e-9,0.23588025971430904,0.602,0.571,9.95254600221401e-5,IL6-pool,p129
Cct3,6.3770155190574114e-9,0.1272784788012009,0.968,0.961,1.0119048225640301e-4,IL6-pool,p129
Dpm2,6.538190715269809e-9,0.261414104000224,0.576,0.536,1.0374801026990133e-4,IL6-pool,p129
Pnn,6.79635927289356e-9,0.14933148828631337,0.893,0.889,1.07844628942275e-4,IL6-pool,p129
Pmm1,6.80247235828572e-9,0.40542675106102233,0.313,0.27,1.079416313812778e-4,IL6-pool,p129
Prr11,7.0962056297912395e-9,-0.5338524199640555,0.166,0.229,1.1260259093352739e-4,IL6-pool,p129
Mtg2,7.217455613579693e-9,0.21370272269795243,0.326,0.327,1.1452658567628257e-4,IL6-pool,p129
Cytip,7.343018064629336e-9,-0.16731516032104532,0.809,0.865,1.165190106495383e-4,IL6-pool,p129
